OperationalDrivers,ClaimsBucket,PreviousRenewalDate,NameInsuredId,Status,TypePrediction,LastProcessedDate,RenewalChannel,RenewalDate,Type,IsRenewedPolicy,ExpirationDate,EffectiveDate,PremiumAmount,Passive,RenewalRate,Rating,Name,NPS,Promoter,Detractor,OwnerId,MyContactCenterNPS,PredictedDistribution,CustomerEngagement,NumberOfClaims,Commit,BestCase,GrossWrittenPremium,ValuePrediction,NPS_All_Contact_Centers,TotalStandardAmount
Agent Experience,2 - 3 Claims,,John,Not Renewed,TimeToResolve,2021-04-26,,2022-07-12,Existing Business,FALSE,2022-07-13,2021-07-13,56000,58,65,8.1,11726817122580,43,95,12,1234567,40,75,18,3,,70.2,760000,18,43,95000
Agent Comunication,6 or More Claims,,Steven,For Renewal,Period,2021-04-26,,2021-11-30,New Business,FALSE,2021-12-01,2020-12-01,88000,,85,7.6,13346388888493,43.5,,,1234567,41,25,18,7,,,824000,9,43,17000
Wait Time,2 - 3 Claims,,Mary,For Renewal,TimeToResolve,2021-04-26,,2022-01-31,Services,FALSE,2022-02-01,2021-02-01,36000,,90,8.5,8692807499220,43,,,1234567,38,75,19,2,,,809000,18,42,72000
Employee Satisfaction,0 - 1 Claims,,Brian,For Renewal,NPS,2021-04-26,,2022-04-20,Existing Business,FALSE,2022-04-21,2021-04-21,24000,,88,7.2,18644730950949,39,,,1234567,37,15,15,1,,88,827000,32,39,12000
Agent Experience,4 - 5 Claims,,Carl,For Renewal,Amount,2021-04-26,,2021-10-21,New Business,FALSE,2021-10-22,2020-10-22,30000,,88,7.4,17846599344313,39,,,1234567,39,12,17,5,,,893000,6,39,61000
Agent Comunication,0 - 1 Claims,,John,For Renewal,NumberOfClaims,2021-04-26,,2022-01-08,Existing Business,FALSE,2022-01-09,2021-01-09,28000,,88,7.6,17166264808225,43,,,1234567,40,95,16,1,,,579000,23,42,24000
Employee Satisfaction,2 - 3 Claims,,Steven,For Renewal,TimeToResolve,2021-04-26,,2022-03-27,Services,FALSE,2022-03-28,2021-03-28,32000,,88,7.4,13230894609889,43,,,1234567,38,55,15,3,,,686000,18,42,35000
Wait Time,2 - 3 Claims,,Brian,For Renewal,Amount,2021-04-26,,2022-06-26,New Business,FALSE,2022-06-27,2021-06-27,18000,58,74,6.3,1968305423171,39,90,25,1234567,40,70,19,2,,79.92,611000,6,42,22000
Agent Comunication,4 - 5 Claims,,Carl,For Renewal,Period,2021-04-26,,2021-11-11,Existing Business,FALSE,2021-11-12,2020-11-12,95000,,80,7.8,9276540928335,41,,,1234567,39,15,18,4,,,987000,9,41,49000
Wait Time,2 - 3 Claims,,Mary,Not Renewed,NumberOfClaims,2021-04-26,,2022-05-15,Services,FALSE,2022-05-16,2021-05-16,47000,55,79,7.8,11416955088291,41,95,15,1234567,37,75,18,2,71.89,85.32,932000,23,43,47000
Agent Experience,2 - 3 Claims,,John,For Renewal,NPS,2021-04-26,,2022-04-22,New Business,FALSE,2022-04-23,2021-04-23,44000,,88,6.3,6103651480316,39,,,1234567,37,70,18,2,88,,612000,32,39,20000
Employee Satisfaction,4 - 5 Claims,,Brian,For Renewal,NPS,2021-04-26,,2022-03-25,Existing Business,FALSE,2022-03-26,2021-03-26,70000,,88,7.4,15100800280678,43,,,1234567,38,58,17,5,,,725000,32,42,60000
Agent Experience,4 - 5 Claims,,Steven,For Renewal,TimeToResolve,2021-04-26,,2022-03-09,Services,FALSE,2022-03-10,2021-03-10,67000,,88,6.5,12299825090519,43,,,1234567,38,12,15,4,,,937000,18,42,94000
Wait Time,2 - 3 Claims,,Carl,For Renewal,Amount,2021-04-26,,2021-12-07,New Business,FALSE,2021-12-08,2020-12-08,89000,,85,8.1,7238368004093,43.5,,,1234567,41,75,17,3,,,805000,6,43,84000
Employee Satisfaction,0 - 1 Claims,,John,For Renewal,Period,2021-04-26,,2021-10-04,Existing Business,FALSE,2021-10-05,2020-10-05,49000,,80,7.1,14491452353244,43,,,1234567,38,95,20,1,,,962000,9,41,28000
Agent Comunication,4 - 5 Claims,,Mary,For Renewal,NumberOfClaims,2021-04-26,,2022-07-08,Services,FALSE,2022-07-09,2021-07-09,39000,58,65,8.5,4851148176267,43.5,95,12,1234567,41,58,20,4,59.15,70.2,698000,23,39,63000
Agent Experience,6 or More Claims,,Steven,For Renewal,Amount,2021-04-26,,2022-02-26,Existing Business,FALSE,2022-02-27,2021-02-27,79000,,90,6.7,2740982414493,43,,,1234567,38,55,15,6,,,578000,6,42,45000
Agent Comunication,4 - 5 Claims,,Brian,Not Renewed,Period,2021-04-26,,2022-01-27,New Business,FALSE,2022-01-28,2021-01-28,23000,,88,7.6,11290888487946,43,,,1234567,40,25,16,5,,,616000,9,42,61000
Employee Satisfaction,2 - 3 Claims,,Mary,For Renewal,NumberOfClaims,2021-04-26,,2022-02-05,Services,FALSE,2022-02-06,2021-02-06,96000,,90,7.5,4437778838235,43,,,1234567,38,15,16,3,,,573000,23,42,95000
Wait Time,2 - 3 Claims,,John,For Renewal,NPS,2021-04-26,,2021-12-13,New Business,FALSE,2021-12-14,2020-12-14,26000,,85,8.1,7658575380197,43.5,,,1234567,41,75,15,2,,,903000,32,43,45000
Wait Time,0 - 1 Claims,,Carl,For Renewal,TimeToResolve,2021-04-26,,2022-03-25,Existing Business,FALSE,2022-03-26,2021-03-26,98000,,88,8.4,14168864185501,43,,,1234567,38,95,15,1,,,829000,18,42,10000
Agent Comunication,2 - 3 Claims,,Steven,For Renewal,Amount,2021-04-26,,2022-07-23,Services,FALSE,2022-07-24,2021-07-24,56000,58,65,6.5,18159236640168,39,95,12,1234567,38,75,18,2,59.15,70.2,747000,6,43,66000
Employee Satisfaction,2 - 3 Claims,,Carl,For Renewal,NumberOfClaims,2021-04-26,,2021-10-02,New Business,FALSE,2021-10-03,2020-10-03,22000,,79,7.6,16557713607336,41,,,1234567,41,12,17,3,,,972000,23,39,22000
Agent Experience,6 or More Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2022-04-05,Existing Business,FALSE,2022-04-06,2021-04-06,16000,,88,6.3,7712309104441,39,,,1234567,37,55,18,6,,,522000,18,39,13000
Agent Experience,0 - 1 Claims,,John,For Renewal,NPS,2021-04-26,,2022-01-16,Services,FALSE,2022-01-17,2021-01-17,71000,,88,6.9,1915349604539,43,,,1234567,40,25,18,1,,,994000,32,42,37000
Employee Satisfaction,0 - 1 Claims,,Mary,Not Renewed,Period,2021-04-26,,2022-05-22,Services,FALSE,2022-05-23,2021-05-23,33000,55,79,6.7,13395352978528,43,95,15,1234567,40,95,16,1,71.89,85.32,610000,9,42,83000
Agent Comunication,2 - 3 Claims,,Carl,For Renewal,TimeToResolve,2021-04-26,,2021-11-25,New Business,FALSE,2021-11-26,2020-11-26,86000,,80,7.8,10730795351804,41,,,1234567,39,58,16,2,,,627000,18,41,67000
Wait Time,0 - 1 Claims,,Mary,For Renewal,Period,2021-04-26,,2022-06-13,Existing Business,FALSE,2022-06-14,2021-06-14,49000,58,74,8.6,18821364609215,43.5,90,25,1234567,39,95,16,1,67.34,,915000,9,41,75000
Employee Satisfaction,4 - 5 Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2022-02-09,Existing Business,FALSE,2022-02-10,2021-02-10,25000,,90,7.5,3302870426558,43,,,1234567,38,70,19,4,,,595000,23,42,71000
Agent Experience,6 or More Claims,,John,For Renewal,Amount,2021-04-26,,2022-03-02,Services,FALSE,2022-03-03,2021-03-03,66000,,88,6.5,16047786088259,43,,,1234567,38,58,17,7,,,595000,6,42,11000
Wait Time,6 or More Claims,,Brian,For Renewal,NPS,2021-04-26,,2021-10-16,New Business,FALSE,2021-10-17,2020-10-17,40000,,90,8.1,2520517918352,41,,,1234567,37,75,16,7,,,434000,32,39,17000
Agent Comunication,0 - 1 Claims,,Brian,For Renewal,Period,2021-04-26,,2022-05-30,Services,FALSE,2022-05-31,2021-05-31,62000,55,79,6.9,4015949360745,39,95,15,1234567,37,95,19,1,71.89,,605000,9,42,26000
Wait Time,6 or More Claims,,Steven,For Renewal,NPS,2021-04-26,,2022-07-01,Existing Business,FALSE,2022-07-02,2021-07-02,76000,58,65,6.3,19046189056606,43,95,12,1234567,40,12,16,7,,70.2,537000,32,41,36000
Agent Comunication,4 - 5 Claims,,John,For Renewal,NumberOfClaims,2021-04-26,,2021-11-20,New Business,FALSE,2021-11-21,2020-11-21,39000,,80,7.8,17588165243058,41,,,1234567,39,70,18,4,,,733000,23,41,38000
Agent Experience,2 - 3 Claims,,Carl,Not Renewed,TimeToResolve,2021-04-26,,2021-12-23,New Business,FALSE,2021-12-24,2020-12-24,85000,,85,6.9,19527390293629,43.5,,,1234567,41,55,19,3,,,860000,18,43,86000
Employee Satisfaction,2 - 3 Claims,,Mary,For Renewal,Amount,2021-04-26,,2022-06-28,Existing Business,FALSE,2022-06-29,2021-06-29,69000,58,74,7.5,10598814465512,43.5,90,25,1234567,39,70,15,2,67.34,,793000,6,43,36000
Agent Experience,2 - 3 Claims,,Steven,For Renewal,TimeToResolve,2021-04-26,,2022-01-28,Services,FALSE,2022-01-29,2021-01-29,22000,,88,6.9,19610315187202,43,,,1234567,40,25,20,2,,,565000,18,42,68000
Employee Satisfaction,2 - 3 Claims,,Carl,For Renewal,NumberOfClaims,2021-04-26,,2022-04-25,Services,FALSE,2022-04-26,2021-04-26,76000,,88,7.2,58197121360,39,,,1234567,37,12,16,3,88,,996000,23,39,97000
Agent Comunication,2 - 3 Claims,,John,For Renewal,NPS,2021-04-26,,2022-02-10,Existing Business,FALSE,2022-02-11,2021-02-11,10000,,90,7.4,8763796024474,43,,,1234567,38,15,17,3,,,961000,32,42,16000
Wait Time,4 - 5 Claims,,Brian,For Renewal,Amount,2021-04-26,,2022-01-30,New Business,FALSE,2022-01-31,2021-01-31,71000,,88,8.1,536017315058,43,,,1234567,40,95,18,5,,,748000,6,42,57000
Agent Experience,0 - 1 Claims,,Mary,For Renewal,Period,2021-04-26,,2022-03-20,Services,FALSE,2022-03-21,2021-03-21,74000,,88,6.5,5757789689171,43,,,1234567,38,25,20,1,,,561000,9,42,81000
Employee Satisfaction,0 - 1 Claims,,Brian,For Renewal,NumberOfClaims,2021-04-26,,2021-10-19,Existing Business,FALSE,2021-10-20,2020-10-20,88000,,80,8.2,16634039611044,43,,,1234567,38,70,15,1,,,555000,23,43,67000
Wait Time,0 - 1 Claims,,Steven,Not Renewed,TimeToResolve,2021-04-26,,2022-06-26,New Business,FALSE,2022-06-27,2021-06-27,63000,58,74,7,19148150913957,39,90,25,1234567,41,95,16,1,67.34,79.92,794000,18,42,97000
Agent Comunication,4 - 5 Claims,,John,For Renewal,Period,2021-04-26,,2022-07-22,Existing Business,FALSE,2022-07-23,2021-07-23,19000,58,65,7.4,1013817086427,41,95,12,1234567,40,58,18,4,,,745000,9,41,71000
Employee Satisfaction,6 or More Claims,,Carl,For Renewal,NPS,2021-04-26,,2022-04-24,Services,FALSE,2022-04-25,2021-04-25,12000,,88,7.2,1079950533739,39,,,1234567,37,55,15,7,,,937000,32,39,90000
Agent Comunication,2 - 3 Claims,,Mary,For Renewal,Amount,2021-04-26,,2022-05-21,New Business,FALSE,2022-05-22,2021-05-22,55000,55,79,8.4,11811462957752,43.5,95,15,1234567,37,75,20,2,,,509000,6,39,73000
Agent Experience,2 - 3 Claims,,John,For Renewal,Amount,2021-04-26,,2021-11-17,Existing Business,FALSE,2021-11-18,2020-11-18,55000,,80,7,20196329263908,41,,,1234567,39,12,19,2,,,595000,6,41,47000
Wait Time,4 - 5 Claims,,Brian,For Renewal,NPS,2021-04-26,,2021-12-29,New Business,FALSE,2021-12-30,2020-12-30,73000,,85,8.1,10414826206138,43.5,,,1234567,41,75,15,4,,,446000,32,43,21000
Agent Experience,6 or More Claims,,Mary,For Renewal,NumberOfClaims,2021-04-26,,2021-12-06,Services,FALSE,2021-12-07,2020-12-07,23000,,85,6.9,15702274832096,43.5,,,1234567,41,95,16,6,,,891000,23,43,85000
Employee Satisfaction,0 - 1 Claims,,Carl,For Renewal,Period,2021-04-26,,2022-03-04,Services,FALSE,2022-03-05,2021-03-05,55000,,88,7.4,16705289421091,43,,,1234567,38,15,18,1,,,943000,9,42,31000
Agent Comunication,0 - 1 Claims,,Steven,Not Renewed,TimeToResolve,2021-04-26,,2022-02-18,Existing Business,FALSE,2022-02-19,2021-02-19,35000,,90,7.4,7257309411802,43,,,1234567,38,58,17,1,,,570000,18,42,89000
Wait Time,2 - 3 Claims,,Brian,For Renewal,Amount,2021-04-26,,2022-07-07,New Business,FALSE,2022-07-08,2021-07-08,33000,58,65,7.2,2407522683292,43.5,95,12,1234567,39,75,16,3,,70.2,947000,6,41,24000
Agent Experience,6 or More Claims,,Mary,For Renewal,Period,2021-04-26,,2022-01-01,Services,FALSE,2022-01-02,2021-01-02,96000,,88,6.9,20044033090826,43,,,1234567,40,25,16,7,,,991000,9,42,66000
Employee Satisfaction,0 - 1 Claims,,Carl,For Renewal,TimeToResolve,2021-04-26,,2022-04-16,New Business,FALSE,2022-04-17,2021-04-17,93000,,88,7.2,1816605935246,39,,,1234567,37,95,19,1,88,,749000,18,39,96000
Agent Comunication,0 - 1 Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2021-10-06,Existing Business,FALSE,2021-10-07,2020-10-07,46000,,88,7.2,2380974062872,41,,,1234567,41,58,19,1,,,718000,23,42,90000
Wait Time,2 - 3 Claims,,John,For Renewal,NPS,2021-04-26,,2022-05-24,Existing Business,FALSE,2022-05-25,2021-05-25,85000,55,79,6.9,1674155149750,43,95,15,1234567,38,75,16,2,71.89,85.32,660000,32,39,100000
Agent Comunication,0 - 1 Claims,,Steven,For Renewal,NPS,2021-04-26,,2021-11-09,New Business,FALSE,2021-11-10,2020-11-10,63000,,80,7.8,15191705796618,41,,,1234567,39,15,15,1,,,814000,32,41,83000
Wait Time,4 - 5 Claims,,Mary,For Renewal,NumberOfClaims,2021-04-26,,2022-06-25,Services,FALSE,2022-06-26,2021-06-26,50000,58,74,7.6,14968385604742,39,90,25,1234567,38,58,18,4,,79.92,496000,23,43,100000
Agent Experience,6 or More Claims,,John,For Renewal,TimeToResolve,2021-04-26,,2021-11-20,New Business,FALSE,2021-11-21,2020-11-21,14000,,80,7,11921055641035,41,,,1234567,39,75,18,6,,,838000,18,41,25000
Employee Satisfaction,2 - 3 Claims,,Brian,Not Renewed,Amount,2021-04-26,,2022-06-26,Services,FALSE,2022-06-27,2021-06-27,19000,58,74,6.3,6674513107455,39,90,25,1234567,41,70,17,2,,79.92,705000,6,43,40000
Employee Satisfaction,4 - 5 Claims,,Carl,For Renewal,Period,2021-04-26,,2022-03-14,Existing Business,FALSE,2022-03-15,2021-03-15,90000,,88,7.4,1383122867766,43,,,1234567,38,70,20,4,,,722000,9,42,57000
Agent Comunication,6 or More Claims,,John,For Renewal,NumberOfClaims,2021-04-26,,2021-10-10,Existing Business,FALSE,2021-10-11,2020-10-11,17000,,79,7.1,19903291094062,43,,,1234567,40,12,19,7,,,876000,23,41,86000
Agent Experience,4 - 5 Claims,,Brian,For Renewal,Period,2021-04-26,,2022-05-24,New Business,FALSE,2022-05-25,2021-05-25,30000,55,79,7.8,17833295987584,43.5,95,15,1234567,37,55,17,5,71.89,85.32,631000,9,39,91000
Wait Time,0 - 1 Claims,,Carl,For Renewal,Amount,2021-04-26,,2022-02-03,Services,FALSE,2022-02-04,2021-02-04,44000,,90,8.5,5066935101475,43,,,1234567,38,55,19,1,,,895000,6,42,72000
Agent Experience,2 - 3 Claims,,Mary,For Renewal,TimeToResolve,2021-04-26,,2022-01-05,Services,FALSE,2022-01-06,2021-01-06,27000,,88,6.9,18209812687359,43,,,1234567,40,58,18,3,,,751000,18,42,24000
Agent Comunication,2 - 3 Claims,,Steven,For Renewal,NPS,2021-04-26,,2022-04-22,New Business,FALSE,2022-04-23,2021-04-23,80000,,88,7.1,5143940983750,39,,,1234567,37,25,15,2,88,88,775000,32,39,31000
Wait Time,0 - 1 Claims,,Brian,For Renewal,NumberOfClaims,2021-04-26,,2022-07-03,Existing Business,FALSE,2022-07-04,2021-07-04,33000,58,65,7.2,7195787760850,41,95,12,1234567,39,95,15,1,,,666000,23,42,49000
Employee Satisfaction,2 - 3 Claims,,Steven,Not Renewed,Amount,2021-04-26,,2021-12-15,Services,FALSE,2021-12-16,2020-12-16,74000,,85,7.8,18804979197057,43.5,,,1234567,41,70,17,3,,,991000,6,43,56000
Employee Satisfaction,4 - 5 Claims,,Carl,For Renewal,NPS,2021-04-26,,2021-11-01,Existing Business,FALSE,2021-11-02,2020-11-02,80000,,80,8.2,15952164378778,41,,,1234567,39,75,20,4,,,591000,32,41,46000
Agent Experience,2 - 3 Claims,,Mary,For Renewal,TimeToResolve,2021-04-26,,2022-02-02,New Business,FALSE,2022-02-03,2021-02-03,11000,,90,6.7,2165311007420,43,,,1234567,38,55,19,2,,,446000,18,42,88000
Agent Comunication,4 - 5 Claims,,John,For Renewal,Period,2021-04-26,,2022-03-31,New Business,FALSE,2022-04-01,2021-04-01,25000,,88,7.1,15340746342653,39,,,1234567,37,12,19,4,88,88,518000,9,39,23000
Wait Time,0 - 1 Claims,,Mary,For Renewal,TimeToResolve,2021-04-26,,2022-05-21,Services,FALSE,2022-05-22,2021-05-22,79000,55,79,7.2,159768779370,43,95,15,1234567,37,95,15,1,71.89,85.32,756000,18,43,39000
Wait Time,4 - 5 Claims,,John,For Renewal,Amount,2021-04-26,,2021-10-25,Existing Business,FALSE,2021-10-26,2020-10-26,55000,,85,8.4,18372250922778,43.5,,,1234567,39,95,16,4,,,847000,6,42,87000
Employee Satisfaction,2 - 3 Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2022-01-15,New Business,FALSE,2022-01-16,2021-01-16,69000,,88,7.8,15129556461318,43,,,1234567,40,15,19,2,,,714000,23,42,88000
Agent Comunication,2 - 3 Claims,,Carl,For Renewal,NPS,2021-04-26,,2022-07-07,Existing Business,FALSE,2022-07-08,2021-07-08,53000,58,65,6.7,6591277976700,41,95,12,1234567,40,75,16,3,,70.2,746000,32,41,65000
Agent Experience,2 - 3 Claims,,Brian,Not Renewed,Period,2021-04-26,,2022-03-16,Services,FALSE,2022-03-17,2021-03-17,48000,,88,6.5,9921114335708,43,,,1234567,38,55,19,2,,,665000,9,42,40000
Wait Time,2 - 3 Claims,,Brian,For Renewal,NPS,2021-04-26,,2022-06-27,New Business,FALSE,2022-06-28,2021-06-28,17000,58,74,8.1,13835828519814,39,90,25,1234567,38,70,18,2,,,685000,32,39,42000
Agent Experience,2 - 3 Claims,,Carl,For Renewal,TimeToResolve,2021-04-26,,2021-12-10,Existing Business,FALSE,2021-12-11,2020-12-11,83000,,85,6.9,16828737250297,43.5,,,1234567,41,58,16,2,,,448000,18,43,87000
Employee Satisfaction,6 or More Claims,,Mary,For Renewal,Amount,2021-04-26,,2022-01-05,Services,FALSE,2022-01-06,2021-01-06,66000,,88,7.8,645068228910,43,,,1234567,40,15,17,7,,,771000,6,42,58000
Agent Comunication,2 - 3 Claims,,John,For Renewal,Period,2021-04-26,,2022-03-06,Existing Business,FALSE,2022-03-07,2021-03-07,78000,,88,7.1,232909734607,43,,,1234567,38,95,19,2,,,893000,9,42,67000
Employee Satisfaction,4 - 5 Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2021-11-27,Services,FALSE,2021-11-28,2020-11-28,79000,,80,8.2,8068146082306,41,,,1234567,39,25,19,4,,,705000,23,41,73000
Agent Experience,2 - 3 Claims,,Brian,For Renewal,NumberOfClaims,2021-04-26,,2022-01-31,New Business,FALSE,2022-02-01,2021-02-01,39000,,90,6.7,20017990690344,43,,,1234567,38,12,19,2,,,755000,23,42,92000
Agent Comunication,2 - 3 Claims,,Carl,For Renewal,Amount,2021-04-26,,2022-06-02,Existing Business,FALSE,2022-06-03,2021-06-03,40000,58,74,7.4,17839280659033,39,90,25,1234567,41,70,18,3,67.34,79.92,565000,6,43,64000
Wait Time,4 - 5 Claims,,Mary,For Renewal,Period,2021-04-26,,2022-05-03,Services,FALSE,2022-05-04,2021-05-04,35000,55,79,8.2,17006942044357,41,95,15,1234567,40,55,17,5,,,568000,9,42,73000
Agent Comunication,0 - 1 Claims,,Steven,Not Renewed,TimeToResolve,2021-04-26,,2021-12-26,New Business,FALSE,2021-12-27,2020-12-27,31000,,85,7.6,3579286035165,43.5,,,1234567,41,75,16,1,,,425000,18,43,42000
Wait Time,2 - 3 Claims,,John,For Renewal,NPS,2021-04-26,,2022-04-08,Services,FALSE,2022-04-09,2021-04-09,44000,,88,8.6,13216954008612,39,,,1234567,37,70,18,3,88,88,734000,32,39,32000
Agent Experience,0 - 1 Claims,,Mary,For Renewal,NPS,2021-04-26,,2022-07-13,New Business,FALSE,2022-07-14,2021-07-14,87000,58,65,8.6,1112242381874,43.5,95,12,1234567,39,95,20,1,,,784000,32,39,96000
Employee Satisfaction,6 or More Claims,,Steven,For Renewal,Amount,2021-04-26,,2021-10-27,Existing Business,FALSE,2021-10-28,2020-10-28,89000,,65,7,442164494736,43,,,1234567,37,12,17,6,,,463000,6,41,43000
Agent Comunication,0 - 1 Claims,,John,For Renewal,Period,2021-04-26,,2021-10-30,Services,FALSE,2021-10-31,2020-10-31,28000,,74,8.5,1738068501436,41,,,1234567,38,25,18,1,,,764000,9,42,68000
Wait Time,2 - 3 Claims,,Brian,For Renewal,NumberOfClaims,2021-04-26,,2022-05-26,New Business,FALSE,2022-05-27,2021-05-27,53000,55,79,6.5,15784240411441,43.5,95,15,1234567,41,75,18,2,71.89,85.32,568000,23,39,43000
Employee Satisfaction,0 - 1 Claims,,Carl,For Renewal,TimeToResolve,2021-04-26,,2022-04-16,Existing Business,FALSE,2022-04-17,2021-04-17,42000,,88,7.2,7460954959318,39,,,1234567,37,15,20,1,,,722000,18,39,36000
Agent Experience,4 - 5 Claims,,Carl,For Renewal,Amount,2021-04-26,,2022-07-25,New Business,FALSE,2022-07-26,2021-07-26,27000,58,65,7.5,9636641887890,43,95,12,1234567,37,58,16,4,,,652000,6,41,85000
Agent Experience,2 - 3 Claims,,Brian,Not Renewed,TimeToResolve,2021-04-26,,2022-02-23,Existing Business,FALSE,2022-02-24,2021-02-24,95000,,90,6.7,13696230123004,43,,,1234567,38,55,20,2,,,522000,18,42,81000
Wait Time,2 - 3 Claims,,Steven,For Renewal,NPS,2021-04-26,,2022-06-07,Services,FALSE,2022-06-08,2021-06-08,32000,58,74,7.2,10996593678231,39,90,25,1234567,41,70,16,3,67.34,,601000,32,43,26000
Agent Comunication,0 - 1 Claims,,John,For Renewal,NumberOfClaims,2021-04-26,,2021-12-22,Existing Business,FALSE,2021-12-23,2020-12-23,29000,,85,7.6,9823255847908,43.5,,,1234567,41,75,16,1,,,744000,23,43,51000
Employee Satisfaction,2 - 3 Claims,,Mary,For Renewal,Period,2021-04-26,,2021-11-14,Services,FALSE,2021-11-15,2020-11-15,73000,,80,8.2,13654569958479,41,,,1234567,39,70,20,2,,,590000,9,41,40000
Employee Satisfaction,6 or More Claims,,John,For Renewal,TimeToResolve,2021-04-26,,2022-01-09,New Business,FALSE,2022-01-10,2021-01-10,16000,,88,7.8,14126296942333,43,,,1234567,40,58,16,7,,,791000,18,42,71000
Wait Time,6 or More Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2022-03-01,Services,FALSE,2022-03-02,2021-03-02,72000,,88,8.4,18865958950672,43,,,1234567,38,95,16,6,,,677000,23,42,14000
Agent Comunication,2 - 3 Claims,,Mary,For Renewal,Period,2021-04-26,,2021-10-21,New Business,FALSE,2021-10-22,2020-10-22,27000,,80,6.5,8125515968976,41,,,1234567,39,12,18,3,,,614000,9,39,36000
Agent Experience,4 - 5 Claims,,Brian,For Renewal,NPS,2021-04-26,,2022-06-27,Existing Business,FALSE,2022-06-28,2021-06-28,100000,58,74,7.6,16454895215918,43,90,25,1234567,38,58,18,4,,79.92,946000,32,43,45000
Wait Time,0 - 1 Claims,,Carl,Not Renewed,Amount,2021-04-26,,2021-11-05,New Business,FALSE,2021-11-06,2020-11-06,24000,,80,8.2,14314442115543,41,,,1234567,39,95,20,1,,,707000,6,41,34000
Employee Satisfaction,6 or More Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2021-12-03,Existing Business,FALSE,2021-12-04,2020-12-04,64000,,85,7.8,2062147085319,43.5,,,1234567,41,70,17,6,,,477000,18,43,94000
Agent Experience,2 - 3 Claims,,Carl,For Renewal,NumberOfClaims,2021-04-26,,2022-03-18,Services,FALSE,2022-03-19,2021-03-19,27000,,88,6.5,4180610621887,43,,,1234567,38,15,15,2,,,534000,23,42,47000
Agent Comunication,4 - 5 Claims,,John,For Renewal,Amount,2021-04-26,,2022-02-24,New Business,FALSE,2022-02-25,2021-02-25,45000,,90,7.4,11940032642385,43,,,1234567,38,75,15,5,,,627000,6,42,18000
Wait Time,2 - 3 Claims,,Steven,For Renewal,NPS,2021-04-26,,2022-04-29,Services,FALSE,2022-04-30,2021-04-30,67000,,88,8.6,15312816737537,39,,,1234567,37,58,19,2,88,88,970000,32,39,17000
Agent Comunication,0 - 1 Claims,,Mary,For Renewal,Period,2021-04-26,,2022-01-17,Existing Business,FALSE,2022-01-18,2021-01-18,93000,,88,7.6,11800284551840,43,,,1234567,40,55,16,1,,,997000,9,42,15000
Agent Experience,2 - 3 Claims,,Mary,For Renewal,NPS,2021-04-26,,2022-05-18,Existing Business,FALSE,2022-05-19,2021-05-19,77000,55,79,7.1,10061336360704,43.5,95,15,1234567,40,75,19,3,,85.32,867000,32,41,73000
Employee Satisfaction,2 - 3 Claims,,Carl,For Renewal,NumberOfClaims,2021-04-26,,2022-07-01,New Business,FALSE,2022-07-02,2021-07-02,80000,58,65,8.5,15725314375273,39,95,12,1234567,40,75,15,2,59.15,,494000,23,42,47000
Employee Satisfaction,0 - 1 Claims,,Steven,For Renewal,TimeToResolve,2021-04-26,,2022-06-14,Services,FALSE,2022-06-15,2021-06-15,18000,58,74,6.9,964330886258,41,90,25,1234567,37,95,19,1,67.34,,595000,18,39,32000
Agent Experience,4 - 5 Claims,,John,Not Renewed,Amount,2021-04-26,,2022-07-22,Existing Business,FALSE,2022-07-23,2021-07-23,77000,58,65,7.8,1700651653830,43.5,95,12,1234567,39,58,15,4,,70.2,900000,6,43,89000
