"date","Case_Type","Photo","Name","States","Car_Type","Education","Opportunity_Name","Patent_Activity","Einstein_Prediction","Categories","Call_Resolution","Conversion","Owner_Name","CompanyLogo","Customer_Type","Mobile_App_Usage","Forecast","Country","Region","Attrition_Details","Factory","Projects","Business_Segment","Segment","Mobility_Breakdown","Recommendations","DummyImage","Tenure","Lead","Awarness","Family_Type","Sentiment","App_Usage_Categories","OpportunityStage","Year","Roles_in_Demand","Job_Role","Stock_Price","Revenue_Target","Percentage_of_Calls","Capacity","Patents_Filed","Production","Profit","Stock_High","Employee_Count","Engagement_Industry","Case_Resolution","Open_Role_Days","Engagement_National","Net_Retention","Case_Handle_Time_in_Minutes","Sentiment_Score","Patents_Awarded","Facebook_Followers","Volume","Revenue","CSAT","Week","Inventory","Margin","Customer_Acquisition_Costs","NPS","Engagement","Revenue_Percentage","Purchases","Stock_Low","Instagram_Followers","Case_Length","Customer_Acquisition_Cost","Drive_Count"
"3/30/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Gasoline","Bachelor","Kuvalis-Hilll","1_Rejected","On Target","Cars","UnResolved","No","Thea Pember","https://randomuser.me/api/portraits/men/44.jpg","Retained","Others","Expected to Close","Brazil","North America","Management Discretion","Flat Rock","Project N","> 1MM","RideShare","Bus","Meet 1:1 with top decision maker","http://dummyimage.com/184x231.bmp/dddddd/000000","5 - 10 Years","Networking events","Social Media","All","Positive","Features","Stage 2","Year2017","AI Engineering","Sales Representative",17.49,27982.00454,71,212,14.75,1862,4.606,17.556183,21,-1,22,8,1,59,567,76,4.346669,1062,504000,24000,67,32017,24000,0.191906,13,60,1,14,7,17.33246,2035,9,75,12000
"1/23/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Gasoline","Less than High School","Ritchie and Sons","3_Filed","At Risk","Cars","First Call","No","Verina Spottiswoode","https://randomuser.me/api/portraits/men/5.jpg","New","Mostly App","Forecast","China","Europe","Compensation","Tychy","Project N","< 250K","RideShare","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/183x245.png/ff4444/ffffff","5 - 10 Years","Networking events","Organic Search","Non-Family","Positive","Service Appointments","Stage 1","Year2017","AI Engineering","Body & paint specialist",13.68,37326.504136,41,4303,13.49,1203,2.201,14.145923,3,1,24.857143,6,0,61,114,76,5.22206,1063,475000,19000,67,12017,19000,0.115823,50,60,-1,78,9,13.295978,2033,9,75,9500
"3/5/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Hybrid","High School Grad","Quigley-Boyle","3_Filed","On Target","Minivans","Third Call or more","No","Tracie Dowrey","https://randomuser.me/api/portraits/men/80.jpg","New","Mostly App","Closed","Ireland","Europe","Compensation","Tofas","Project M","> 1MM","RideShare","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/218x224.bmp/ff4444/ffffff","3 - 5 Years","Pay per lead","Email","Non-Family","Positive","Service Appointments","Stage 4","Year2016","AI Engineering","Manager",15.97,17193.341913,85,2341,16.29,928,1.002,16.36412,11,2,37.428571,3,-1,61,742,77,4.277203,1063,132000,11000,68,32016,11000,0.09111,71,59,0,20,8,15.69251,2033,8,77,5500
"7/16/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxg/M","Sonya Renner",,"Hybrid","Graduate","Ortiz, Nader and Boyle","2_Awarded","On Target","Trucks","Third Call or more","No","Ardelle MacDearmaid","https://randomuser.me/api/portraits/men/11.jpg","Retained","Mostly App","Expected to Close","China","Asia Pacific","Management Discretion","Nanjing","Project N","< 250K","Fleet","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/181x130.bmp/5fa2dd/ffffff","> 10 Years","Third party directories","Social Media","Non-Family","Positive","Features","Stage 2","Year2018","AI Engineering","Manager",15.37,65911.264485,14,710,15.02,506,6.353,15.697446,5,0,8.285714,19,0,61,249,78,5.540403,1064,1782000,54000,66,72018,54000,0.117642,9,59,-1,56,10,14.965321,2034,9,75,27000
"11/29/2017","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Gasoline","Graduate","Hahn LLC","2_Awarded","At Risk","Minivans","First Call","No","Anya Philbrook","https://randomuser.me/api/portraits/men/62.jpg","Retained","Mostly App","Expected to Close","Poland","Asia Pacific","Personal","Samutprakarn","Project M","250K to 500K","Public Transport","Bike","Meet 1:1 with top decision maker","http://dummyimage.com/228x236.bmp/5fa2dd/ffffff","< 3 Years","Networking events","Display Advertising","All","Positive","Service Appointments","Stage 2","Year2017","AI Engineering","Manager",16.15,58216.264059,7,2420,17.61,1166,5.759,16.344692,9,-1,11.428571,11,2,61,530,81,5.790195,1064,930000,31000,69,112017,31000,0.185774,59,59,0,38,7,15.819788,2034,11,73,15500
"11/6/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Gasoline","Less than High School","Reynolds-Collier","3_Filed","On Target","SUV","Second Call","No","Elenore Justice","https://randomuser.me/api/portraits/men/2.jpg","Retained","Mostly App","Closed","Iran","Europe","Growth Prospects","Tychy","Project L","250K to 500K","Logistics","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/168x145.bmp/ff4444/ffffff","3 - 5 Years","Networking events","Email","All","Neutral","Features","Stage 4","Year2018","AI Engineering","Sales Representative",18.23,100694.403426,34,2239,14.04,1127,9.159,18.349384,7,0,6.857143,25,1,60,24,81,6.231824,1064,3456000,72000,67,112018,72000,0.127208,7,60,-1,81,8,18.022058,2034,12,74,36000
"3/26/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxg/M","Sonya Renner",,"Gasoline","Bachelor","Pagac-Ullrich","2_Awarded","On Target","Cars","Second Call","No","Monika Bazoge","https://randomuser.me/api/portraits/men/93.jpg","New","Others","Expected to Close","Russia","North America","Compensation","Hermosillo","Project L","< 250K","RideShare","Bike","Partner with a ride share company","http://dummyimage.com/105x101.jpg/ff4444/ffffff","> 10 Years","Networking events","Social Media","All","Positive","Service Appointments","Stage 3","Year2016","Cybersecurity","Automobile designer",16.46,21276.49417,46,1921,16.4,94,1.813,16.8206,2,0,37.142857,3,1,62,497,80,7.013556,1065,297000,11000,65,32016,11000,0.164838,53,60,0,15,7,16.134431,2031,10,76,5500
"6/11/2019","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxg/M","Sonya Renner",,"Gasoline","Less than High School","Treutel Group","3_Filed","On Target","Cross Over","Third Call or more","Yes","Odell Myrtle","https://randomuser.me/api/portraits/men/25.jpg","Retained","Others","Expected to Close","China","Europe","Personal","Tychy","Project K","> 500K","Public Transport","Private Car","Partner with a ride share company","http://dummyimage.com/128x192.bmp/cc0000/ffffff","3 - 5 Years","Networking events","Organic Search","All","Positive","New Sales Appointments","Stage 1","Year2019","AI Engineering","Diesel mechanic",17.63,156561.904402,1,382,20.51,2401,13.83,18.033671,22,1,3.142857,49,-1,60,608,79,4.149038,1063,5699000,139000,70,62019,139000,0.099499,8,58,-1,63,8,17.533543,2034,11,75,139000
"10/19/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Gasoline","Bachelor","Armstrong Inc","3_Filed","On Target","Cross Over","UnResolved","No","Florella Giovanni","https://randomuser.me/api/portraits/men/87.jpg","Retained","Mostly App","Closed","China","North America","Personal","Hermosillo","Project M","> 500K","RideShare","Private Car","Partner with a ride share company","http://dummyimage.com/160x176.png/5fa2dd/ffffff","3 - 5 Years","Pay per lead","Email","Married","Positive","Features","Stage 4","Year2017","AI Engineering","Sales Representative",20.24,15671.804698,11,4089,20.64,1904,1.832,20.634554,9,-1,9.714286,11,0,58,833,77,6.36451,1066,1472000,32000,68,102017,32000,0.05726,6,60,3,33,7,19.943386,2034,9,75,16000
"3/22/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Gasoline","Bachelor","Gislason, Harris and Friesen","2_Awarded","At Risk","SUV","Third Call or more","No","Fanchette Andrewartha","https://randomuser.me/api/portraits/men/92.jpg","Retained","Others","Forecast","Indonesia","Europe","Compensation","Tychy","Project K","> 500K","Logistics","Private Car","Offer co-marketing program","http://dummyimage.com/117x222.jpg/ff4444/ffffff","3 - 5 Years","Networking events","Organic Search","All","Positive","Features","Stage 1","Year2016","AI Engineering","Manager",17.61,12714.792115,71,1828,17.88,405,1.306,17.903641,17,1,36.857143,3,0,61,714,75,5.703833,1065,539000,11000,66,32016,11000,0.1187,50,60,0,49,8,17.262483,2034,9,76,5500
"10/28/2016","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Gasoline","Bachelor","Stoltenberg Inc","3_Filed","On Target","Cars","Third Call or more","Yes","Zolly Giovanitti","https://randomuser.me/api/portraits/men/55.jpg","New","Mostly App","Closed","Vietnam","Europe","Compensation","Tofas","Project N","> 500K","RideShare","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/196x115.png/dddddd/000000","< 3 Years","Pay per lead","Email","Non-Family","Positive","Service Appointments","Stage 1","Year2016","AI Engineering","Sales Representative",15.08,10782.517826,76,4131,15.37,954,731,15.523029,18,1,34.285714,4,0,60,639,75,7.801634,1065,348000,12000,65,102016,12000,0.060924,20,61,0,89,8,14.793036,2032,10,76,6000
"11/16/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros","Braga","Gasoline","High School Grad","Pfeffer, Spencer and Streich","3_Filed","On Target","Cross Over","Second Call","No","Sonnnie Jeaves","https://randomuser.me/api/portraits/men/22.jpg","Retained","Mostly App","Expected to Close","Portugal","Europe","Compensation","Tychy","Project G","> 500K","Fleet","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/143x145.jpg/cc0000/ffffff","< 3 Years","Blog posts","Paid Search","Non-Family","Positive","Service Appointments","Stage 1","Year2018","AI Engineering","Automobile designer",16.92,123664.566842,67,3169,16.18,2102,9.214,17.357048,24,-1,7.428571,25,2,60,700,75,6.011893,1065,864000,72000,66,112018,72000,0.127967,83,59,0,61,9,16.756934,2033,11,75,36000
"12/12/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Gasoline","Bachelor","Wolff LLC","2_Awarded","At Risk","Cross Over","First Call","Yes","Galvan Orchart","https://randomuser.me/api/portraits/men/65.jpg","Retained","Mostly App","Forecast","China","North America","Compensation","Hermosillo","Project L","< 250K","Mobility 4.0","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/156x218.bmp/ff4444/ffffff","5 - 10 Years","Blog posts","Email","Non-Family","Positive","Service Appointments","Stage 2","Year2018","AI Engineering","Automobile designer",19.83,56386.564504,55,1505,15.3,418,16.567,20.127087,22,1,6.285714,30,-1,58,831,79,4.145976,1062,1634000,86000,70,122018,86000,0.192638,43,60,2,30,9,19.705283,2033,10,75,43000
"3/24/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Gasoline","Graduate","Weber Inc","3_Filed","On Target","Cars","Second Call","No","Rudolfo Leeburn","https://randomuser.me/api/portraits/men/96.jpg","New","Mostly App","Forecast","China","Europe","Personal","Tychy","Project G","> 500K","Fleet","Private Car","Offer co-marketing program","http://dummyimage.com/193x178.png/ff4444/ffffff","5 - 10 Years","Paid campaigns","Paid Search","Non-Family","Positive","Features","Stage 1","Year2016","AI Engineering","Diesel mechanic",17.04,20049.900386,98,1954,20,289,1.325,17.53033,15,-1,36.857143,3,1,58,798,81,4.398662,1064,187000,11000,65,32016,11000,0.120489,99,58,2,32,8,16.700247,2031,12,74,5500
"3/21/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxc/M","Katrina Quitzon",,"Gasoline","Bachelor","Daugherty, Corkery and Kuhic","3_Filed","On Target","SUV","First Call","No","Mattheus Housley","https://randomuser.me/api/portraits/men/29.jpg","New","Others","Forecast","Ukraine","Europe","Compensation","Tychy","Project H","250K to 500K","Logistics","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/227x231.bmp/dddddd/000000","5 - 10 Years","Networking events","Paid Search","Non-Family","Positive","Features","Stage 2","Year2016","Cybersecurity","Sales Executive",19.22,13932.658371,29,675,15.11,2136,1.399,19.676373,9,0,37.428571,3,0,60,148,78,3.710213,1064,352000,11000,65,32016,11000,0.127206,27,60,-1,50,8,18.94646,2032,11,74,5500
"8/5/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Gasoline","Graduate","Hirthe, Kovacek and Harber","3_Filed","On Target","Cross Over","UnResolved","No","Whitman Romushkin","https://randomuser.me/api/portraits/men/53.jpg","Retained","Others","Forecast","Tanzania","South America","Personal","Minas Gerais","Project L","250K to 500K","Public Transport","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/197x214.png/dddddd/000000","3 - 5 Years","Third party directories","Paid Search","All","Positive","New Sales Appointments","Stage 4","Year2017","Cybersecurity","Body & paint specialist",16.82,11723.219272,35,2429,19.38,2700,2.009,16.973835,22,1,14,10,1,60,214,77,5.831702,1064,840000,30000,69,82017,30000,0.066963,79,61,0,27,8,16.737425,2034,10,75,15000
"12/13/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Hybrid","Less than High School","Beier-Heidenreich","3_Filed","At Risk","Cross Over","First Call","Yes","Erich Galle","https://randomuser.me/api/portraits/men/24.jpg","Retained","Mostly App","Closed","Indonesia","Asia Pacific","Personal","Nanjing","Project K","> 1MM","Fleet","Private Car","Offer co-marketing program","http://dummyimage.com/142x170.png/cc0000/ffffff","3 - 5 Years","Paid campaigns","Social Media","Non-Family","Negative","Features","Stage 2","Year2018","AI Engineering","Body & paint specialist",17.76,135444.133972,35,203,17.1,1845,14.942,18.047039,25,1,5.428571,30,-1,59,549,77,4.853678,1066,4214000,86000,66,122018,86000,0.17374,53,60,0,76,6,17.740786,2033,10,75,43000
"1/23/2018","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Gasoline","Less than High School","Hilpert, Runte and Durgan","1_Rejected","On Target","Cars","UnResolved","Yes","Adrianna Fettis","https://randomuser.me/api/portraits/men/12.jpg","Retained","Mostly App","Expected to Close","Peru","Europe","Compensation","Tychy","Project D","250K to 500K","Fleet","Bike","Partner with a ride share company","http://dummyimage.com/103x153.png/cc0000/ffffff","< 3 Years","Paid campaigns","Display Advertising","All","Negative","Service Appointments","Stage 2","Year2018","AI Engineering","Automobile designer",18.27,41031.886574,98,3630,16.92,499,5.741,18.674491,25,1,8.857143,11,1,59,815,77,8.810224,1064,1376000,32000,68,12018,32000,0.179405,100,59,2,97,7,18.233276,2033,9,75,16000
"1/31/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Hybrid","Graduate","Herzog-Littel","3_Filed","On Target","Trucks","UnResolved","No","Leopold Fermoy","https://randomuser.me/api/portraits/men/71.jpg","Retained","Mostly App","Forecast","Yemen","Europe","Personal","Tychy","Project K","> 500K","Fleet","Private Car","Offer co-marketing program","http://dummyimage.com/239x245.jpg/dddddd/000000","3 - 5 Years","Third party directories","Organic Search","All","Positive","Service Appointments","Stage 1","Year2016","AI Engineering","Sales Representative",18.21,11109.24126,98,2075,18.31,2218,1.43,18.630202,12,-1,36.857143,3,1,61,989,78,5.187681,1064,140000,10000,64,12016,10000,0.143048,70,60,-1,71,8,17.981243,2034,11,75,5000
"4/21/2019","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Gasoline","High School Grad","Welch and Sons","1_Rejected","On Target","Cars","UnResolved","No","Jennine Lefwich","https://randomuser.me/api/portraits/men/33.jpg","Converted","Mostly App","Forecast","Saudi Arabia","Europe","Personal","Tychy","Project L","> 500K","Fleet","Bike","Meet 1:1 with top decision maker","http://dummyimage.com/167x128.png/cc0000/ffffff","3 - 5 Years","Third party directories","Social Media","All","Positive","Service Appointments","Stage 4","Year2019","Full Stack Developer","Body & paint specialist",17.14,45917.495113,17,1705,20.76,391,7.303,17.313058,12,1,3.714286,43,0,59,370,77,6.079638,1063,3690000,123000,64,42019,123000,0.059377,94,59,0,84,8,16.919868,2033,11,73,123000
"9/10/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxc/M","Katrina Quitzon","Île-de-France","Hybrid","Some College","Kozey-Hayes","3_Filed","On Target","SUV","UnResolved","No","Ring Duck","https://randomuser.me/api/portraits/men/84.jpg","Converted","Mostly App","Closed","France","Europe","Compensation","Tofas","Project M","< 250K","RideShare","Private Car","Offer co-marketing program","http://dummyimage.com/245x169.jpg/cc0000/ffffff","> 10 Years","Networking events","Social Media","Non-Family","Positive","Features","Stage 4","Year2017","AI Engineering","Sales Executive",18.39,10192.282142,49,1752,18.44,1847,6.153,18.604545,23,0,11.714286,11,2,60,32,77,7.97311,1063,806000,31000,70,92017,31000,0.198487,38,59,0,8,8,17.950957,2033,9,77,15500
"1/7/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Plug in Hybrid","Less than High School","Bernhard and Sons","3_Filed","On Target","SUV","UnResolved","No","Beatrix Jewes","https://randomuser.me/api/portraits/men/80.jpg","Attrition","Mostly App","Forecast","Ukraine","Asia Pacific","Compensation","Nanjing","Project F","> 500K","RideShare","Bus","Partner with a ride share company","http://dummyimage.com/203x106.jpg/dddddd/000000","> 10 Years","Networking events","Display Advertising","All","Positive","Support","Stage 4","Year2018","AI Engineering","Automotive technician",20.5,29927.514093,97,393,16.36,739,3.56,20.598225,1,-1,8.857143,11,1,61,461,79,3.873063,1062,1056000,32000,69,12018,32000,0.111248,95,61,0,2,8,20.179098,2032,9,75,16000
