"Wellness_Priority__c","NOCONVERT","Created_Date__c","Gender__c","isParent__c","Sponsors__c","Name","Lead_Status__c","Sponsor_Level__c","State__c","Age__c","Target_Weight_Difference__c","Target_Weight__c","Weight__c"
"Maintain Health",,"2017-05-29T11:41:23.725+00:00","F","Yes","Stephanie Curran","Luciano Rodriguez","Customer","Active Supervisor","North Carolina",33,71,185,256
"Maintain Health",,"2017-03-11T17:26:49.299+00:00","M","Yes","Sherrie Hernandez","Angus Johns","Lead","Active Supervisor","Nebraska",25,67,188,255
"Maintain Health",,"2016-10-20T02:42:59.734+00:00","F","No","Lisa Jones","Rebeca Beahan","Customer","Active Supervisor","Florida",33,138,177,315
"Maintain Health",,"2016-08-26T04:48:17.956+00:00","M","No","Lauren Boyle","Wilfred Goodwin","Lead","Active Supervisor","Minnesota",20,31,184,215
"Maintain Health",,"2016-12-22T21:16:42.916+00:00","F","No","Sherrie Hernandez","Aisha Ebert","Lead","Active Supervisor","Vermont",50,107,156,263
"Maintain Health",,"2016-08-25T23:58:23.436+00:00","M","Yes","Anne Frost","Nellie Leannon","Lead","Active Supervisor","New York",61,50,189,239
"Maintain Health",,"2016-06-05T05:40:14.276+00:00","F","Yes","Jim Albose","Ms. Martine Nienow","Customer","Active Supervisor","Minnesota",24,150,163,313
"Maintain Health",,"2017-07-05T05:05:11.366+00:00","M","No","Mark Metz","Nakia Williamson","Customer","Active Supervisor","Colorado",26,75,164,239
"Maintain Health",,"2016-12-11T20:03:29.410+00:00","F","Yes","Mary Johnson","Mattie Rippin","Lead","Active Supervisor","Ohio",54,78,197,275
"Maintain Health",,"2016-01-15T15:35:00.559+00:00","M","Yes","Tim Carter","Winston Funk","Customer","Active Supervisor","Iowa",23,164,176,340
"Maintain Health",,"2017-01-21T15:00:43.961+00:00","F","Yes","Sherrie Hernandez","Mrs. Delaney Hettinger","Customer","Active Supervisor","New Hampshire",26,149,183,332
"Maintain Health",,"2017-08-20T08:07:09.678+00:00","M","No","Stephanie Curran","Ryley Hayes","Lead","Active Supervisor","Louisiana",30,163,158,321
"Maintain Health",,"2016-05-14T04:30:09.683+00:00","M","No","Anne Frost","Stephany Johnston","Lead","Active Supervisor","New York",33,99,223,322
"Maintain Health",,"2016-05-02T20:53:48.374+00:00","F","No","James Chan","Daphnee Ratke","Lead","Active Supervisor","Rhode Island",48,92,210,302
"Maintain Health",,"2016-10-09T14:10:15.266+00:00","M","Yes","Stephanie Curran","Chester Goyette III","Customer","Active Supervisor","Mississippi",60,20,196,216
"Maintain Health",,"2016-10-21T21:40:06.813+00:00","M","Yes","John Smith","Benton Dickens","Customer","Active Supervisor","Vermont",35,127,164,291
"Maintain Health",,"2017-04-10T15:39:34.400+00:00","F","Yes","Lisa Jones","Dorothy Shanahan","Customer","Active Supervisor","Georgia",49,127,171,298
"Maintain Health",,"2017-04-25T03:44:05.229+00:00","F","Yes","Lisa Jones","Vincent Steuber","Lead","Active Supervisor","Alabama",26,116,173,289
"Maintain Health",,"2016-05-01T00:18:16.793+00:00","F","No","Dawn Distributor","Georgette Jones MD","Customer","Active Supervisor","Texas",24,42,189,231
"Maintain Health",,"2016-06-20T18:20:05.232+00:00","M","Yes","Sherrie Hernandez","Marisol Grant","Lead","Active Supervisor","Oklahoma",51,150,191,341
"Maintain Health",,"2016-08-05T01:07:24.891+00:00","F","Yes","Anne Frost","Furman Abbott","Lead","Active Supervisor","Georgia",20,112,205,317
"Maintain Health",,"2016-05-12T01:15:20.992+00:00","M","Yes","Jamie Wu","Ms. Geraldine Hoeger","Lead","Active Supervisor","Arizona",60,144,193,337
"Maintain Health",,"2015-10-17T13:32:59.628+00:00","F","No","Stephanie Curran","Jena Batz","Lead","Active Supervisor","New Jersey",57,91,212,303
"Maintain Health",,"2015-10-08T09:04:48.282+00:00","F","No","Jim Albose","Halle Torphy","Customer","Active Supervisor","Arkansas",46,-1,211,210
"Maintain Health",,"2016-02-18T03:51:10.260+00:00","M","No","Lisa Jones","Martin Hettinger","Customer","Active Supervisor","Louisiana",40,135,194,329
"Maintain Health",,"2015-10-03T01:01:33.717+00:00","F","Yes","Mary Johnson","Nelda Hettinger","Lead","Active Supervisor","West Virginia",50,141,179,320
"Maintain Health",,"2017-04-29T11:44:31.074+00:00","M","No","Sherrie Hernandez","Keyon Feest MD","Lead","Active Supervisor","Wyoming",57,108,214,322
"Maintain Health",,"2015-12-16T14:31:23.074+00:00","F","Yes","John Smith","Sid Cassin","Lead","Active Supervisor","Connecticut",49,155,181,336
"Maintain Health",,"2016-09-18T23:00:39.164+00:00","M","No","Lauren Boyle","Elta Wisozk","Customer","Active Supervisor","California",52,175,172,347
"Maintain Health",,"2017-06-13T03:07:20.076+00:00","M","No","Lisa Jones","Casey Corwin","Customer","Active Supervisor","Massachusetts",54,92,180,272
"Maintain Health",,"2017-04-14T03:35:57.520+00:00","F","No","Stephanie Curran","Maynard Price","Lead","Active Supervisor","Montana",50,125,185,310
"Maintain Health",,"2015-12-18T05:27:55.295+00:00","M","Yes","Stephanie Curran","Cyrus Doyle","Customer","Active Supervisor","Hawaii",50,71,214,285
"Maintain Health",,"2017-06-17T16:16:37.381+00:00","F","Yes","Sherrie Hernandez","Modesto Swaniawski","Lead","Active Supervisor","West Virginia",23,56,164,220
"Maintain Health",,"2015-10-05T03:30:34.000+00:00","F","Yes","Dawn Distributor","Xander Streich","Lead","Active Supervisor","Kentucky",48,127,159,286
"Maintain Health",,"2015-12-10T07:23:35.025+00:00","M","No","John Smith","Bailey Grant","Customer","Active Supervisor","Ohio",61,75,190,265
"Maintain Health",,"2015-12-22T07:05:23.035+00:00","M","No","Lauren Boyle","Mrs. Graham Feest","Customer","Active Supervisor","Minnesota",55,164,169,333
"Maintain Health",,"2016-10-15T07:05:20.155+00:00","F","Yes","Lisa Jones","Helene Conn","Customer","Active Supervisor","Ohio",56,-4,199,195
"Maintain Health",,"2017-03-24T20:42:21.612+00:00","M","Yes","Jamie Wu","Kayla Hills","Customer","Active Supervisor","New Hampshire",49,32,173,205
"Maintain Health",,"2017-09-04T12:57:11.077+00:00","F","Yes","James Chan","Maureen Nikolaus Jr.","Lead","Active Supervisor","Maine",39,101,209,310
"Maintain Health",,"2016-07-30T04:35:00.594+00:00","F","Yes","Jamie Wu","Ms. Kian Carroll","Lead","Active Supervisor","Virginia",53,64,201,265
"Maintain Health",,"2015-12-21T06:13:03.899+00:00","M","No","Lisa Jones","Dr. Susan Homenick","Lead","Active Supervisor","Tennessee",59,169,160,329
"Maintain Health",,"2017-09-01T12:32:28.391+00:00","M","No","Lisa Jones","Abbey Moore","Lead","Active Supervisor","Kentucky",40,66,215,281
"Maintain Health",,"2016-05-01T08:59:43.229+00:00","F","No","Mary Johnson","Gussie Kerluke","Lead","Active Supervisor","Utah",22,43,158,201
"Maintain Health",,"2015-10-19T09:18:51.386+00:00","F","Yes","Tim Carter","Theresa Murray","Lead","Active Supervisor","Louisiana",51,151,151,302
"Maintain Health",,"2017-01-25T05:24:16.021+00:00","M","Yes","Stephanie Curran","Jonathon Schmidt","Lead","Active Supervisor","Delaware",28,32,202,234
"Maintain Health",,"2016-11-23T07:39:15.781+00:00","F","Yes","Lauren Boyle","Ms. Earlene Lebsack","Customer","Active Supervisor","Michigan",57,-12,220,208
"Maintain Health",,"2015-10-16T11:08:43.219+00:00","F","No","Lisa Jones","Ronny Crooks","Customer","Active Supervisor","Maine",49,113,223,336
"Maintain Health",,"2015-09-17T22:56:06.867+00:00","M","Yes","Jim Albose","Monserrate Cummerata","Lead","Active Supervisor","Maryland",51,28,167,195
"Maintain Health",,"2016-08-25T03:44:52.819+00:00","F","Yes","Stephanie Curran","Dangelo Ratke","Lead","Active Supervisor","New Hampshire",46,71,191,262
"Maintain Health",,"2015-11-21T17:11:19.507+00:00","F","Yes","Anne Frost","Mrs. Marjorie O'Reilly","Lead","Active Supervisor","Louisiana",44,168,174,342
"Maintain Health",,"2016-10-11T08:14:57.171+00:00","M","Yes","Anne Frost","Mrs. Gudrun Toy","Customer","Active Supervisor","Utah",28,63,169,232
"Maintain Health",,"2016-07-24T19:22:01.160+00:00","M","No","Jim Albose","Elyse Rau Jr.","Lead","Active Supervisor","New Jersey",50,42,169,211
"Maintain Health",,"2016-02-14T12:12:14.670+00:00","F","No","Lisa Jones","Fern Berge","Customer","Active Supervisor","Colorado",57,113,165,278
"Maintain Health",,"2016-11-01T23:24:25.878+00:00","F","Yes","Dawn Distributor","Bertram Herman","Customer","Active Supervisor","South Carolina",25,78,187,265
"Maintain Health",,"2016-07-07T08:58:17.606+00:00","M","No","James Chan","Mr. Marco Medhurst","Customer","Active Supervisor","New Jersey",49,71,204,275
"Maintain Health",,"2017-05-22T03:35:10.027+00:00","F","Yes","Lauren Boyle","Dylan Strosin","Customer","Active Supervisor","Connecticut",34,105,183,288
"Maintain Health",,"2015-09-19T01:42:13.403+00:00","F","No","Mary Johnson","Suzanne Hand III","Customer","Active Supervisor","Connecticut",49,71,188,259
"Maintain Health",,"2017-02-20T23:31:38.736+00:00","F","Yes","Sherrie Hernandez","Matilda Cruickshank","Lead","Active Supervisor","Iowa",57,93,209,302
"Maintain Health",,"2017-09-10T12:45:47.092+00:00","F","Yes","Mary Johnson","Cayla Blick","Customer","Active Supervisor","Iowa",57,5,194,199
"Maintain Health",,"2016-03-17T21:35:40.689+00:00","F","Yes","Mark Metz","Enola Bradtke III","Lead","Active Supervisor","Missouri",59,0,191,191
"Maintain Health",,"2015-09-24T21:24:38.450+00:00","M","No","Jim Albose","Jessy Blanda","Lead","Active Supervisor","North Carolina",26,145,150,295
"Maintain Health",,"2017-03-21T11:15:18.142+00:00","F","No","Lisa Jones","Alexandro Emard","Lead","Active Supervisor","Texas",22,118,224,342
"Maintain Health",,"2016-12-20T06:27:04.230+00:00","F","No","Stephanie Curran","Leland Hartmann","Customer","Active Supervisor","Maryland",22,190,153,343
"Maintain Health",,"2016-06-05T10:54:36.061+00:00","F","Yes","Stephanie Curran","Thea Bayer","Customer","Active Supervisor","Illinois",40,96,182,278
"Maintain Health",,"2016-09-01T09:06:26.674+00:00","F","Yes","Stephanie Curran","Franco Hermann","Lead","Active Supervisor","Hawaii",50,-6,210,204
"Maintain Health",,"2015-10-23T18:29:22.663+00:00","M","Yes","John Smith","Mona Nicolas","Lead","Active Supervisor","Vermont",37,11,178,189
"Maintain Health",,"2016-03-14T19:15:29.325+00:00","F","Yes","Stephanie Curran","Sydney Goyette V","Customer","Active Supervisor","Utah",34,131,190,321
"Maintain Health",,"2016-08-27T01:35:39.714+00:00","M","Yes","Lisa Jones","Tamara Tremblay Sr.","Lead","Active Supervisor","Oregon",52,141,197,338
"Maintain Health",,"2016-03-01T16:27:09.246+00:00","M","Yes","James Chan","Ariane Bailey","Lead","Active Supervisor","New York",38,30,221,251
"Maintain Health",,"2017-06-24T06:55:23.696+00:00","M","Yes","Lisa Jones","Delphia Ernser DVM","Customer","Active Supervisor","Iowa",53,149,167,316
"Maintain Health",,"2016-03-06T18:43:17.714+00:00","M","No","Anne Frost","Guadalupe Connelly","Lead","Active Supervisor","Missouri",24,51,188,239
"Maintain Health",,"2016-05-26T10:21:45.646+00:00","F","No","Anne Frost","Clement Rogahn DVM","Customer","Active Supervisor","Rhode Island",61,122,152,274
"Maintain Health",,"2016-10-15T15:22:37.400+00:00","M","No","Stephanie Curran","Mr. Antonio Muller","Customer","Active Supervisor","Mississippi",32,133,184,317
"Maintain Health",,"2017-05-25T10:15:15.019+00:00","M","No","Tim Carter","Bartholome Kshlerin Sr.","Customer","Active Supervisor","Illinois",51,46,157,203
"Maintain Health",,"2016-01-07T11:01:14.836+00:00","M","No","James Chan","Miss Kariane Abbott","Customer","Active Supervisor","Massachusetts",39,127,202,329
"Maintain Health",,"2016-02-06T18:14:32.270+00:00","F","No","Lisa Jones","Ezekiel Kerluke V","Customer","Active Supervisor","Rhode Island",43,104,178,282
"Maintain Health",,"2017-01-01T09:22:25.901+00:00","F","No","Stephanie Curran","Amelie Jones","Lead","Active Supervisor","Florida",53,6,222,228
"Maintain Health",,"2017-04-28T19:56:51.471+00:00","F","Yes","Dawn Distributor","Sheridan Yundt","Customer","Active Supervisor","North Dakota",32,137,196,333
"Maintain Health",,"2017-01-23T05:06:45.161+00:00","F","No","Sherrie Hernandez","Amber Murphy","Customer","Active Supervisor","Nebraska",43,87,197,284
"Maintain Health",,"2017-01-15T01:56:32.398+00:00","F","Yes","Jim Albose","Claudia Kshlerin","Customer","Active Supervisor","Oklahoma",59,133,186,319
"Maintain Health",,"2017-06-27T05:59:16.977+00:00","F","No","Sherrie Hernandez","Rosa Von","Customer","Active Supervisor","Idaho",46,118,176,294
"Maintain Health",,"2017-02-22T21:46:31.923+00:00","M","No","Lauren Boyle","Dr. Eunice Moore","Customer","Active Supervisor","Virginia",59,5,207,212
"Maintain Health",,"2015-12-28T16:15:45.702+00:00","M","Yes","Stephanie Curran","Edmund Konopelski","Customer","Active Supervisor","New Hampshire",39,34,218,252
"Maintain Health",,"2016-05-26T01:24:39.009+00:00","F","No","Lisa Jones","Kylee Eichmann I","Customer","Active Supervisor","Pennsylvania",59,123,161,284
"Maintain Health",,"2016-10-29T15:51:32.370+00:00","F","Yes","Dawn Distributor","Ms. Anissa O'Reilly","Lead","Active Supervisor","Tennessee",30,40,176,216
"Maintain Health",,"2015-12-15T05:36:13.822+00:00","F","Yes","Mark Metz","Jovan Veum","Customer","Active Supervisor","Wyoming",49,25,218,243
"Maintain Health",,"2016-07-28T22:11:40.192+00:00","M","Yes","John Smith","Garett Daugherty","Customer","Active Supervisor","Minnesota",27,63,199,262
"Maintain Health",,"2016-02-26T12:35:01.867+00:00","M","No","Stephanie Curran","Miss Heloise Reynolds","Customer","Active Supervisor","Missouri",51,127,160,287
"Maintain Health",,"2016-01-22T13:39:17.620+00:00","M","No","Tim Carter","Jade Stroman","Customer","Active Supervisor","Illinois",37,26,213,239
"Maintain Health",,"2017-07-10T09:30:02.020+00:00","M","Yes","Mark Metz","Eduardo Schneider","Customer","Active Supervisor","New Hampshire",33,7,222,229
"Maintain Health",,"2016-12-27T17:02:40.046+00:00","F","No","Lisa Jones","Alva Moore","Customer","Active Supervisor","Florida",39,12,207,219
"Maintain Health",,"2016-11-04T15:16:20.374+00:00","M","Yes","Sherrie Hernandez","Lavada Huels","Customer","Active Supervisor","Minnesota",45,167,171,338
"Maintain Health",,"2017-02-25T15:21:04.213+00:00","F","No","Jim Albose","Laurel Pfeffer II","Lead","Active Supervisor","Maine",61,34,200,234
"Maintain Health",,"2016-04-22T02:07:58.338+00:00","F","No","Jim Albose","Henderson Ortiz","Customer","Active Supervisor","Maine",48,28,189,217
"Maintain Health",,"2016-08-07T04:11:02.005+00:00","F","No","James Chan","Miss Johnathan Hartmann","Lead","Active Supervisor","Wyoming",45,31,219,250
"Maintain Health",,"2016-12-03T13:10:18.580+00:00","M","Yes","Mary Johnson","Lindsey Reilly Sr.","Lead","Active Supervisor","Massachusetts",60,162,182,344
"Maintain Health",,"2015-10-06T01:08:35.969+00:00","F","Yes","Jamie Wu","Verner Lesch Jr.","Lead","Active Supervisor","California",24,32,155,187
"Maintain Health",,"2016-01-21T06:58:41.781+00:00","F","Yes","James Chan","Natasha Rath","Customer","Active Supervisor","Connecticut",42,70,216,286
"Maintain Health",,"2016-03-17T12:25:53.101+00:00","F","No","Stephanie Curran","Tillman Turcotte","Lead","Active Supervisor","Tennessee",32,153,164,317
"Maintain Health",,"2016-04-15T23:00:57.955+00:00","F","Yes","Jamie Wu","Perry Herman PhD","Customer","Active Supervisor","New York",18,42,201,243
"Maintain Health",,"2016-06-14T15:40:23.387+00:00","F","Yes","Dawn Distributor","Bethel Beer","Customer","Active Supervisor","Mississippi",30,117,158,275
"Maintain Health",,"2015-12-19T22:50:19.588+00:00","F","No","Dawn Distributor","Kasandra Walsh","Customer","Active Supervisor","Maine",35,166,173,339
"Maintain Health",,"2017-09-11T15:06:22.488+00:00","M","No","Mary Johnson","Jada Fay","Lead","Active Supervisor","Tennessee",36,5,200,205
"Maintain Health",,"2017-02-12T09:18:02.285+00:00","F","No","Jim Albose","Zola Oberbrunner Sr.","Customer","Active Supervisor","Virginia",33,-8,198,190
"Maintain Health",,"2016-03-16T18:55:01.378+00:00","F","No","Sherrie Hernandez","Jakob Hyatt","Lead","Active Supervisor","Texas",21,153,160,313
"Maintain Health",,"2016-07-12T09:16:30.323+00:00","M","Yes","Lisa Jones","Citlalli Berge Jr.","Customer","Active Supervisor","Arkansas",57,66,193,259
"Maintain Health",,"2015-12-01T00:57:18.807+00:00","F","Yes","James Chan","Major Orn","Lead","Active Supervisor","New Hampshire",20,51,205,256
"Maintain Health",,"2017-09-11T11:24:48.792+00:00","M","Yes","Sherrie Hernandez","Branson Leannon","Customer","Active Supervisor","Alaska",27,109,182,291
"Maintain Health",,"2016-04-07T11:08:41.652+00:00","F","Yes","Mark Metz","Nasir Shields","Customer","Active Supervisor","Arizona",49,10,185,195
"Maintain Health",,"2015-10-18T10:44:21.290+00:00","M","No","Mark Metz","Lexi Cremin V","Customer","Active Supervisor","Ohio",56,155,175,330
"Maintain Health",,"2017-05-31T10:21:09.088+00:00","M","No","Dawn Distributor","Amparo Deckow","Lead","Active Supervisor","New York",36,142,169,311
"Maintain Health",,"2016-11-30T14:01:13.584+00:00","M","Yes","Stephanie Curran","Randal Bins","Customer","Active Supervisor","Kansas",62,43,187,230
"Maintain Health",,"2015-09-15T09:36:12.936+00:00","M","Yes","Sherrie Hernandez","Burdette Douglas","Lead","Active Supervisor","Illinois",40,6,183,189
"Maintain Health",,"2017-09-01T09:14:59.936+00:00","M","Yes","John Smith","Barbara Morissette","Customer","Active Supervisor","Nevada",59,87,152,239
"Maintain Health",,"2017-02-26T15:17:41.664+00:00","M","No","Jamie Wu","Thora Reichert","Lead","Active Supervisor","Illinois",62,61,165,226
"Maintain Health",,"2016-07-17T06:19:58.296+00:00","F","Yes","Tim Carter","Manuela Crooks III","Customer","Active Supervisor","Iowa",39,158,175,333
"Maintain Health",,"2016-07-05T16:53:06.578+00:00","F","Yes","Tim Carter","Elvis Heaney IV","Lead","Active Supervisor","Mississippi",44,51,152,203
"Maintain Health",,"2016-01-22T06:58:39.641+00:00","F","No","Sherrie Hernandez","Miss Jayne Gleichner","Customer","Active Supervisor","Hawaii",57,66,179,245
"Maintain Health",,"2016-12-06T14:21:40.292+00:00","F","No","Stephanie Curran","Mrs. Gussie Wuckert","Customer","Active Supervisor","Montana",53,49,197,246
"Maintain Health",,"2017-09-09T14:31:10.010+00:00","F","Yes","Dawn Distributor","Florian Reynolds IV","Customer","Active Supervisor","Florida",61,156,184,340
"Maintain Health",,"2016-04-22T01:38:23.026+00:00","M","No","Lauren Boyle","Dr. Keely Stiedemann","Lead","Active Supervisor","North Dakota",23,75,219,294
"Maintain Health",,"2017-03-22T02:15:25.229+00:00","M","Yes","Sherrie Hernandez","Percival Labadie Sr.","Customer","Active Supervisor","Maryland",19,158,183,341
"Maintain Health",,"2015-10-26T23:24:14.754+00:00","M","Yes","Stephanie Curran","Carolyn Schmidt","Lead","Active Supervisor","South Dakota",32,169,166,335
"Maintain Health",,"2016-02-17T20:24:22.857+00:00","M","No","Lauren Boyle","Felicia Zulauf","Lead","Active Supervisor","Missouri",55,17,206,223
"Maintain Health",,"2017-02-04T23:49:14.310+00:00","M","Yes","Mark Metz","German Kunde DVM","Customer","Active Supervisor","Oklahoma",47,-1,189,188
