"EconomicActivity","Dependants","LOYALTY","Housing","POLICY_ID","NAME","Industry","LeadSource","Education","Relationship","LOCATION_ID","AGE","SocialGrade"
"Other","One","Silver","Semi-Detached	","PN05-031926","Elise S MCDONALD","Professional, Scientific and Technical","Refferal","Higher Education","Married","LOC_ID_1163","","AB"
"Self Employed","One","Bronze","Semi-Detached	","PN05-036809","Gregg S e S MCDONALD","Water Supply","Event","Aprenticeship","Single","LOC_ID_1163","","C2"
"Full-Time","Two","Platinum","Apartment","PN05-038876","Hettie S MCDONALD","Retail","Online","High School","Widowed","LOC_ID_1163","","C2"
"Full-Time","One","Platinum","Apartment","PN05-042488","Jacqueline S MCDONALD","Accommodation and Food","Event","Higher Education","Married","LOC_ID_1163","","C2"
"Unemployed","Two","Gold","Semi-Detached	","PN05-043035","James S MCDONALD","Accommodation and Food","Event","High School","Single","LOC_ID_1163","","C2"
"Full-Time","Two","Gold","Detached","PN05-053090","Magda S MCDONALD","Professional, Scientific and Technical","Online","Higher Education","Single","LOC_ID_1163","","AB"
"Self Employed","Four","Bronze","Semi-Detached	","PN05-091209","Cristy S MCFARLAND","Transportation","Event","Degree","Married","LOC_ID_1163","","DE"
"Full-Time","One","Platinum","Detached","PN05-103690","Latoria S L S MCFARLAND","Retail","Event","High School","Single","LOC_ID_1163","","DE"
"Unemployed","Four","Gold","Terraces","PN05-115881","Rana S R S MCFARLAND","Accommodation and Food","Refferal","Other","Single","LOC_ID_1163","","C2"
"Full-Time","Two","Bronze","Terraces","PN05-117732","Roni S n S MCFARLAND","Manufacturing","Retail","Aprenticeship","Divorced","LOC_ID_1163","","AB"
"Part-Time","One","Silver","Semi-Detached	","PN04-081077","Bonnie S n S MCGUIRE","Construction","Online","Degree","Divorced","LOC_ID_1164","","C1"
"Full-Time","One","Platinum","Terraces","PN04-091474","Brynn S B S MCGUIRE","Retail","Online","High School","Single","LOC_ID_1164","","C2"
"Full-Time","One","Silver","Semi-Detached	","PN04-117460","Emelia S E S MCGUIRE","Professional, Scientific and Technical","Online","Degree","Divorced","LOC_ID_1164","","AB"
"Full-Time","One","Gold","Terraces","PN05-076295","Lovella S v S MCGUIRE","Professional, Scientific and Technical","Online","Degree","Married","LOC_ID_1164","","AB"
"Full-Time","One","Gold","Terraces","PN05-091909","Mariella S MCGUIRE","Retail","Retail","Higher Education","Divorced","LOC_ID_1164","","DE"
"Self Employed","Two","Platinum","Apartment","PN05-116266","Rocco S MCGUIRE","Health","Retail","Degree","Single","LOC_ID_1164","","C2"
"Retired","One","Silver","Semi-Detached	","PN05-117764","Roy S R S MCGUIRE","Retail","Refferal","High School","Single","LOC_ID_1164","","C2"
"Full-Time","One","Silver","Semi-Detached	","PN04-093939","Valeri S V S MCGUIRE","Professional, Scientific and Technical","Online","Degree","Single","LOC_ID_1165","","AB"
"Unemployed","Three","Bronze","Terraces","PN05-033504","Ashley S h S MCINTOSH","Health","Event","Degree","Single","LOC_ID_1165","","C2"
"Full-Time Student","Zero","Bronze","Detached","PN05-055413","Bunny S B S MCINTOSH","Water Supply","Online","Aprenticeship","Divorced","LOC_ID_1165","","DE"
"Part-Time","One","Silver","Semi-Detached	","PN04-038582","Erin S E S MCINTOSH","Public Administration and Defence","Online","Degree","Divorced","LOC_ID_1166","","DE"
"Part-Time","One","Bronze","Apartment","PN04-060025","Merlin S MCINTOSH","Education","Refferal","Degree","Married","LOC_ID_1166","","C2"
"Unemployed","Three","Platinum","Terraces","PN04-060552","Milagro S MCINTOSH","Public Administration and Defence","Online","High School","Single","LOC_ID_1166","","AB"
"Part-Time","One","Silver","Detached","PN04-065232","Olivia S i S MCINTOSH","Retail","Refferal","Higher Education","Single","LOC_ID_1166","","C2"
"Full-Time","One","Platinum","Apartment","PN04-070765","Rasheeda S R S MCINTOSH","Transportation","Online","Degree","Widowed","LOC_ID_1166","","DE"
"Self Employed","One","Silver","Apartment","PN04-076578","Shelly S MCINTOSH","Energy Supply","Online","Higher Education","Married","LOC_ID_1166","","AB"
"Full-Time","Two","Gold","Apartment","PN04-077269","Shon S MCINTOSH","Health","Online","Aprenticeship","Single","LOC_ID_1166","","C1"
"Retired","One","Platinum","Semi-Detached	","PN04-082394","Wilbur S MCINTOSH","Public Administration and Defence","Refferal","High School","Married","LOC_ID_1166","","C1"
"Full-Time","One","Gold","Apartment","PN04-087182","Benito S B S MCINTYRE","Health","Retail","Higher Education","Widowed","LOC_ID_1166","","C1"
"Full-Time","One","Silver","Terraces","PN04-095720","Dollie S MCINTYRE","Public Administration and Defence","Refferal","Other","Single","LOC_ID_1166","","DE"
"Full-Time","Two","Gold","Detached","PN04-097858","Faye S F S MCINTYRE","Health","Event","Higher Education","Married","LOC_ID_1166","","C2"
"Self Employed","One","Silver","Apartment","PN04-107061","Margaret S M S MCINTYRE","Retail","Online","High School","Married","LOC_ID_1166","","C2"
"Full-Time","Two","Platinum","Detached","PN04-117582","Rana S MCINTYRE","Health","Online","Degree","Divorced","LOC_ID_1166","","C1"
"Full-Time","One","Platinum","Semi-Detached	","PN05-016549","Bruno S MCKAY","Accommodation and Food","Refferal","High School","Separated","LOC_ID_1166","","DE"
"Full-Time","One","Platinum","Semi-Detached	","PN05-019248","Cheryll S C S MCKAY","Public Administration and Defence","Online","Degree","Single","LOC_ID_1166","","AB"
"Full-Time Student","One","Silver","Semi-Detached	","PN05-033886","Graciela S G S MCKAY","Health","Online","Degree","Married","LOC_ID_1166","","C2"
"Full-Time","Three","Silver","Apartment","PN05-036317","Jae S MCKAY","Construction","Event","High School","Single","LOC_ID_1166","","AB"
"Part-Time","Two","Platinum","Apartment","PN05-051177","Melonie S MCKAY","Health","Event","Degree","Separated","LOC_ID_1166","","AB"
"Unemployed","One","Bronze","Apartment","PN05-058737","Raye S MCKAY","Accommodation and Food","Online","High School","Single","LOC_ID_1166","","DE"
"Full-Time","One","Bronze","Apartment","PN05-080982","Bettina S B S MCKEE","Water Supply","Retail","Higher Education","Single","LOC_ID_1166","","C2"
"Full-Time Student","Two","Silver","Semi-Detached	","PN05-094780","Gertude S MCKEE","Health","Online","Degree","Widowed","LOC_ID_1166","","C1"
"Part-Time","One","Platinum","Detached","PN05-097086","Ian S I S MCKEE","Retail","Online","Higher Education","Divorced","LOC_ID_1166","","DE"
"Full-Time","One","Bronze","Semi-Detached	","PN05-102429","Le S MCKEE","Health","Refferal","Degree","Divorced","LOC_ID_1166","","C2"
"Retired","Two","Silver","Semi-Detached	","PN05-103126","Lindsay S MCKEE","Retail","Retail","Higher Education","Separated","LOC_ID_1166","","DE"
"Part-Time","One","Bronze","Apartment","PN05-107401","Neville S MCKEE","Health","Event","Higher Education","Single","LOC_ID_1166","","C2"
"Self Employed","One","Platinum","Semi-Detached	","PN05-108826","Philip S P S MCKEE","Manufacturing","Refferal","Higher Education","Married","LOC_ID_1166","","C2"
"Other","One","Gold","Detached","PN05-112297","Rosario S R S MCKEE","Health","Event","Degree","Married","LOC_ID_1166","","C1"
"Full-Time","One","Platinum","Apartment","PN05-122885","Velda S MCKEE","Education","Retail","Higher Education","Single","LOC_ID_1166","","C2"
"Full-Time","One","Bronze","Apartment","PN05-122713","Hershel S MCKENZIE","Professional, Scientific and Technical","Refferal","High School","Single","LOC_ID_1167","","AB"
"Self Employed","One","Silver","Detached","PN04-040216","Jack S MCKENZIE","Professional, Scientific and Technical","Online","Aprenticeship","Separated","LOC_ID_1168","","AB"
"Full-Time Student","One","Bronze","Apartment","PN04-064349","Leatrice S MCKENZIE","Transportation","Event","Higher Education","Divorced","LOC_ID_1168","","C1"
"Unemployed","One","Silver","Detached","PN04-065895","Lilian S MCKENZIE","Retail","Refferal","High School","Single","LOC_ID_1168","","DE"
"Full-Time Student","One","Silver","Apartment","PN04-087855","Melany S MCKENZIE","Professional, Scientific and Technical","Refferal","Degree","Single","LOC_ID_1168","","AB"
"Part-Time","One","Bronze","Semi-Detached	","PN05-039598","Versie S V S MCKENZIE","Accommodation and Food","Event","Other","Married","LOC_ID_1168","","DE"
"Full-Time","One","Gold","Detached","PN05-044322","Aide S MCKINNEY","Professional, Scientific and Technical","Event","Degree","Single","LOC_ID_1168","","AB"
"Other","Two","Platinum","Semi-Detached	","PN05-086624","Danial S MCKINNEY","Transportation","Retail","Other","Single","LOC_ID_1168","","C2"
"Full-Time","Two","Platinum","Semi-Detached	","PN05-098295","Diamond S D S MCKINNEY","Construction","Retail","Degree","Single","LOC_ID_1168","","C1"
"Other","Two","Platinum","Detached","PN04-060981","Mohammed S MCKINNEY","Retail","Online","Other","Single","LOC_ID_1169","","C2"
"Other","One","Platinum","Apartment","PN04-082139","Quentin S MCKINNEY","Health","Retail","High School","Single","LOC_ID_1169","","DE"
"Self Employed","One","Bronze","Apartment","PN04-094489","Sade S d S MCKINNEY","Accommodation and Food","Event","Higher Education","Single","LOC_ID_1169","","C2"
"Self Employed","Four","Silver","Semi-Detached	","PN05-015376","Zana S MCKINNEY","Retail","Refferal","High School","Married","LOC_ID_1169","","DE"
"Retired","One","Bronze","Terraces","PN05-024346","Arlie S A S MCLAUGHLIN","Professional, Scientific and Technical","Online","Higher Education","Single","LOC_ID_1169","","AB"
"Full-Time","One","Gold","Terraces","PN05-041637","Clayton S MCLAUGHLIN","Retail","Retail","Higher Education","Single","LOC_ID_1169","","C2"
"Other","One","Bronze","Terraces","PN05-043417","Cora S C S MCLAUGHLIN","Accommodation and Food","Event","High School","Divorced","LOC_ID_1169","","DE"
"Full-Time Student","One","Gold","Apartment","PN05-052370","Donna S D S MCLAUGHLIN","Health","Online","Degree","Married","LOC_ID_1169","","C1"
"Retired","One","Platinum","Terraces","PN05-056212","Elane S E S MCLAUGHLIN","Retail","Refferal","High School","Single","LOC_ID_1169","","DE"
"Unemployed","One","Gold","Apartment","PN05-119406","Margarito S r S MCLAUGHLIN","Professional, Scientific and Technical","Online","Degree","Single","LOC_ID_1169","","AB"
"Full-Time","One","Silver","Apartment","PN05-074192","Randa S MCLAUGHLIN","Retail","Refferal","Higher Education","Single","LOC_ID_117","","DE"
"Part-Time","One","Platinum","Terraces","PN04-037349","Sheilah S MCLAUGHLIN","Manufacturing","Online","Aprenticeship","Married","LOC_ID_1170","","DE"
"Full-Time","One","Gold","Terraces","PN04-048370","So S S S MCLAUGHLIN","Public Administration and Defence","Online","Degree","Single","LOC_ID_1170","","C1"
"Full-Time","One","Silver","Terraces","PN04-075502","Tracey S T S MCLAUGHLIN","Health","Online","Degree","Married","LOC_ID_1170","","C1"
"Full-Time","Two","Bronze","Apartment","PN04-085484","Yuki S Y S MCLAUGHLIN","Retail","Refferal","High School","Married","LOC_ID_1170","","C2"
"Unemployed","One","Bronze","Detached","PN04-086074","Zandra S MCLAUGHLIN","Education","Online","Degree","Single","LOC_ID_1170","","C1"
"Full-Time","One","Platinum","Detached","PN04-093541","Alfredo S f S MCLEAN","Manufacturing","Online","Aprenticeship","Single","LOC_ID_1170","","C2"
"Full-Time","One","Gold","Apartment","PN04-097712","Arletha S t S MCLEAN","Public Administration and Defence","Online","Aprenticeship","Single","LOC_ID_1170","","C1"
"Full-Time","One","Bronze","Detached","PN04-102472","Barrie S MCLEAN","Health","Online","Higher Education","Married","LOC_ID_1170","","C1"
"Full-Time","Three","Silver","Detached","PN05-002193","Cecile S C S MCLEAN","Accommodation and Food","Retail","High School","Married","LOC_ID_1170","","DE"
"Full-Time","One","Gold","Apartment","PN05-005357","Coretta S C S MCLEAN","Transportation","Online","Other","Single","LOC_ID_1170","","DE"
"Self Employed","One","Platinum","Apartment","PN05-075502","Keeley S K S MCLEAN","Retail","Refferal","High School","Divorced","LOC_ID_1170","","DE"
"Unemployed","One","Gold","Semi-Detached	","PN05-067284","Ariel S A S MCMAHON","Accommodation and Food","Online","Higher Education","Single","LOC_ID_1171","","C2"
"Other","Three","Silver","Semi-Detached	","PN05-110297","Candra S MCMAHON","Health","Event","Higher Education","Married","LOC_ID_1171","","C1"
"Part-Time","Two","Platinum","Terraces","PN05-095115","Geralyn S r S MCMAHON","Transportation","Online","Degree","Divorced","LOC_ID_1172","","DE"
"Unemployed","One","Bronze","Apartment","PN04-097987","Isobel S I S MCMAHON","Manufacturing","Online","Aprenticeship","Single","LOC_ID_1173","","C1"
"Full-Time","Two","Bronze","Semi-Detached	","PN04-118663","Lynn S L S MCMAHON","Retail","Online","High School","Separated","LOC_ID_1174","","C2"
"Full-Time Student","One","Gold","Semi-Detached	","PN04-041013","Rob S R S MCMAHON","Health","Online","Aprenticeship","Divorced","LOC_ID_1175","","C2"
"Full-Time","One","Platinum","Terraces","PN04-042780","Rosetta S R S MCMAHON","Manufacturing","Online","High School","Married","LOC_ID_1175","","DE"
"Full-Time","One","Platinum","Apartment","PN04-066054","Suzann S MCMAHON","Mining/Quarrying	","Refferal","Aprenticeship","Married","LOC_ID_1175","","C2"
"Full-Time","Three","Platinum","Apartment","PN04-089323","Adena S MCMILLAN","Health","Refferal","Degree","Married","LOC_ID_1175","","C1"
"Full-Time Student","One","Platinum","Apartment","PN05-010212","Codi S MCMILLAN","Accommodation and Food","Online","High School","Single","LOC_ID_1175","","DE"
"Part-Time","One","Platinum","Apartment","PN05-041401","Evelin S MCMILLAN","Transportation","Online","Other","Widowed","LOC_ID_1175","","C2"
"Other","One","Bronze","Terraces","PN05-071371","Jordan S MCMILLAN","Transportation","Event","Degree","Single","LOC_ID_1175","","C2"
"Part-Time","One","Platinum","Apartment","PN05-072605","Josette S J S MCMILLAN","Education","Refferal","Aprenticeship","Single","LOC_ID_1175","","AB"
"Retired","Three","Bronze","Semi-Detached	","PN05-089555","Lane S MCMILLAN","Professional, Scientific and Technical","Event","Degree","Married","LOC_ID_1175","","AB"
"Full-Time Student","Three","Silver","Semi-Detached	","PN04-055759","Merri S M S MCMILLAN","Health","Refferal","Degree","Single","LOC_ID_1176","","C2"
"Full-Time","One","Bronze","Apartment","PN05-072043","Sheilah S S S MCMILLAN","Professional, Scientific and Technical","Online","Degree","Single","LOC_ID_1176","","AB"
"Full-Time","Two","Platinum","Detached","PN04-057545","Hortense S MCPHERSON","Public Administration and Defence","Refferal","Other","Married","LOC_ID_1177","","AB"
"Retired","One","Silver","Terraces","PN04-062399","June S J S MCPHERSON","Accommodation and Food","Event","High School","Single","LOC_ID_1177","","C2"
"Full-Time","One","Silver","Apartment","PN04-097812","Adelia S MEADOWS","Professional, Scientific and Technical","Online","Higher Education","Married","LOC_ID_1177","","AB"
"Part-Time","Three","Gold","Semi-Detached	","PN04-099318","Annabell S A S MEADOWS","Health","Online","Degree","Single","LOC_ID_1177","","C2"
"Other","One","Platinum","Semi-Detached	","PN04-107329","Elenore S MEADOWS","Health","Refferal","Aprenticeship","Married","LOC_ID_1177","","C1"
"Full-Time","One","Silver","Detached","PN04-107466","Elsa S E S MEADOWS","Retail","Online","High School","Single","LOC_ID_1177","","DE"
"Unemployed","One","Silver","Apartment","PN04-113032","Huey S MEADOWS","Retail","Refferal","High School","Single","LOC_ID_1177","","DE"
"Full-Time","One","Platinum","Apartment","PN04-118703","Jone S MEADOWS","Retail","Online","High School","Single","LOC_ID_1177","","C2"
"Unemployed","Three","Platinum","Detached","PN04-119735","Julieta S J S MEADOWS","Professional, Scientific and Technical","Retail","Degree","Single","LOC_ID_1177","","AB"
"Full-Time","Two","Silver","Apartment","PN05-005430","Mattie S MEADOWS","Accommodation and Food","Online","Higher Education","Divorced","LOC_ID_1177","","DE"
"Full-Time","One","Bronze","Detached","PN05-017062","Russel S MEADOWS","Health","Online","Degree","Divorced","LOC_ID_1177","","C1"
"Full-Time","Three","Silver","Apartment","PN05-047570","Ema S MEDINA","Education","Refferal","Higher Education","Separated","LOC_ID_1177","","C2"
"Retired","One","Gold","Detached","PN05-048860","Faye S MEDINA","Retail","Online","High School","Widowed","LOC_ID_1177","","C2"
