"LEADSOURCE","OWNERID","OWNERSTATE","FORECASTCATEGORY","STAGENAME","CREATEDDATE","OWNERCITY","RECORDTYPENAME","ISCLOSED","ACCOUNTID","OWNERSMALLPHOTOURL","CLOSEDATE","ID","OPPORTUNITYOWNER","STAGE","ACCOUNTNAME","ISWON","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","ACTIVITYID","ACCOUNTCLIENTCATEGORY","ACCOUNTINDUSTRY","OPPORTUNITYNAME","EXPECTEDREVENUE","STAGESORTORDER","AMOUNT","DAYSSINCELASTACTIVITY","TIMEINSTAGEDURATIONSECONDS","PROBABILITY","OPPORTUNITYAGE"
"Fields Sales","0051U000005KhW6QAK","NY","Omitted","Closed Lost","2019-07-15","New York","Channel (Partner)","true","001B000000SS4UGIA1","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-01-25","006B0000004t2IiIAI","Mark Garet","Closed Lost","National Fuel Gas Company","false","2020-05-25","Millennials","Activity 635","Silver","Other","National Fuel Gas Company - 31.5k",31500,9,31500,873,15471191,0,358
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-09-27","Chicago","Simple","true","001B000000lwNqpIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-04-17","006B00000049VajIAE","Allen Advisor","Closed Won","wagerworks","true","2020-05-25","Retired","Activity 138","Gold","Banking","wagerworks - 105k",105000,8,105000,336,9006394,100,284
"Reseller","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-07-31","San Francisco","Channel (Partner)","true","001B000000SS4GuIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-04-27","006B0000004t2XrIAI","Brenda Banker","Closed Lost","OnDemand Inc","false","2020-05-25","Affluent Professionals","Activity 507","Gold","Food & Beverage","OnDemand Inc - 42.5k",42500,9,42500,744,13551554,0,342
"Fields Sales","0051U000005JQyrQAG","IL","Commit","Qualification","2019-10-24","Chicago","Simple","false","001B000000bwMaHIAU","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-11-13","006B00000049VEsIAM","Allen Advisor","Qualification","Shea Realty","false","2020-05-25","Mass Market","Activity 201","Gold","Energy","Shea Realty - 35k",35000,2,35000,257,40785098,20,257
"Fields Sales","0051U000005KhW6QAK","NY","Closed","Closed Won","2019-09-21","New York","Channel (Partner)","true","001B000000SS483IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-03-25","006B0000004t2VNIAY","Mark Garet","Closed Won","Excellence In Motivation","true","2020-05-25","Mass Market","Activity 499","Silver","Shipping","Excellence In Motivation - 29.5k",29500,8,29500,730,60984931,100,290
"Fields Sales","0051U000005L4E9QAK","CA","Commit","Qualification","2019-11-15","San Francisco","Simple","false","001B000000lwNpZIAU","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-08-05","006B00000049UvhIAE","Brenda Banker","Qualification","Avatier Corp","false","2020-05-25","Mass Market","Activity 249","Platinum","Agriculture","Avatier Corp - 50.5k",50500,2,50500,227,54283141,20,235
"Reseller","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-12-03","San Francisco","Simple","true","001B000000WJEAeIAP","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-05-20","006B00000049VCpIAM","Brenda Banker","Closed Lost","Diversified Telecommunications","false","2020-05-25","Affluent Professionals","Activity 399","Gold","Other","Diversified Telecommunications - 112.5k",112500,9,112500,627,54102661,0,217
"Reseller","0051U000005KhW6QAK","NY","Closed","Closed Won","2019-06-15","New York","Simple","true","001B000000SS44iIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-09-12","006B0000003X117IAC","Mark Garet","Closed Won","Brinson Funds","true","2020-05-25","Mass Market","Activity 596","Silver","Utilities","Brinson Funds - 100k",100000,8,100000,611,21545449,100,388
"Fields Sales","0051U000005KhW6QAK","NY","Pipeline","Negotiation","2019-07-20","New York","Simple","false","001B000000SS520IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-08-12","006B00000049VToIAM","Mark Garet","Negotiation","Travel Insured International","false","2020-05-25","Millennials","Activity 158","Gold","Other","Travel Insured International - 45k",45000,7,45000,348,53819764,90,353
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-09-09","Chicago","Simple","true","001B000000bwMe1IAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-05-23","006B00000049ViRIAU","Allen Advisor","Closed Lost","spiniker media group","false","2020-05-25","High Net Worth Families","Activity 482","Platinum","Hospitality","spiniker media group - 80.5k",80500,9,80500,687,58686679,0,302
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-09-25","Chicago","Simple","true","001B000000SS3ZxIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2018-07-05","006B0000003X0uwIAC","Allen Advisor","Closed Lost","Forethought Services","false","2020-05-25","Affluent Professionals","Activity 626","Silver","Recreation","Forethought Services - 24.5k",24500,9,24500,1001,2811075,0,286
"Fields Sales","0051U000005KhW6QAK","NY","Omitted","Closed Lost","2019-06-29","New York","Simple","true","001B000000bwMdjIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-01-11","006B0000004t2YsIAI","Mark Garet","Closed Lost","Texas Citrus Exchange","false","2020-05-25","Mass Market","Activity 634","Gold","Not For Profit","Texas Citrus Exchange - 112.5k",112500,9,112500,916,31354038,0,374
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-11-20","Chicago","Simple","true","001B000000sxKExIAM","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2018-09-02","006B0000003WbSYIA0","Allen Advisor","Closed Lost","AgChoice Farm Credit","false","2020-05-25","High Net Worth Families","Activity 742","Platinum","Entertainment","AgChoice Farm Credit - 40k",40000,9,40000,906,45679397,0,230
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-08-27","Chicago","Simple","true","001B000000lwNulIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-03-08","006B00000049VNhIAM","Allen Advisor","Closed Lost","BUDCO The Dialogue Company","false","2020-05-25","Millennials","Activity 62","Gold","Communications","BUDCO The Dialogue Company - 200k",200000,9,200000,403,27256563,0,315
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-12-04","Chicago","Simple","true","001B000000SS44fIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2018-11-03","006B0000003hghlIAA","Allen Advisor","Closed Won","Lyons Mortgage Svc","true","2020-05-25","Mass Market","Activity 646","Gold","Utilities","Lyons Mortgage Svc - 65k",65000,8,65000,825,24168051,100,216
"Fields Sales","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-12-10","Florida","Simple","true","001B000000SS3yaIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-21","006B0000003X106IAC","Chelsea Advisor","Closed Lost","Oven Digital Group Inc","false","2020-05-25","Millennials","Activity 586","Gold","Utilities","Oven Digital Group Inc - 55k",55000,9,55000,542,53016301,0,210
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-07-18","Chicago","Advanced","true","001B000000SS41qIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2018-09-17","006B0000003X10VIAS","Allen Advisor","Closed Won","Correlated Equine","true","2020-05-25","Retired","Activity 592","Platinum","Healthcare & Life Sciences","Correlated Equine - 110k",110000,8,110000,934,29261168,100,355
"Reseller","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-07-11","Chicago","Simple","true","001B000000SS46CIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-03-07","006B0000003WbfOIAS","Allen Advisor","Closed Won","offshoredev.com","true","2020-05-25","Mass Market","Activity 694","Gold","Transportation","offshoredev.com - 55k",55000,8,55000,849,35680856,100,362
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-08-16","Chicago","Channel (Partner)","true","001B000000WJE5MIAX","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-12-07","006B00000049VcbIAE","Allen Advisor","Closed Lost","Horizon Milling","false","2020-05-25","Mass Market","Activity 301","Platinum","Banking","Horizon Milling - 115k",115000,9,115000,460,4785046,0,326
"Reseller","0051U000005L6eJQAS","FL","Closed","Closed Won","2019-11-07","Florida","Simple","true","001B000000bwMavIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-04-29","006B00000049VINIA2","Chelsea Advisor","Closed Won","Haverty Furniture Companies","true","2020-05-25","Affluent Professionals","Activity 190","Gold","Energy","Haverty Furniture Companies - 23.5k",23500,8,23500,307,55582265,100,243
"Reseller","0051U000005L4E9QAK","CA","Commit","Qualification","2019-11-30","San Francisco","Channel (Partner)","false","001B000000bwMWJIA2","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-07-26","006B00000049VZ7IAM","Brenda Banker","Qualification","Empty Street Productions","false","2020-05-25","Retired","Activity 140","Gold","Engineering","Empty Street Productions - 25.5k",25500,2,25500,220,46125669,20,220
"Reseller","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-09-29","Chicago","Simple","true","001B000000SS54hIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-03-01","006B00000049VkKIAU","Allen Advisor","Closed Won","Clayton Williams Energy","true","2020-05-25","High Net Worth Families","Activity 85","Platinum","Chemicals","Clayton Williams Energy - 110k",110000,8,110000,352,39779289,100,282
"Reseller","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-09-03","Florida","Advanced","true","001B000000SS4MIIA1","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-05-18","006B0000003WbzgIAC","Chelsea Advisor","Closed Lost","Timken Latrobe Steel","false","2020-05-25","High Net Worth Families","Activity 661","Gold","Electronics","Timken Latrobe Steel - 49.5k",49500,9,49500,651,16205684,0,308
"Reseller","0051U000005L6eJQAS","FL","Closed","Closed Won","2019-11-14","Florida","Simple","true","001B000000SS4mQIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-01-17","006B0000004t2QsIAI","Chelsea Advisor","Closed Won","E-Execsales.com","true","2020-05-25","Mass Market","Activity 560","Silver","Telecommunications","E-Execsales.com - 27.5k",27500,8,27500,780,43563537,100,236
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-09-26","Chicago","Simple","true","001B000000WJECIIA5","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-04-02","006B0000003X11WIAS","Allen Advisor","Closed Won","Inspiration Software","true","2020-05-25","High Net Worth Families","Activity 604","Silver","Consulting","Inspiration Software - 150k",150000,8,150000,754,48412187,100,285
"Fields Sales","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-12-05","Florida","Simple","true","001B000000SS43lIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-05-17","006B00000049VCqIAM","Chelsea Advisor","Closed Lost","Briggs Equipment","false","2020-05-25","Millennials","Activity 12","Silver","Manufacturing","Briggs Equipment - 56k",56000,9,56000,265,53258107,0,215
"Fields Sales","0051U000005L6eJQAS","FL","Best Case","Qualification","2019-11-13","Florida","Simple","false","001B000000SS4XIIA1","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-08-05","006B00000049Um3IAE","Chelsea Advisor","Qualification","Equidity","false","2020-05-25","High Net Worth Families","Activity 272","Gold","Energy","Equidity - 100k",100000,2,100000,234,50459601,20,237
"Reseller","0051U000005L6eJQAS","FL","Best Case","Qualification","2019-11-12","Florida","Channel (Partner)","false","001B000000lwNqpIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-10-13","006B00000049VaiIAE","Chelsea Advisor","Qualification","wagerworks","false","2020-05-25","Retired","Activity 137","Gold","Banking","wagerworks - 182k",182000,2,182000,223,49291988,20,238
"Reseller","0051U000005KhW6QAK","NY","Best Case","Discovery","2019-11-24","New York","Simple","false","001B000000SS3r1IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-07-14","006B00000049UzMIAU","Mark Garet","Discovery","eAngler","false","2020-05-25","Mass Market","Activity 230","Platinum","Media","eAngler - 50k",50000,0,50000,223,43002273,0,226
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-09-17","Chicago","Channel (Partner)","true","001B000000SS4jJIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2018-10-24","006B0000004t2PhIAI","Allen Advisor","Closed Lost","Alivecity","false","2020-05-25","High Net Worth Families","Activity 722","Platinum","Utilities","Alivecity - 55k",55000,9,55000,875,5855730,0,294
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-09-21","Chicago","Simple","true","001B000000SS4CjIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-05-02","006B00000049VN3IAM","Allen Advisor","Closed Won","R R Floody Co","true","2020-05-25","High Net Worth Families","Activity 484","Gold","Apparel","R R Floody Co - 23k",23000,8,23000,689,11475660,100,290
"Fields Sales","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-11-18","Florida","Simple","true","001B000000SS3cPIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-05-09","006B00000049UtfIAE","Chelsea Advisor","Closed Lost","Gls Industries","false","2020-05-25","Millennials","Activity 262","Platinum","Recreation","Gls Industries - 97.5k",97500,9,97500,283,43921031,0,232
"Reseller","0051U000005L4E9QAK","CA","Best Case","Discovery","2019-11-25","San Francisco","Channel (Partner)","false","001B000000SS4koIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-09-28","006B00000049UzBIAU","Brenda Banker","Discovery","MissileLock","false","2020-05-25","Retired","Activity 229","Platinum","Food & Beverage","MissileLock - 41.3k",41250,0,41250,222,10235741,0,225
"Reseller","0051U000005L4E9QAK","CA","Closed","Closed Won","2019-08-16","San Francisco","Simple","true","001B000000bwMe0IAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-01-19","006B0000003hh2qIAA","Brenda Banker","Closed Won","Genon Americas","true","2020-05-25","Affluent Professionals","Activity 637","Gold","Consulting","Genon Americas - 62.5k",62500,8,62500,781,30788814,100,326
"Reseller","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-09-01","Chicago","Simple","true","001B000000SS4rvIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-04-27","006B00000049VCfIAM","Allen Advisor","Closed Won","NYS Office of General Services","true","2020-05-25","Millennials","Activity 59","Platinum","Electronics","NYS Office of General Services - 34k",34000,8,34000,375,16125465,100,310
"Reseller","0051U000005L6eJQAS","FL","Pipeline","Discovery","2019-10-02","Florida","Simple","false","001B000000bwMd3IAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-09-30","006B00000049VRcIAM","Chelsea Advisor","Discovery","McLaren Consultants","false","2020-05-25","Affluent Professionals","Activity 151","Gold","Chemicals","McLaren Consultants - 35k",35000,0,35000,253,32931316,0,279
"Reseller","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-10-13","San Francisco","Simple","true","001B000000SS481IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2018-03-24","006B0000003WbhsIAC","Brenda Banker","Closed Lost","Real Estate Now","false","2020-05-25","Affluent Professionals","Activity 707","Gold","Transportation","Real Estate Now - 55k",55000,9,55000,1085,21663542,0,268
"Fields Sales","0051U000005KhW6QAK","NY","Closed","Closed Won","2019-09-25","New York","Simple","true","001B000000SS40NIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-02-24","006B0000004t2TAIAY","Mark Garet","Closed Won","The Metal Ware Corporation","true","2020-05-25","Millennials","Activity 554","Platinum","Media","The Metal Ware Corporation - 59k",59000,8,59000,774,50290623,100,286
"Fields Sales","0051U000005JQyrQAG","IL","Commit","Negotiation","2019-10-29","Chicago","Channel (Partner)","false","001B000000SS4l1IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-07-31","006B00000049UzXIAU","Allen Advisor","Negotiation","Lower Colorado River Authority","false","2020-05-25","Mass Market","Activity 232","Silver","Other","Lower Colorado River Authority - 50k",50000,7,50000,224,17497058,90,252
"Other","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-09-23","Chicago","Simple","true","001B000000SS4upIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-01-16","006B0000004t2VDIAY","Allen Advisor","Closed Won","Carl Eric Johnson","true","2020-05-25","Retired","Activity 565","Platinum","Environmental","Carl Eric Johnson - 52.5k",52500,8,52500,768,38519993,100,288
"Reseller","0051U000005KhW6QAK","NY","Closed","Closed Won","2019-11-18","New York","Simple","true","001B000000SS4t4IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-09-20","006B00000049VEIIA2","Mark Garet","Closed Won","Unsurface","true","2020-05-25","Affluent Professionals","Activity 328","Platinum","Government","Unsurface - 25k",25000,8,25000,525,8962770,100,232
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-08-17","Chicago","Simple","true","001B000000lwNtwIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-14","006B00000049VICIA2","Allen Advisor","Closed Lost","Cogent Business Applications","false","2020-05-25","Millennials","Activity 376","Gold","Communications","Cogent Business Applications - 80.5k",80500,9,80500,642,59843988,0,325
