"ChangeReasonType","EffectiveDate","Id","LoyaltyMemberCurrency.LoyaltyProgramCurrency.IsPrimary","LoyaltyMemberCurrency.LoyaltyProgramCurrency.NQP_Currency","LoyaltyMemberCurrency.LoyaltyProgramCurrency.QP_Currency","LoyaltyMemberCurrency.LoyaltyProgramMember.AccountContact.Id","LoyaltyMemberCurrency.LoyaltyProgramMember.Contact.Birthdate","LoyaltyMemberCurrency.LoyaltyProgramMember.Contact.MobilePhone","LoyaltyMemberCurrency.LoyaltyProgramMember.Contact.Name","LoyaltyMemberCurrency.LoyaltyProgramMember.Referrer.Contact.Birthdate","LoyaltyMemberCurrency.LoyaltyProgramMember.Referrer.Contact.MobilePhone","LoyaltyMemberCurrency.LoyaltyProgramMember.Referrer.Contact.Name","LoyaltyMemberId","LoyaltyProgramMember.Account.Name","LoyaltyProgramMember.AccountContact.Id","LoyaltyProgramMember.Contact.Birthdate","LoyaltyProgramMember.Contact.MobilePhone","LoyaltyProgramMember.Contact.Name","LoyaltyProgramMember.ContactId","LoyaltyProgramMember.EnrollmentChannel","LoyaltyProgramMember.EnrollmentDate","LoyaltyProgramMember.IsReferral","LoyaltyProgramMember.LeadOrContactId","LoyaltyProgramMember.LeadOrContactName","LoyaltyProgramMember.LoyaltyProgram.Name","LoyaltyProgramMember.MemberCity","LoyaltyProgramMember.MemberCountry","LoyaltyProgramMember.MemberId","LoyaltyProgramMember.MemberName","LoyaltyProgramMember.MemberState","LoyaltyProgramMember.MemberStatus","LoyaltyProgramMember.MemberTenureBucket","LoyaltyProgramMember.MemberType","LoyaltyProgramMember.MembershipEndDate","LoyaltyProgramMember.MembershipLastRenewalDate","LoyaltyProgramMember.MembershipNumber","LoyaltyProgramMember.ProgramId","LoyaltyProgramMember.ReferredById","LoyaltyProgramMember.Referrer.Account.Name","LoyaltyProgramMember.Referrer.Contact.Name","LoyaltyProgramMember.TransactionJournal.FirstAccrualDate","LoyaltyProgramMember.TransactionJournal.SecondAccrualDate","LoyaltyTier.LoyaltyTierGroup.IsPrimary","LoyaltyTier.LoyaltyTierGroup.Name","LoyaltyTier.Name","LoyaltyTier.SequenceNumber","LoyaltyTierGroupId","LoyaltyTierId","Name","ReasonForChange","TierExpirationDate","LastProcessedDate"
"VIP Member",2020-07-25,"0lyB0000000RJPrIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data105 Trail105",,,,"0lMB0000000RILuMAO",,,,,"Q4Data105 Trail105","003B000000IXi4DIAT","POS",2020-07-25,"No","003B000000IXi4DIAT","Q4Data105 Trail105","NTO Insider","New York","USA","003B000000IXi4DIAT","Q4Data105 Trail105","NY","Active","6.1-2 years","Individual",,,"IndivAiK_471","0lpB0000000PBdwIAG",,,,"2020-12-19T00:00:00.000Z","2021-10-15T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2020-09-17,"0lyB0000000RJPsIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data106 Trail106",,,,"0lMB0000000RILvMAO",,,,,"Q4Data106 Trail106","003B000000IXi4EIAT","CallCenter",2020-09-17,"No","003B000000IXi4EIAT","Q4Data106 Trail106","NTO Insider","San Francisco","USA","003B000000IXi4EIAT","Q4Data106 Trail106","CA","Active","6.1-2 years","Individual",,,"IndivAiK_472","0lpB0000000PBdwIAG",,,,"2020-06-28T00:00:00.000Z","2021-07-28T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2020-09-17,"0lyB0000000RJPtIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data106 Trail106",,,,"0lMB0000000RILvMAO",,,,,"Q4Data106 Trail106","003B000000IXi4EIAT","CallCenter",2020-09-17,"No","003B000000IXi4EIAT","Q4Data106 Trail106","NTO Insider","San Francisco","USA","003B000000IXi4EIAT","Q4Data106 Trail106","CA","Active","6.1-2 years","Individual",,,"IndivAiK_472","0lpB0000000PBdwIAG",,,,"2020-06-28T00:00:00.000Z","2021-07-28T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2020-10-29,"0lyB0000000RJPuIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data107 Trail107",,,,"0lMB0000000RILwMAO",,,,,"Q4Data107 Trail107","003B000000IXi4FIAT","Social",2020-10-29,"No","003B000000IXi4FIAT","Q4Data107 Trail107","NTO Insider","New Jersey","USA","003B000000IXi4FIAT","Q4Data107 Trail107","NJ","Active","5.9-12 months","Individual",,,"IndivAiK_473","0lpB0000000PBdwIAG",,,,"2020-05-05T00:00:00.000Z","2021-11-25T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2020-10-29,"0lyB0000000RJPvIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data107 Trail107",,,,"0lMB0000000RILwMAO",,,,,"Q4Data107 Trail107","003B000000IXi4FIAT","Social",2020-10-29,"No","003B000000IXi4FIAT","Q4Data107 Trail107","NTO Insider","New Jersey","USA","003B000000IXi4FIAT","Q4Data107 Trail107","NJ","Active","5.9-12 months","Individual",,,"IndivAiK_473","0lpB0000000PBdwIAG",,,,"2020-05-05T00:00:00.000Z","2021-11-25T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2020-07-10,"0lyB0000000RJPwIAO",FALSE,"Points","Number of Transactions",,,,"Perf48 Trail48",,,,"0lMB0000000RILxMAO",,,,,"Perf48 Trail48","003B000000IXhtuIAD","Email",2020-07-10,"No","003B000000IXhtuIAD","Perf48 Trail48","NTO Insider","Toronto","Canada","003B000000IXhtuIAD","Perf48 Trail48","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_474","0lpB0000000PBdwIAG",,,,"2020-07-22T00:00:00.000Z","2021-01-19T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2020-07-10,"0lyB0000000RJPxIAO",FALSE,"Points","Number of Transactions",,,,"Perf48 Trail48",,,,"0lMB0000000RILxMAO",,,,,"Perf48 Trail48","003B000000IXhtuIAD","Email",2020-07-10,"No","003B000000IXhtuIAD","Perf48 Trail48","NTO Insider","Toronto","Canada","003B000000IXhtuIAD","Perf48 Trail48","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_474","0lpB0000000PBdwIAG",,,,"2020-07-22T00:00:00.000Z","2021-01-19T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2021-02-14,"0lyB0000000RJPyIAO",FALSE,"Points","Number of Transactions",,,,"Perf49 Trail49",,,,"0lMB0000000RILyMAO",,,,,"Perf49 Trail49","003B000000IXhtvIAD","Web",2021-02-14,"No","003B000000IXhtvIAD","Perf49 Trail49","NTO Insider","New York City","USA","003B000000IXhtvIAD","Perf49 Trail49","NY","Active","4.6-9 months","Individual",,,"IndivAiK_475","0lpB0000000PBdwIAG",,,,"2020-10-30T00:00:00.000Z","2021-05-10T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2021-02-14,"0lyB0000000RJPzIAO",FALSE,"Points","Number of Transactions",,,,"Perf49 Trail49",,,,"0lMB0000000RILyMAO",,,,,"Perf49 Trail49","003B000000IXhtvIAD","Web",2021-02-14,"No","003B000000IXhtvIAD","Perf49 Trail49","NTO Insider","New York City","USA","003B000000IXhtvIAD","Perf49 Trail49","NY","Active","4.6-9 months","Individual",,,"IndivAiK_475","0lpB0000000PBdwIAG",,,,"2020-10-30T00:00:00.000Z","2021-05-10T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2021-10-19,"0lyB0000000RJQ0IAO",FALSE,"Points","Number of Transactions",,,,"Perf50 Trail50",,,,"0lMB0000000RILzMAO",,,,,"Perf50 Trail50","003B000000IXhtwIAD","POS",2021-10-19,"No","003B000000IXhtwIAD","Perf50 Trail50","NTO Insider","New York","USA","003B000000IXhtwIAD","Perf50 Trail50","NY","Active","1.< 1 month","Individual",,,"IndivAiK_476","0lpB0000000PBdwIAG",,,,,,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2021-10-19,"0lyB0000000RJQ1IAO",FALSE,"Points","Number of Transactions",,,,"Perf50 Trail50",,,,"0lMB0000000RILzMAO",,,,,"Perf50 Trail50","003B000000IXhtwIAD","POS",2021-10-19,"No","003B000000IXhtwIAD","Perf50 Trail50","NTO Insider","New York","USA","003B000000IXhtwIAD","Perf50 Trail50","NY","Active","1.< 1 month","Individual",,,"IndivAiK_476","0lpB0000000PBdwIAG",,,,,,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2021-08-11,"0lyB0000000RJQ2IAO",FALSE,"Points","Number of Transactions",,,,"Perf51 Trail51",,,,"0lMB0000000RIM0MAO",,,,,"Perf51 Trail51","003B000000IXhtxIAD","CallCenter",2020-01-10,"No","003B000000IXhtxIAD","Perf51 Trail51","NTO Insider","New York","USA","003B000000IXhtxIAD","Perf51 Trail51","NY","Active","6.1-2 years","Individual",,,"IndivAiK_477","0lpB0000000PBdwIAG",,,,"2020-05-14T00:00:00.000Z","2021-09-16T00:00:00.000Z",FALSE,"Lifetime","Elite",2,"0ltB0000000PBbvIAG","0lgB0000000TNJMIA4","Elite","Test",2022-02-11,2021-11-01
"VIP Member",2020-01-10,"0lyB0000000RJQ3IAO",FALSE,"Points","Number of Transactions",,,,"Perf51 Trail51",,,,"0lMB0000000RIM0MAO",,,,,"Perf51 Trail51","003B000000IXhtxIAD","CallCenter",2020-01-10,"No","003B000000IXhtxIAD","Perf51 Trail51","NTO Insider","New York","USA","003B000000IXhtxIAD","Perf51 Trail51","NY","Active","6.1-2 years","Individual",,,"IndivAiK_477","0lpB0000000PBdwIAG",,,,"2020-05-14T00:00:00.000Z","2021-09-16T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2021-12-29,"0lyB0000000RJQ4IAO",FALSE,"Points","Number of Transactions",,,,"Perf52 Trail52",,,,"0lMB0000000RIM1MAO",,,,,"Perf52 Trail52","003B000000IXhtyIAD","Social",2021-12-29,"No","003B000000IXhtyIAD","Perf52 Trail52","NTO Insider","San Francisco","USA","003B000000IXhtyIAD","Perf52 Trail52","CA","Active","9.NA","Individual",,,"IndivAiK_478","0lpB0000000PBdwIAG",,,,,,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2021-12-29,"0lyB0000000RJQ5IAO",FALSE,"Points","Number of Transactions",,,,"Perf52 Trail52",,,,"0lMB0000000RIM1MAO",,,,,"Perf52 Trail52","003B000000IXhtyIAD","Social",2021-12-29,"No","003B000000IXhtyIAD","Perf52 Trail52","NTO Insider","San Francisco","USA","003B000000IXhtyIAD","Perf52 Trail52","CA","Active","9.NA","Individual",,,"IndivAiK_478","0lpB0000000PBdwIAG",,,,,,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2021-03-14,"0lyB0000000RJQ6IAO",FALSE,"Points","Number of Transactions",,,,"Perf53 Trail53",,,,"0lMB0000000RIM2MAO",,,,,"Perf53 Trail53","003B000000IXhtzIAD","Email",2021-03-14,"No","003B000000IXhtzIAD","Perf53 Trail53","NTO Insider","New Jersey","USA","003B000000IXhtzIAD","Perf53 Trail53","NJ","Active","4.6-9 months","Individual",,,"IndivAiK_479","0lpB0000000PBdwIAG",,,,"2020-07-31T00:00:00.000Z","2021-12-25T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2021-03-14,"0lyB0000000RJQ7IAO",FALSE,"Points","Number of Transactions",,,,"Perf53 Trail53",,,,"0lMB0000000RIM2MAO",,,,,"Perf53 Trail53","003B000000IXhtzIAD","Email",2021-03-14,"No","003B000000IXhtzIAD","Perf53 Trail53","NTO Insider","New Jersey","USA","003B000000IXhtzIAD","Perf53 Trail53","NJ","Active","4.6-9 months","Individual",,,"IndivAiK_479","0lpB0000000PBdwIAG",,,,"2020-07-31T00:00:00.000Z","2021-12-25T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2020-02-29,"0lyB0000000RJQ8IAO",FALSE,"Points","Number of Transactions",,,,"Perf54 Trail54",,,,"0lMB0000000RIM3MAO",,,,,"Perf54 Trail54","003B000000IXhu0IAD","Web",2020-02-29,"No","003B000000IXhu0IAD","Perf54 Trail54","NTO Insider","San Francisco","USA","003B000000IXhu0IAD","Perf54 Trail54","CA","Active","6.1-2 years","Individual",,,"IndivAiK_480","0lpB0000000PBdwIAG",,,,"2020-10-02T00:00:00.000Z","2021-11-09T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2020-02-29,"0lyB0000000RJQ9IAO",FALSE,"Points","Number of Transactions",,,,"Perf54 Trail54",,,,"0lMB0000000RIM3MAO",,,,,"Perf54 Trail54","003B000000IXhu0IAD","Web",2020-02-29,"No","003B000000IXhu0IAD","Perf54 Trail54","NTO Insider","San Francisco","USA","003B000000IXhu0IAD","Perf54 Trail54","CA","Active","6.1-2 years","Individual",,,"IndivAiK_480","0lpB0000000PBdwIAG",,,,"2020-10-02T00:00:00.000Z","2021-11-09T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2021-12-16,"0lyB0000000RJQAIA4",FALSE,"Points","Number of Transactions",,,,"Perf55 Trail55",,,,"0lMB0000000RIM4MAO",,,,,"Perf55 Trail55","003B000000IXhu1IAD","POS",2021-12-16,"No","003B000000IXhu1IAD","Perf55 Trail55","NTO Insider","Toronto","Canada","003B000000IXhu1IAD","Perf55 Trail55","Ontario","Active","9.NA","Individual",,,"IndivAiK_481","0lpB0000000PBdwIAG",,,,,,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2021-12-16,"0lyB0000000RJQBIA4",FALSE,"Points","Number of Transactions",,,,"Perf55 Trail55",,,,"0lMB0000000RIM4MAO",,,,,"Perf55 Trail55","003B000000IXhu1IAD","POS",2021-12-16,"No","003B000000IXhu1IAD","Perf55 Trail55","NTO Insider","Toronto","Canada","003B000000IXhu1IAD","Perf55 Trail55","Ontario","Active","9.NA","Individual",,,"IndivAiK_481","0lpB0000000PBdwIAG",,,,,,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2020-10-09,"0lyB0000000RJQCIA4",FALSE,"Points","Number of Transactions",,,,"Perf56 Trail56",,,,"0lMB0000000RIM5MAO",,,,,"Perf56 Trail56","003B000000IXhu2IAD","CallCenter",2020-10-09,"No","003B000000IXhu2IAD","Perf56 Trail56","NTO Insider","Toronto","Canada","003B000000IXhu2IAD","Perf56 Trail56","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_482","0lpB0000000PBdwIAG",,,,"2020-10-24T00:00:00.000Z","2021-08-12T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2020-10-09,"0lyB0000000RJQDIA4",FALSE,"Points","Number of Transactions",,,,"Perf56 Trail56",,,,"0lMB0000000RIM5MAO",,,,,"Perf56 Trail56","003B000000IXhu2IAD","CallCenter",2020-10-09,"No","003B000000IXhu2IAD","Perf56 Trail56","NTO Insider","Toronto","Canada","003B000000IXhu2IAD","Perf56 Trail56","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_482","0lpB0000000PBdwIAG",,,,"2020-10-24T00:00:00.000Z","2021-08-12T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2020-05-18,"0lyB0000000RJQEIA4",FALSE,"Points","Number of Transactions",,,,"Perf57 Trail57",,,,"0lMB0000000RIM6MAO",,,,,"Perf57 Trail57","003B000000IXhu3IAD","Social",2020-05-18,"No","003B000000IXhu3IAD","Perf57 Trail57","NTO Insider","Toronto","Canada","003B000000IXhu3IAD","Perf57 Trail57","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_483","0lpB0000000PBdwIAG",,,,"2021-01-16T00:00:00.000Z","2021-11-02T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2020-05-18,"0lyB0000000RJQFIA4",FALSE,"Points","Number of Transactions",,,,"Perf57 Trail57",,,,"0lMB0000000RIM6MAO",,,,,"Perf57 Trail57","003B000000IXhu3IAD","Social",2020-05-18,"No","003B000000IXhu3IAD","Perf57 Trail57","NTO Insider","Toronto","Canada","003B000000IXhu3IAD","Perf57 Trail57","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_483","0lpB0000000PBdwIAG",,,,"2021-01-16T00:00:00.000Z","2021-11-02T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2020-06-03,"0lyB0000000RJQGIA4",FALSE,"Points","Number of Transactions",,,,"Perf58 Trail58",,,,"0lMB0000000RIM7MAO",,,,,"Perf58 Trail58","003B000000IXhu4IAD","Email",2020-06-03,"No","003B000000IXhu4IAD","Perf58 Trail58","NTO Insider","New York City","USA","003B000000IXhu4IAD","Perf58 Trail58","NY","Active","6.1-2 years","Individual",,,"IndivAiK_484","0lpB0000000PBdwIAG",,,,"2020-06-12T00:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2020-06-03,"0lyB0000000RJQHIA4",FALSE,"Points","Number of Transactions",,,,"Perf58 Trail58",,,,"0lMB0000000RIM7MAO",,,,,"Perf58 Trail58","003B000000IXhu4IAD","Email",2020-06-03,"No","003B000000IXhu4IAD","Perf58 Trail58","NTO Insider","New York City","USA","003B000000IXhu4IAD","Perf58 Trail58","NY","Active","6.1-2 years","Individual",,,"IndivAiK_484","0lpB0000000PBdwIAG",,,,"2020-06-12T00:00:00.000Z",,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2021-06-13,"0lyB0000000RJQIIA4",FALSE,"Points","Number of Transactions",,,,"Perf59 Trail59",,,,"0lMB0000000RIM8MAO",,,,,"Perf59 Trail59","003B000000IXhu5IAD","Web",2021-06-13,"No","003B000000IXhu5IAD","Perf59 Trail59","NTO Insider","New York","USA","003B000000IXhu5IAD","Perf59 Trail59","NY","Active","3.3-6 months","Individual",,,"IndivAiK_485","0lpB0000000PBdwIAG",,,,"2021-08-21T00:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2021-06-13,"0lyB0000000RJQJIA4",FALSE,"Points","Number of Transactions",,,,"Perf59 Trail59",,,,"0lMB0000000RIM8MAO",,,,,"Perf59 Trail59","003B000000IXhu5IAD","Web",2021-06-13,"No","003B000000IXhu5IAD","Perf59 Trail59","NTO Insider","New York","USA","003B000000IXhu5IAD","Perf59 Trail59","NY","Active","3.3-6 months","Individual",,,"IndivAiK_485","0lpB0000000PBdwIAG",,,,"2021-08-21T00:00:00.000Z",,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2021-02-21,"0lyB0000000RJQKIA4",FALSE,"Points","Number of Transactions",,,,"Perf60 Trail60",,,,"0lMB0000000RIM9MAO",,,,,"Perf60 Trail60","003B000000IXhu6IAD","POS",2021-02-21,"No","003B000000IXhu6IAD","Perf60 Trail60","NTO Insider","New York","USA","003B000000IXhu6IAD","Perf60 Trail60","NY","Active","4.6-9 months","Individual",,,"IndivAiK_486","0lpB0000000PBdwIAG",,,,"2020-09-08T00:00:00.000Z","2021-11-02T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2021-02-21,"0lyB0000000RJQLIA4",FALSE,"Points","Number of Transactions",,,,"Perf60 Trail60",,,,"0lMB0000000RIM9MAO",,,,,"Perf60 Trail60","003B000000IXhu6IAD","POS",2021-02-21,"No","003B000000IXhu6IAD","Perf60 Trail60","NTO Insider","New York","USA","003B000000IXhu6IAD","Perf60 Trail60","NY","Active","4.6-9 months","Individual",,,"IndivAiK_486","0lpB0000000PBdwIAG",,,,"2020-09-08T00:00:00.000Z","2021-11-02T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2020-05-15,"0lyB0000000RJQMIA4",FALSE,"Points","Number of Transactions",,,,"Perf61 Trail61",,,,"0lMB0000000RIMAMA4",,,,,"Perf61 Trail61","003B000000IXhu7IAD","CallCenter",2020-05-15,"No","003B000000IXhu7IAD","Perf61 Trail61","NTO Insider","San Francisco","USA","003B000000IXhu7IAD","Perf61 Trail61","CA","Active","6.1-2 years","Individual",,,"IndivAiK_487","0lpB0000000PBdwIAG",,,,"2020-05-25T00:00:00.000Z","2021-07-20T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2020-05-15,"0lyB0000000RJQNIA4",FALSE,"Points","Number of Transactions",,,,"Perf61 Trail61",,,,"0lMB0000000RIMAMA4",,,,,"Perf61 Trail61","003B000000IXhu7IAD","CallCenter",2020-05-15,"No","003B000000IXhu7IAD","Perf61 Trail61","NTO Insider","San Francisco","USA","003B000000IXhu7IAD","Perf61 Trail61","CA","Active","6.1-2 years","Individual",,,"IndivAiK_487","0lpB0000000PBdwIAG",,,,"2020-05-25T00:00:00.000Z","2021-07-20T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2021-05-10,"0lyB0000000RJQOIA4",FALSE,"Points","Number of Transactions",,,,"Perf62 Trail62",,,,"0lMB0000000RIMBMA4",,,,,"Perf62 Trail62","003B000000IXhu8IAD","Social",2021-05-10,"No","003B000000IXhu8IAD","Perf62 Trail62","NTO Insider","New Jersey","USA","003B000000IXhu8IAD","Perf62 Trail62","NJ","Active","3.3-6 months","Individual",,,"IndivAiK_488","0lpB0000000PBdwIAG",,,,"2021-08-28T00:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2021-05-10,"0lyB0000000RJQPIA4",FALSE,"Points","Number of Transactions",,,,"Perf62 Trail62",,,,"0lMB0000000RIMBMA4",,,,,"Perf62 Trail62","003B000000IXhu8IAD","Social",2021-05-10,"No","003B000000IXhu8IAD","Perf62 Trail62","NTO Insider","New Jersey","USA","003B000000IXhu8IAD","Perf62 Trail62","NJ","Active","3.3-6 months","Individual",,,"IndivAiK_488","0lpB0000000PBdwIAG",,,,"2021-08-28T00:00:00.000Z",,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2021-05-13,"0lyB0000000RJQQIA4",FALSE,"Points","Number of Transactions",,,,"Perf63 Trail63",,,,"0lMB0000000RIMCMA4",,,,,"Perf63 Trail63","003B000000IXhu9IAD","CallCenter",2021-05-13,"No","003B000000IXhu9IAD","Perf63 Trail63","NTO Insider","San Francisco","USA","003B000000IXhu9IAD","Perf63 Trail63","CA","Active","3.3-6 months","Individual",,,"IndivAiK_467","0lpB0000000PBdwIAG",,,,"2021-06-09T00:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2021-05-13,"0lyB0000000RJQRIA4",FALSE,"Points","Number of Transactions",,,,"Perf63 Trail63",,,,"0lMB0000000RIMCMA4",,,,,"Perf63 Trail63","003B000000IXhu9IAD","CallCenter",2021-05-13,"No","003B000000IXhu9IAD","Perf63 Trail63","NTO Insider","San Francisco","USA","003B000000IXhu9IAD","Perf63 Trail63","CA","Active","3.3-6 months","Individual",,,"IndivAiK_467","0lpB0000000PBdwIAG",,,,"2021-06-09T00:00:00.000Z",,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2021-12-22,"0lyB0000000RJQSIA4",FALSE,"Points","Number of Transactions",,,,"Perf64 Trail64",,,,"0lMB0000000RIMDMA4",,,,,"Perf64 Trail64","003B000000IXhuAIAT","Email",2021-12-22,"No","003B000000IXhuAIAT","Perf64 Trail64","NTO Insider","Toronto","Canada","003B000000IXhuAIAT","Perf64 Trail64","Ontario","Active","9.NA","Individual",,,"IndivAiK_489","0lpB0000000PBdwIAG",,,,,,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2021-12-22,"0lyB0000000RJQTIA4",FALSE,"Points","Number of Transactions",,,,"Perf64 Trail64",,,,"0lMB0000000RIMDMA4",,,,,"Perf64 Trail64","003B000000IXhuAIAT","Email",2021-12-22,"No","003B000000IXhuAIAT","Perf64 Trail64","NTO Insider","Toronto","Canada","003B000000IXhuAIAT","Perf64 Trail64","Ontario","Active","9.NA","Individual",,,"IndivAiK_489","0lpB0000000PBdwIAG",,,,,,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
