"UserName","LastProcessedDate","Photo","Manager","CloseDate","Role","UserExternalId","QuotaAttainment","Quota","PipelineForecast","ClosedWonForecast","ClosedWon","CommitForecast"
"Steve Ishikawa","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37g/T","Acme Dispatcher","2022-09-18","Vand Enterprises, Inc. Customer User","User.036",70,500000,599723,584127,408889,708756
"Andrea Bowden","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37e/T","Acme Dispatcher","2022-05-24","Displaytech Customer User","User.028",80,500000,605810,532724,426179,758944
"Alf Operations","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37Y/T","Samantha Dispatcher","2022-04-27","VP of Customer Service","User.013",85,400000,511449,415299,353004,631848
"James Wu","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37d/T","Acme Dispatcher","2022-11-10","Omega, Inc. Customer User","User.024",40,400000,502929,570410,228164,358641
"Vince West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36a/T","Jennifer Lee","2022-06-15","RVP West","User.011",90,400000,460876,420349,378314,687298
"Mark Kingston","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37f/T","Acme Dispatcher","2022-02-06","Omega, Inc. Customer Executive","User.026",60,400000,517885,465810,279486,301333
"Quentin Engineer","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37b/T","Acme Dispatcher","2022-01-21","Director of Engineering","User.023",60,400000,456584,426083,255650,338095
"Bob Hodges","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c382/T","Acme Dispatcher","2022-07-27","Omega, Inc. Customer Executive","User.061",105,300000,363152,296864,311707,567712
"Daryl Distributor","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38V/T","Acme Dispatcher","2022-12-26","Zenith Distributors Partner User","User.120",108,300000,383059,309954,334750,611192
"Ted Data","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36t/T","Acme Dispatcher","2022-03-11","Director of Finance","User.006",95,400000,499871,386443,367121,662279
"Jamie Green","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36U/T","Acme Dispatcher","2022-08-25","Summit Resellers Partner User","User.033",55,400000,499273,439367,241652,389913
"Acme Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37F/T","Paul Partner","2022-10-27","Acme Partners Partner Manager","User.116",40,500000,642218,651313,260525,403890
"Acme Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37F/T","Wanda Wilson","2022-09-12","Central CSR","W_User.10",60,300000,374276,329075,197445,235456
"Steven Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37Z/T","Acme Dispatcher","2022-04-30","VP of Customer Service","User.018",40,200000,245737,269103,107641,166427
"Kasey Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36T/T","Wanda Wilson","2022-03-31","Central Sales","User.015",70,500000,581027,597923,418546,711719
"Helen Roberts","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38Z/T","Acme Dispatcher","2022-05-11","Director of Human Resources","User.168",70,300000,355576,338271,236790,397184
"Zach Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37I/T","Acme Dispatcher","2022-01-11","Acme Partners Partner User","User.119",108,300000,331570,314593,339760,624403
"Kimberly Nixon","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIK/T","Wanda Wilson","2022-11-10","Central CSR","W_User.7",60,500000,576199,509502,305701,352151
"Sean Silver","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36W/T","Acme Dispatcher","2022-07-07","Pinnacle Partners Partner User","User.035",105,500000,579313,496860,521703,943318
"Jennifer Lee","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJN/T","Michelle Chung","2022-09-14","West CSR","W_User.4",80,300000,382299,334926,267941,479286
"Jay Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36m/T","Acme Dispatcher","2022-02-14","Customer Service Manager","User.030",60,300000,369630,322288,193373,223190
"Paul Partner","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36d/T","Chet Callaghan","2022-10-14","Acme Partners Partner Executive","User.059",55,300000,371518,358513,197182,309108
"Steve Ishikawa","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37g/T","Acme Dispatcher","2022-12-19","Vand Enterprises, Inc. Customer User","User.036",85,500000,622510,544691,462987,827737
"William Martinez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIy/T","Ely East","2022-06-18","East CSR","W_User.16",95,400000,471822,413263,392600,723269
"Jennifer Adams","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJ8/T","Michelle Chung","2022-08-19","West CSR","W_User.3",90,200000,252673,209278,188350,347429
"Brenda Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36k/T","Acme Dispatcher","2022-01-27","Customer Service Manager","User.029",55,300000,340330,364715,200593,327349
"Julia Holland","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIF/T","Wanda Wilson","2022-10-08","Central CSR","W_User.6",90,400000,505628,401914,361723,665458
"Miguel Jensen","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIt/T","John Smith","2022-03-28","East CSR","W_User.13",60,200000,236308,222993,133796,152363
"Social Hub","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c380/T",,"2022-11-17","CEO","User.068",108,300000,374568,317143,342514,631184
"Ricky East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36X/T","Dustin Good","2022-07-20","East Sales","User.019",85,300000,382695,317534,269904,472939
"Mark Watson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38Y/T",,"2022-06-01","CEO","User.102",70,400000,489866,432196,302537,525915
"John Smith","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38R/T",,"2022-12-18","CEO","User.163",90,500000,614078,512909,461618,848691
"Ely East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36e/T","Dustin Good","2022-06-09","East Sales","User.020",40,300000,367605,446655,178662,282737
"Gabriel Anderson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHmv/T","Wanda Wilson","2022-02-06","Central CSM","W_User.M.20",85,400000,480043,430451,365883,658760
"Neil Patel","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37q/T","Acme Dispatcher","2022-08-29","Social Media Manager","User.065",60,400000,505495,450097,270058,310475
"Samantha Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38b/T",,"2022-09-13","CEO","User.166",95,500000,583076,499972,474973,858424
"Taylor Gonzalez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIU/T","Cindy Central","2022-04-08","Central CSR","W_User.11",80,200000,258517,222118,177694,315575
"Ted Training","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c381/T","Acme Dispatcher","2022-07-03","Team Lead","User.057",105,400000,457449,392261,411874,747775
"Courtney Bennett","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIZ/T","Wanda Wilson","2022-07-18","Central CSR","W_User.8",80,400000,458520,437470,349976,615558
"Elliot Executive","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36b/T","Samantha Dispatcher","2022-05-07","VP of Sales","User.007",55,200000,222290,240622,132342,207509
"Alf Operations","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37Y/T","Samantha Dispatcher","2022-02-21","VP of Customer Service","User.013",55,200000,222624,252089,138649,223434
"Bob Hodges","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c382/T","Acme Dispatcher","2022-11-26","Omega, Inc. Customer Executive","User.061",55,400000,502316,496165,272891,423005
"Tammy Brooks","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJD/T","Jennifer Lee","2022-04-26","West CSR","W_User.5",85,300000,371095,312816,265894,488171
"Xavier Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37G/T","Acme Dispatcher","2023-01-03","Acme Partners Partner User","User.117",40,500000,611785,655743,262297,400089
"Vanessa Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36c/T","Cindy Central","2022-10-06","RVP Central","User.000",105,300000,368719,292009,306609,556930
"Chris Plus","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37l/T","Acme Dispatcher","2022-03-09","Team Lead","User.044",80,400000,465435,425444,340355,603199
"Jonathan Perkins","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIj/T","John Smith","2022-08-09","East CSR","W_User.15",60,300000,348468,313547,188128,216625
"Joseph Hartman","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/005/T","John Smith","2022-01-11","East CSM","W_User.M.19",95,400000,519785,393816,374125,682177
"Bill West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36h/T","Acme Dispatcher","2022-09-11","West Sales","User.021",55,200000,224072,232251,127738,206892
"Lauren Bailey","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37v/T","Acme Dispatcher","2022-04-18","Omega, Inc. Customer Manager","User.075",70,400000,509091,444144,310901,518001
"Mark Metz","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37h/T","Acme Dispatcher","2022-01-25","Advanced Communications Customer User","User.100",108,400000,455134,404462,436819,800901
"Chet Callaghan","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c378/T","Elliot Executive","2022-03-03","Director of Channel Sales","User.002",60,500000,608128,542185,325311,399742
"Sarah Phillips","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37w/T","Acme Dispatcher","2022-08-18","Acme Partners Partner Executive","User.053",90,400000,509461,410072,369065,670218
"Dustin Good","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIo/T","John Smith","2022-11-05","East CSR","W_User.14",60,400000,453140,462858,277715,325486
"Karen Perez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIe/T","John Smith","2022-03-23","East CSR","W_User.12",90,500000,625505,521159,469043,852038
"Quentin Engineer","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37b/T","Acme Dispatcher","2022-09-04","Director of Engineering","User.023",85,500000,613755,523225,444741,792587
"Kimberly Brooks","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIP/T","Wanda Wilson","2022-11-03","Central CSR","W_User.9",70,300000,357330,361426,252998,434102
"Barry Brown","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36g/T","Acme Dispatcher","2022-07-26","Meridian Partners Partner User","User.034",55,300000,341098,367356,202046,327441
"Richard Hayden","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/005/T","Michelle Chung","2022-05-26","West CSM","W_User.M.18",95,500000,595351,479214,455253,837639
"Wanda Wilson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHS2/T",,"2022-12-18","CEO","User.001",108,300000,347197,305715,330172,605759
"Yvette Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37H/T","Acme Dispatcher","2022-06-16","Acme Partners Partner User","User.118",40,200000,257595,263063,105225,157902
"Jennifer Perez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJJ/T","Michelle Chung","2022-07-06","West CSR","W_User.1",80,500000,596068,551753,441402,780987
"Wes Chopra","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38W/T","Acme Dispatcher","2022-03-23","Green Fields Media Customer User","User.112",105,400000,463933,390608,410138,747185
"Cindy Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36V/T","Wanda Wilson","2022-01-28","Central Sales","User.016",85,400000,475389,414124,352005,618939
"Tammy Baxter","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37z/T","Acme Dispatcher","2022-09-26","AUser Customer Person Account","User.056",60,300000,358276,348703,209222,218803
"Daryl Distributor","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38V/T","Acme Dispatcher","2022-06-03","Zenith Distributors Partner User","User.120",55,300000,365288,339935,186964,297836
"Valerie East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36Y/T","Ely East","2022-10-20","RVP East","User.012",70,200000,258546,235291,164704,286691
"Vince West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36a/T","Jennifer Lee","2022-08-29","RVP West","User.011",108,500000,555351,510193,551008,1005963
"Richard Elliott","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJ3/T","John Smith","2022-05-01","East CSR","W_User.17",60,400000,475041,458637,275182,310369
"Gordon Reeves","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36u/T","Acme Dispatcher","2022-06-18","Business Development Director","User.003",95,200000,226080,195561,185783,342169
"Olivia Order","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37D/T","Wanda Wilson","2022-02-27","Central Sales","User.058",40,300000,334555,419118,167647,258274
"Wendy West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36Z/T","Jennifer Lee","2022-11-04","West Sales","User.022",70,300000,332709,325537,227876,382890
"James Wu","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37d/T","Acme Dispatcher","2022-12-30","Omega, Inc. Customer User","User.024",55,400000,510088,437558,240657,387965
"Diane Brock","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJI/T","Michelle Chung","2022-12-23","West CSR","W_User.2",90,400000,518378,417261,375535,689674
"Michelle Chung","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38X/T",,"2022-04-17","CEO","User.165",105,500000,553888,488620,513051,941078
"Mark Kingston","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37f/T","Acme Dispatcher","2022-08-27","Omega, Inc. Customer Executive","User.026",55,200000,236845,254511,139981,228262
"Tim Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c377/T","Acme Dispatcher","2022-05-17","Customer Service Agent","User.031",85,400000,475411,428416,364154,661305
"Linda Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36n/T","Acme Dispatcher","2022-07-09","Customer Service Agent","User.032",40,300000,332089,405820,162328,246367
"Ted Data","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36t/T","Acme Dispatcher","2022-11-06","Director of Finance","User.006",60,200000,237589,231032,138619,169738
"Sue Marketing","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37a/T","Acme Dispatcher","2022-03-26","VP of Marketing","User.017",80,300000,334493,328266,262613,471465
