"OWNERUNIQUEUSERNAME","ISHIGHPRIORITY","OWNERID","ACCOUNTRECORDTYPENAME","ACCOUNTTYPE","OWNERSTATE","ACTIVITYDATE","PRIORITY","CREATEDDATE","OWNERCITY","STATUS","DESCRIPTION","OWNERROLENAME","EVENTSUBTYPE","ACCOUNTID","OWNERSMALLPHOTOURL","DUEDATE","TYPE","ANALYTICSDEMO_BATCH_ID_C","ACCOUNTINVESTMENTOBJECTIVES","REGARDING","TASKSUBTYPE","ACCOUNTNAME","ACCOUNTINVESTMENTEXPERIENCE","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","OWNERNAME","ACCOUNTBALANCEBUCKET","CALLTYPE","SUBJECT","OWNEREMAIL"
"Brenda Banker","true","0051U000005KhW6QAK","Household","Customer","NY","2019-08-16","High","2018-04-30","New York","Completed","-","Manager","Call","0011U00000KuFm3QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-16","Email","20190829135125753975","Growth","Prospecting","Call","Emma Schultz","Experienced","2019-08-29","Affluent Professionals","Mark Garet","1. Less than 50k","Event","Summit","mark.garet@example.com"
"Allen Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-28","High","2019-01-29","Chicago","Completed","-","Manager","Call","0011U00000KuFm4QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-28","Email","20190829135125753975","Income","Client Retention","Call","Kennedy Cotton","Experienced","2019-08-29","Millennials","Allen Advisor","1. Less than 50k","Event","Lunch Meeting","allen.advisor@example.com"
"Mark Garet","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-28","High","2018-09-27","New York","Completed","-","Manager","Call","0011U00000KuFm5QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-28","Email","20190829135125753975","Income","Prospecting","Call","George Woods","Experienced","2019-08-29","Mass Market","Mark Garet","1. Less than 50k","Event","Lunch Meeting","mark.garet@example.com"
"Mark Garet","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-07-30","High","2018-06-11","New York","Completed","-","Manager","Call","0011U00000KuFm6QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-07-30","Meeting","20190829135125753975","Balanced Growth","Onboarding","Call","Leigh Webster","Experienced","2019-08-29","Mass Market","Mark Garet","2. Between 50k and 250k","Event","Send Birthday Gift","mark.garet@example.com"
"Allen Advisor","true","0051U000005L4E9QAK","Individual","Customer","CA","2019-08-01","High","2018-11-02","San Francisco","Completed","-","Manager","Call","0011U00000KuFm7QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-01","Email","20190829135125753975","Balanced Growth","Service","Call","Medge Livingston","Moderately Experienced","2019-08-29","Millennials","Brenda Banker","2. Between 50k and 250k","Event","Send Birthday Gift","sunil.dixit@example.com"
"Brenda Banker","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-02","High","2019-07-17","Florida","Completed","-","Manager","Call","0011U00000KuFm8QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-02","Meeting","20190829135125753975","Growth","Prospecting","Call","Donna Oneil","Moderately Experienced","2019-08-29","Mass Market","Chelsea Advisor","1. Less than 50k","Event","Send Birthday Gift","ryan.dobson@example.com"
"Chelsea Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-01","High","2019-04-14","New York","Completed","-","Manager","Call","0011U00000KuFmAQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-01","Call","20190829135125753975","Growth","Onboarding","Call","Yolanda Tate","Inexperienced","2019-08-29","Mass Market","Mark Garet","2. Between 50k and 250k","Event","Summit","mark.garet@example.com"
"Allen Advisor","true","0051U000005JQyrQAG","Household","Customer","IL","2019-08-02","High","2018-12-07","Chicago","Completed","-","Manager","Call","0011U00000KuFmDQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-02","Other","20190829135125753975","Growth","Prospecting","Call","Elaine Barton","Experienced","2019-08-29","Mass Market","Allen Advisor","1. Less than 50k","Event","Discussion","allen.advisor@example.com"
"Mark Garet","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-16","High","2019-06-11","San Francisco","Completed","-","Manager","Call","0011U00000KuFmEQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-16","Other","20190829135125753975","Income","Onboarding","Call","Harlan Humphrey","Moderately Inexperienced","2019-08-29","Millennials","Brenda Banker","1. Less than 50k","Event","Summit","sunil.dixit@example.com"
"Allen Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-24","High","2019-07-23","Florida","Completed","-","Manager","Call","0011U00000KuFmFQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-24","Meeting","20190829135125753975","Aggressive Growth","Onboarding","Call","Arden Green","Moderately Experienced","2019-08-29","Retired","Chelsea Advisor","1. Less than 50k","Event","Sync Up","ryan.dobson@example.com"
"Brenda Banker","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-04","High","2018-03-09","Chicago","Completed","-","Manager","Call","0011U00000KuFmGQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-04","Call","20190829135125753975","Aggressive Growth","Service","Call","Hyacinth Avery","Inexperienced","2019-08-29","Mass Market","Allen Advisor","2. Between 50k and 250k","Event","Sync Up","allen.advisor@example.com"
"Allen Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-02","High","2018-03-18","Florida","Completed","-","Manager","Call","0011U00000KuFmIQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-02","Email","20190829135125753975","Income","Onboarding","Call","Cally Slater","Moderately Inexperienced","2019-08-29","Mass Market","Chelsea Advisor","1. Less than 50k","Event","Send Birthday Gift","ryan.dobson@example.com"
"Brenda Banker","true","0051U000005JQyrQAG","Household","Customer","IL","2019-08-15","High","2018-12-24","Chicago","Completed","-","Manager","Call","0011U00000KuFmJQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-15","Email","20190829135125753975","Balanced Growth","Onboarding","Call","Blossom Cole","Moderately Experienced","2019-08-29","Mass Market","Allen Advisor","2. Between 50k and 250k","Event","Lunch Meeting","allen.advisor@example.com"
"Chelsea Advisor","true","0051U000005L6eJQAS","Household","Customer","FL","2019-07-31","High","2019-04-23","Florida","Completed","-","Manager","Call","0011U00000KuFmKQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-07-31","Meeting","20190829135125753975","Balanced Growth","Onboarding","Call","Dacey Riley","Inexperienced","2019-08-29","Affluent Professionals","Chelsea Advisor","2. Between 50k and 250k","Event","Lunch Meeting","ryan.dobson@example.com"
"Mark Garet","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-10","High","2018-10-25","San Francisco","Completed","-","Manager","Call","0011U00000KuFmLQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-10","Email","20190829135125753975","Aggressive Growth","Onboarding","Call","Mari Bright","Moderately Experienced","2019-08-29","Retired","Brenda Banker","1. Less than 50k","Event","Discussion","sunil.dixit@example.com"
"Brenda Banker","true","0051U000005JQyrQAG","Individual","Customer","IL","2019-08-12","High","2019-07-27","Chicago","Completed","-","Manager","Call","0011U00000KuFmMQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-12","Email","20190829135125753975","Income","Client Retention","Call","Eagan Mejia","Inexperienced","2019-08-29","Mass Market","Allen Advisor","1. Less than 50k","Event","Summit","allen.advisor@example.com"
"Brenda Banker","true","0051U000005L4E9QAK","Household","Customer","CA","2019-08-22","High","2018-03-09","San Francisco","Completed","-","Manager","Call","0011U00000KuFmNQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-22","Other","20190829135125753975","Balanced Growth","Onboarding","Call","Aphrodite Stevens","Experienced","2019-08-29","Affluent Professionals","Brenda Banker","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","sunil.dixit@example.com"
"Mark Garet","true","0051U000005L6eJQAS","Individual","Customer","FL","2019-08-01","High","2018-04-07","Florida","Completed","-","Manager","Call","0011U00000KuFmOQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-01","Other","20190829135125753975","Growth","Prospecting","Call","Berk Hart","Moderately Inexperienced","2019-08-29","Affluent Professionals","Chelsea Advisor","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","ryan.dobson@example.com"
"Brenda Banker","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-07","High","2018-03-20","New York","Completed","-","Manager","Call","0011U00000KuFmQQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-07","Meeting","20190829135125753975","Aggressive Growth","Client Retention","Call","Zephania Bishop","Moderately Inexperienced","2019-08-29","High Net Worth Families","Mark Garet","1. Less than 50k","Event","Sync Up","mark.garet@example.com"
"Chelsea Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-05","High","2018-07-20","San Francisco","Completed","-","Manager","Call","0011U00000KuFmRQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-05","Call","20190829135125753975","Aggressive Growth","Service","Call","Nash Dickerson","Experienced","2019-08-29","Mass Market","Brenda Banker","1. Less than 50k","Event","Summit","sunil.dixit@example.com"
"Allen Advisor","true","0051U000005L4E9QAK","Individual","Customer","CA","2019-08-15","High","2019-08-10","San Francisco","Completed","-","Manager","Call","0011U00000KuFmSQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-15","Meeting","20190829135125753975","Income","Client Retention","Call","Dante Haney","Experienced","2019-08-29","Retired","Brenda Banker","2. Between 50k and 250k","Event","Lunch Meeting","sunil.dixit@example.com"
"Chelsea Advisor","true","0051U000005JQyrQAG","Household","Customer","IL","2019-08-15","High","2019-05-29","Chicago","Completed","-","Manager","Call","0011U00000KuFmTQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-15","Call","20190829135125753975","Aggressive Growth","Prospecting","Call","Lynn Jacobson","Inexperienced","2019-08-29","Millennials","Allen Advisor","2. Between 50k and 250k","Event","Discussion","allen.advisor@example.com"
"Chelsea Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-09","High","2018-09-29","San Francisco","Completed","-","Manager","Call","0011U00000KuFmUQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-09","Meeting","20190829135125753975","Growth","Service","Call","Patience Hutchinson","Moderately Inexperienced","2019-08-29","High Net Worth Families","Brenda Banker","2. Between 50k and 250k","Event","Sync Up","sunil.dixit@example.com"
"Chelsea Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-27","High","2018-08-24","San Francisco","Completed","-","Manager","Call","0011U00000KuFmVQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-27","Call","20190829135125753975","Balanced Growth","Service","Call","Hamish Kirby","Experienced","2019-08-29","Affluent Professionals","Brenda Banker","2. Between 50k and 250k","Event","Discussion","sunil.dixit@example.com"
"Allen Advisor","true","0051U000005L6eJQAS","Household","Customer","FL","2019-08-11","High","2018-11-10","Florida","Completed","-","Manager","Call","0011U00000KuFmWQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-11","Email","20190829135125753975","Income","Onboarding","Call","Sopoline Shepherd","Inexperienced","2019-08-29","Affluent Professionals","Chelsea Advisor","1. Less than 50k","Event","Discussion","ryan.dobson@example.com"
"Allen Advisor","true","0051U000005JQyrQAG","Household","Customer","IL","2019-08-27","High","2019-01-11","Chicago","Completed","-","Manager","Call","0011U00000KuFmXQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-27","Email","20190829135125753975","Growth","Prospecting","Call","Jeanette Vincent","Moderately Experienced","2019-08-29","Mass Market","Allen Advisor","2. Between 50k and 250k","Event","Discussion","allen.advisor@example.com"
"Chelsea Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-17","High","2018-09-24","New York","Completed","-","Manager","Call","0011U00000KuFmbQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-17","Call","20190829135125753975","Income","Prospecting","Call","Tiger Clay","Inexperienced","2019-08-29","Mass Market","Mark Garet","1. Less than 50k","Event","Lunch Meeting","mark.garet@example.com"
"Chelsea Advisor","true","0051U000005L4E9QAK","Household","Customer","CA","2019-07-31","High","2018-05-28","San Francisco","Completed","-","Manager","Call","0011U00000KuFmcQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-07-31","Other","20190829135125753975","Growth","Client Retention","Call","Xandra Ferguson","Moderately Experienced","2019-08-29","Retired","Brenda Banker","2. Between 50k and 250k","Event","Discussion","sunil.dixit@example.com"
"Mark Garet","true","0051U000005L4E9QAK","Individual","Customer","CA","2019-08-27","High","2018-07-05","San Francisco","Completed","-","Manager","Call","0011U00000KuFmdQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-27","Meeting","20190829135125753975","Income","Client Retention","Call","Leilani Evans","Inexperienced","2019-08-29","Mass Market","Brenda Banker","1. Less than 50k","Event","Evaluate Refinancing Loan","sunil.dixit@example.com"
"Allen Advisor","true","0051U000005L6eJQAS","Household","Customer","FL","2019-08-14","High","2018-05-10","Florida","Completed","-","Manager","Call","0011U00000KuFmeQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-14","Other","20190829135125753975","Income","Onboarding","Call","Xena Ewing","Moderately Inexperienced","2019-08-29","Affluent Professionals","Chelsea Advisor","1. Less than 50k","Event","Quarterly Earnings Summary","ryan.dobson@example.com"
"Allen Advisor","true","0051U000005KhW6QAK","Household","Customer","NY","2019-08-21","High","2018-07-08","New York","Completed","-","Manager","Call","0011U00000KuFmfQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-21","Other","20190829135125753975","Income","Onboarding","Call","Cade Keller","Inexperienced","2019-08-29","High Net Worth Families","Mark Garet","2. Between 50k and 250k","Event","Send Birthday Gift","mark.garet@example.com"
"Chelsea Advisor","true","0051U000005L4E9QAK","Individual","Customer","CA","2019-08-09","High","2018-05-18","San Francisco","Completed","-","Manager","Call","0011U00000KuFmhQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-09","Call","20190829135125753975","Income","Onboarding","Call","Upton Reed","Inexperienced","2019-08-29","Mass Market","Brenda Banker","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","sunil.dixit@example.com"
"Chelsea Advisor","true","0051U000005KhW6QAK","Household","Customer","NY","2019-08-17","High","2018-09-24","New York","Completed","-","Manager","Call","0011U00000KuFmjQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-17","Meeting","20190829135125753975","Growth","Service","Call","April Garza","Moderately Inexperienced","2019-08-29","Affluent Professionals","Mark Garet","2. Between 50k and 250k","Event","Sync Up","mark.garet@example.com"
"Chelsea Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-02","High","2018-04-07","Chicago","Completed","-","Manager","Call","0011U00000KuFmnQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-02","Call","20190829135125753975","Income","Onboarding","Call","Eagan Reese","Moderately Experienced","2019-08-29","Affluent Professionals","Allen Advisor","2. Between 50k and 250k","Event","Discussion","allen.advisor@example.com"
