"OWNERUNIQUEUSERNAME","OWNERID","PRIMARYCONTACTGENDER","OWNERSTATE","AGEBUCKET","SERVICEMODEL","INVESTMENTOBJECTIVES","CREATEDDATE","OWNERCITY","STATUS","MARKETINGSEGMENT","RELATIONSHIPSTARTDATE","RECORDTYPENAME","OWNERROLENAME","BALANCEBUCKET","BILLINGSTREET","OWNERSMALLPHOTOURL","ID","INVESTMENTEXPERIENCE","BILLINGCITY","ANALYTICSDEMO_BATCH_ID_C","BILLINGSTATE","CLIENTCATEGORYCUSTOM","LastProcessedDate","LASTINTERACTION","NEXTREVIEW","PRIMARYCONTACTEMAIL","OWNERNAME","NAME","BILLINGCOUNTRY","RATING","YEARSSINCECLIENTBUCKET","CUSTOMERSEGMENT","OWNEREMAIL","OWNERSHIP","YEARSTARTED","PRIMARYCONTACTAGE","DAYSSINCELASTINTERACTION","YEARSSINCECLIENT","PRIMARYCONTACTANNUALINCOME"
"Brenda Banker","0051U000005L4E9QAK","Female","CA","5. > 69","Tier 2","Growth","2018-03-30","San Francisco","Active","Millennials","2015-12-06","Household","Manager","1. Less than 50k","961 Parker Shoal","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFk6QAF","Moderately Experienced","South Dustin","20190823114923194298","CA","5 - Standard","2019-10-07","2019-04-20","2018-05-29","user-800@fsc-demo.com","Brenda Banker","Hall Stephenson","USA","Hot","6. Greater than 15Y","Mass Affluent","sunil.dixit@example.com","Other",1929,73,125,2017,69157
"Allen Advisor","0051U000005JQyrQAG","Female","IL","3. 30-49","Tier 3","Balanced Growth","2019-04-08","Chicago","Prospect","Millennials","2017-03-14","Person Account","Manager","2. Between 50k and 250k","2437 Wilson Roads","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFk7QAF","Moderately Experienced","East Jamie","20190823114923194298","NY","3 - Silver","2019-10-07","2019-06-22","2019-08-02","user-801@fsc-demo.com","Allen Advisor","Noah Whitfield","USA","Hot","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Other",1926,48,61,2018,244577
"Allen Advisor","0051U000005JQyrQAG","Female","IL","2. 18-29","Tier 1","Aggressive Growth","2018-07-09","Chicago","Active","Affluent Professionals","2017-07-15","Person Account","Manager","1. Less than 50k","623 Angela Extension","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFk8QAF","Moderately Inexperienced","Ballhaven","20190823114923194298","CA","2 - Gold","2019-10-07","2019-01-03","2019-07-05","user-802@fsc-demo.com","Allen Advisor","Chanda Bruce","USA","Cool","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Subsidiary",1901,29,232,2019,144607
"Chelsea Advisor","0051U000005L6eJQAS","Female","FL","3. 30-49","Tier 3","Aggressive Growth","2019-04-06","Florida","Onboarding","Mass Market","2010-06-24","Household","Manager","2. Between 50k and 250k","109 Brian Neck","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFk9QAF","Moderately Experienced","Lake Sarah","20190823114923194298","NY","2 - Gold","2019-10-07","2019-05-20","2019-05-21","user-803@fsc-demo.com","Chelsea Advisor","Brenden Lamb","USA","Cool","6. Greater than 15Y","Long Term Growth","ryan.dobson@example.com","Public",2008,31,95,2012,179140
"Chelsea Advisor","0051U000005L6eJQAS","Female","FL","3. 30-49","Tier 1","Balanced Growth","2018-08-19","Florida","Prospect","High Net Worth Families","2011-11-27","Household","Manager","1. Less than 50k","40270 Taylor Fords","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFkAQAV","Inexperienced","Wilsonmouth","20190823114923194298","CA","2 - Gold","2019-10-07","2019-05-01","2018-03-02","user-804@fsc-demo.com","Chelsea Advisor","Jane Estes","USA","Cool","6. Greater than 15Y","Mass Affluent","ryan.dobson@example.com","Private",1889,46,113,2017,202768
"Allen Advisor","0051U000005JQyrQAG","Male","IL","2. 18-29","Tier 1","Income","2018-05-16","Chicago","Active","Affluent Professionals","2014-06-22","Individual","Manager","2. Between 50k and 250k","8973 Elizabeth Dam","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFkBQAV","Experienced","Kimberlytown","20190823114923194298","CA","2 - Gold","2019-10-07","2018-11-10","2019-06-04","user-805@fsc-demo.com","Allen Advisor","Clayton Griffith","USA","Cool","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Private",1962,29,286,2018,231915
"Allen Advisor","0051U000005JQyrQAG","Female","IL","4. 50-69","Tier 2","Aggressive Growth","2018-08-19","Chicago","Active","High Net Worth Families","2009-12-06","Person Account","Manager","2. Between 50k and 250k","570 Amanda Port","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFkCQAV","Experienced","Barreraburgh","20190823114923194298","CA","2 - Gold","2019-10-07","2019-07-10","2019-01-13","user-806@fsc-demo.com","Allen Advisor","Connor Hardin","USA","Hot","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Other",1897,68,44,2010,182911
"Allen Advisor","0051U000005JQyrQAG","Male","IL","5. > 69","Tier 3","Balanced Growth","2018-05-09","Chicago","Active","Mass Market","2010-11-14","Person Account","Manager","1. Less than 50k","050 Ramos Field","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFkDQAV","Inexperienced","West Ryan","20190823114923194298","MI","1 - Platinum","2019-10-07","2018-12-06","2018-05-29","user-807@fsc-demo.com","Allen Advisor","Jared Ray","USA","Warm","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Other",1933,70,260,2018,209999
"Brenda Banker","0051U000005L4E9QAK","Male","CA","3. 30-49","Tier 2","Aggressive Growth","2019-01-31","San Francisco","Active","Retired","2018-09-22","Person Account","Manager","2. Between 50k and 250k","2656 Tran Union","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFkEQAV","Experienced","West Sarah","20190823114923194298","NY","2 - Gold","2019-10-07","2019-04-09","2018-05-28","user-808@fsc-demo.com","Brenda Banker","Brennan Mccoy","USA","Cool","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Other",1909,34,136,2018,163190
"Chelsea Advisor","0051U000005L6eJQAS","Male","FL","3. 30-49","Tier 3","Aggressive Growth","2018-08-16","Florida","Active","Mass Market","2017-10-07","Person Account","Manager","2. Between 50k and 250k","60039 Scott Key","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFkFQAV","Moderately Experienced","West Andreatown","20190823114923194298","CA","2 - Gold","2019-10-07","2019-07-30","2019-02-21","user-809@fsc-demo.com","Chelsea Advisor","Fritz Parsons","USA","Cool","6. Greater than 15Y","Mass Affluent","ryan.dobson@example.com","Private",1989,32,23,2018,148564
"Allen Advisor","0051U000005JQyrQAG","Male","IL","4. 50-69","Tier 1","Balanced Growth","2019-07-02","Chicago","Active","Retired","2011-08-02","Individual","Manager","1. Less than 50k","36018 Ward Village","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFkGQAV","Experienced","Port Jamesshire","20190823114923194298","NY","3 - Silver","2019-10-07","2019-07-31","2018-10-17","user-810@fsc-demo.com","Allen Advisor","Emi Bush","USA","Cool","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Public",2005,50,23,2015,201695
"Allen Advisor","0051U000005JQyrQAG","Male","IL","4. 50-69","Tier 3","Aggressive Growth","2019-07-26","Chicago","Prospect","Mass Market","2015-05-21","Person Account","Manager","1. Less than 50k","83415 Young Brook","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFkHQAV","Experienced","New Lindsayview","20190823114923194298","NY","1 - Platinum","2019-10-07","2019-08-17","2018-12-03","user-811@fsc-demo.com","Allen Advisor","Jameson Mosley","USA","Warm","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Public",1995,55,5,2017,101702
"Allen Advisor","0051U000005JQyrQAG","Male","IL","5. > 69","Tier 1","Balanced Growth","2019-07-15","Chicago","Active","Mass Market","2017-06-14","Person Account","Manager","2. Between 50k and 250k","4234 Dustin Square","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFkIQAV","Moderately Inexperienced","Vargasside","20190823114923194298","NY","2 - Gold","2019-10-07","2019-08-04","2018-10-28","user-812@fsc-demo.com","Allen Advisor","Sasha Hardin","USA","Warm","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Private",1947,71,19,2018,232020
"Allen Advisor","0051U000005JQyrQAG","Female","IL","5. > 69","Tier 1","Income","2018-08-09","Chicago","Active","Millennials","2018-10-03","Household","Manager","2. Between 50k and 250k","6023 Eduardo Way","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFkJQAV","Experienced","West Davidborough","20190823114923194298","CA","5 - Standard","2019-10-07","2019-01-14","2018-11-01","user-813@fsc-demo.com","Allen Advisor","James Lane","USA","Cool","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Other",1953,74,220,2019,186859
"Allen Advisor","0051U000005JQyrQAG","Male","IL","3. 30-49","Tier 1","Income","2019-05-25","Chicago","Prospect","Mass Market","2010-09-06","Person Account","Manager","2. Between 50k and 250k","7683 Green Manor","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFkKQAV","Experienced","Davismouth","20190823114923194298","CA","2 - Gold","2019-10-07","2019-05-25","2018-10-09","user-814@fsc-demo.com","Allen Advisor","Darius Everett","USA","Hot","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Other",1957,49,89,2015,68038
"Chelsea Advisor","0051U000005L6eJQAS","Male","FL","4. 50-69","Tier 3","Growth","2019-02-09","Florida","Active","High Net Worth Families","2011-10-14","Person Account","Manager","2. Between 50k and 250k","10238 Hall Mountains","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFkLQAV","Experienced","New Jeanette","20190823114923194298","NY","2 - Gold","2019-10-07","2019-04-19","2018-11-19","user-815@fsc-demo.com","Chelsea Advisor","Robert Osborn","USA","Cool","6. Greater than 15Y","Long Term Growth","ryan.dobson@example.com","Private",1882,61,126,2017,161227
"Allen Advisor","0051U000005JQyrQAG","Male","IL","5. > 69","Tier 3","Aggressive Growth","2018-06-08","Chicago","Onboarding","High Net Worth Families","2018-04-05","Person Account","Manager","1. Less than 50k","8263 Monica Hollow","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFkMQAV","Moderately Experienced","West Jennifer","20190823114923194298","CA","5 - Standard","2019-10-07","2018-12-21","2018-05-18","user-816@fsc-demo.com","Allen Advisor","Ivana Anderson","USA","Cool","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Private",1888,73,245,2018,118963
"Chelsea Advisor","0051U000005L6eJQAS","Male","FL","3. 30-49","Tier 3","Aggressive Growth","2019-05-02","Florida","Active","Mass Market","2010-03-31","Person Account","Manager","1. Less than 50k","69553 Brown Lakes","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFkNQAV","Moderately Inexperienced","South Meganport","20190823114923194298","NY","2 - Gold","2019-10-07","2019-05-24","2019-03-15","user-817@fsc-demo.com","Chelsea Advisor","Kylie Pratt","USA","Cool","6. Greater than 15Y","Long Term Growth","ryan.dobson@example.com","Private",1943,45,90,2017,138760
"Allen Advisor","0051U000005JQyrQAG","Female","IL","4. 50-69","Tier 2","Growth","2019-03-25","Chicago","Onboarding","High Net Worth Families","2014-10-24","Individual","Manager","1. Less than 50k","4687 Smith Mill","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFkOQAV","Inexperienced","New Jacobberg","20190823114923194298","NY","1 - Platinum","2019-10-07","2019-07-26","2019-05-22","user-818@fsc-demo.com","Allen Advisor","Wade Francis","USA","Cool","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Other",1978,59,28,2017,170214
"Mark Garet","0051U000005KhW6QAK","Male","NY","3. 30-49","Tier 2","Aggressive Growth","2019-02-20","New York","Active","Retired","2011-07-02","Person Account","Manager","2. Between 50k and 250k","4137 Robertson Extensions","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFkPQAV","Experienced","Lake Shannon","20190823114923194298","NY","3 - Silver","2019-10-07","2019-04-27","2018-11-04","user-819@fsc-demo.com","Mark Garet","Justina Harding","USA","Hot","6. Greater than 15Y","Long Term Growth","mark.garet@example.com","Other",1968,34,118,2011,168601
"Brenda Banker","0051U000005L4E9QAK","Male","CA","5. > 69","Tier 2","Growth","2018-12-27","San Francisco","Active","Millennials","2017-03-17","Individual","Manager","1. Less than 50k","221 Pham Islands","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFkQQAV","Experienced","North Joshua","20190823114923194298","NY","2 - Gold","2019-10-07","2019-07-04","2019-05-23","user-820@fsc-demo.com","Brenda Banker","Blossom Underwood","USA","Warm","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Private",1997,73,50,2019,182146
"Chelsea Advisor","0051U000005L6eJQAS","Male","FL","4. 50-69","Tier 3","Aggressive Growth","2018-06-29","Florida","Onboarding","Millennials","2013-09-14","Person Account","Manager","2. Between 50k and 250k","84434 Cheryl Stravenue","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFkRQAV","Moderately Inexperienced","Bauerchester","20190823114923194298","TX","3 - Silver","2019-10-07","2019-05-14","2018-05-10","user-821@fsc-demo.com","Chelsea Advisor","Marah Raymond","USA","Warm","6. Greater than 15Y","Mass Affluent","ryan.dobson@example.com","Subsidiary",1910,54,101,2017,131039
"Mark Garet","0051U000005KhW6QAK","Male","NY","3. 30-49","Tier 1","Balanced Growth","2018-05-27","New York","Active","Millennials","2010-04-23","Person Account","Manager","1. Less than 50k","2287 Tammy Route","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFkSQAV","Experienced","West Eduardo","20190823114923194298","NY","2 - Gold","2019-10-07","2018-06-30","2018-07-29","user-822@fsc-demo.com","Mark Garet","Susan Gross","USA","Warm","6. Greater than 15Y","Long Term Growth","mark.garet@example.com","Other",1985,48,419,2014,64118
"Chelsea Advisor","0051U000005L6eJQAS","Female","FL","4. 50-69","Tier 1","Balanced Growth","2018-11-12","Florida","Active","Millennials","2014-02-26","Person Account","Manager","2. Between 50k and 250k","798 Marie Forks","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFkTQAV","Experienced","South Charlesmouth","20190823114923194298","CA","5 - Standard","2019-10-07","2019-08-16","2018-03-27","user-823@fsc-demo.com","Chelsea Advisor","Harper Ashley","USA","Hot","6. Greater than 15Y","Mass Affluent","ryan.dobson@example.com","Other",2003,64,6,2014,59228
"Allen Advisor","0051U000005JQyrQAG","Male","IL","2. 18-29","Tier 2","Balanced Growth","2019-06-07","Chicago","Onboarding","Retired","2015-02-23","Person Account","Manager","2. Between 50k and 250k","1980 Solomon Crossroad","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFkUQAV","Experienced","Port Gary","20190823114923194298","CA","1 - Platinum","2019-10-07","2019-06-19","2018-04-12","user-824@fsc-demo.com","Allen Advisor","Ahmed Lamb","USA","Hot","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Other",1891,29,64,2017,149045
"Allen Advisor","0051U000005JQyrQAG","Male","IL","2. 18-29","Tier 1","Income","2019-07-01","Chicago","Active","Millennials","2010-09-16","Household","Manager","1. Less than 50k","744 Michael River","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFkVQAV","Moderately Experienced","East Stacey","20190823114923194298","CA","3 - Silver","2019-10-07","2019-08-16","2019-08-12","user-825@fsc-demo.com","Allen Advisor","Elaine Charles","USA","Cool","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Other",1924,24,6,2013,227065
"Chelsea Advisor","0051U000005L6eJQAS","Male","FL","4. 50-69","Tier 3","Income","2019-03-13","Florida","Active","Mass Market","2014-02-21","Individual","Manager","2. Between 50k and 250k","7401 Bennett Parkways","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFkWQAV","Moderately Experienced","South Lisafort","20190823114923194298","CA","3 - Silver","2019-10-07","2019-08-10","2018-06-04","user-826@fsc-demo.com","Chelsea Advisor","Ignacia Ayala","USA","Hot","6. Greater than 15Y","Long Term Growth","ryan.dobson@example.com","Other",2001,64,12,2015,190695
"Mark Garet","0051U000005KhW6QAK","Female","NY","2. 18-29","Tier 3","Growth","2018-08-10","New York","Active","Mass Market","2017-11-10","Person Account","Manager","1. Less than 50k","97706 Stacy Forest","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFkXQAV","Moderately Experienced","Wellsmouth","20190823114923194298","PA","1 - Platinum","2019-10-07","2019-07-04","2019-03-29","user-827@fsc-demo.com","Mark Garet","Preston Watts","USA","Warm","6. Greater than 15Y","Mass Affluent","mark.garet@example.com","Other",1970,27,49,2018,205577
"Mark Garet","0051U000005KhW6QAK","Male","NY","4. 50-69","Tier 3","Balanced Growth","2018-07-22","New York","Active","Affluent Professionals","2017-07-06","Person Account","Manager","2. Between 50k and 250k","95429 Tonya Dam","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFkYQAV","Moderately Experienced","Smithbury","20190823114923194298","NY","5 - Standard","2019-10-07","2018-08-10","2018-06-05","user-828@fsc-demo.com","Mark Garet","Felix Christian","USA","Warm","6. Greater than 15Y","Mass Affluent","mark.garet@example.com","Private",2003,62,378,2018,129532
"Chelsea Advisor","0051U000005L6eJQAS","Female","FL","3. 30-49","Tier 1","Income","2018-09-07","Florida","Active","High Net Worth Families","2012-01-15","Person Account","Manager","2. Between 50k and 250k","6024 Brian Land","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFkZQAV","Moderately Experienced","New James","20190823114923194298","NJ","5 - Standard","2019-10-07","2019-02-24","2019-08-14","user-829@fsc-demo.com","Chelsea Advisor","Ali Ayala","USA","Warm","6. Greater than 15Y","Mass Affluent","ryan.dobson@example.com","Private",1914,31,179,2012,190519
