"HOUSEHOLD","OWNERTITLE","OWNERUNIQUEUSERNAME","OWNERID","OWNERSTATE","HOUSEHOLDCREATEDDATE","ACCOUNTCLIENTCATEGORYCUSTOM","ACCOUNTRELATIONSHIPSTARTDATE","LASTMODIFIEDDATE","ACCOUNTSERVICEMODEL","HELDAWAY","ACCOUNTBILLINGCITY","OWNERPHONE","CREATEDDATE","OWNERCITY","RECORDTYPENAME","OWNERROLENAME","ACCOUNTID","HOUSEHOLDNAME","OWNERSMALLPHOTOURL","ID","ACCOUNTYEARSSINCECLIENTBUCKET","ACCOUNTLASTINTERACTION","ACCOUNTAGEBUCKET","ANALYTICSDEMO_BATCH_ID_C","ACCOUNTINVESTMENTOBJECTIVES","ACCOUNTNAME","ACCOUNTNEXTREVIEW","LastProcessedDate","PRIMARYOWNER","ACCOUNTCREATEDDATE","ACCOUNTMARKETINGSEGMENT","OWNERNAME","NAME","ACCOUNTBALANCEBUCKET","FINANCIALACCOUNTTYPE","ACCOUNTPRIMARYCONTACTGENDER","ACCOUNTBILLINGSTATE","ACCOUNTSTATUS","MANAGE","OWNEREMAIL","OWNERSHIP","DepositAndInvestmentBalanceAmount","LOANAMOUNT","BALANCEAMOUNT","INVESTMENTAMOUNT","ACCOUNTYEARSSINCECLIENT","ACCOUNTDAYSSINCELASTINTERACTION"
,"Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2019-03-21","2 - Gold","2015-07-30","2019-08-20","Tier 1","true","Booneberg",,"2020-07-02","Chicago","Savings Account","Manager","0011U00000KuFkiQAF",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFkiQAF-1683","6. Greater than 15Y","2019-07-23T04:24:10","2. 18-29","2.01908231740307E+019","Growth","Britanney Fuentes","2018-09-24","2020-07-06","0051U000005JQyrQAG","2019-03-21","Retired","Allen Advisor","Britanney Fuentes Savings1683","2. Between 50k and 250k","Savings","Male","CA","Onboarding","false","allen.advisor@example.com","Trust",528411,3671,342681,185730,2019,31
,"Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2019-03-21","2 - Gold","2015-07-30","2019-08-21","Tier 1","false","Booneberg",,"2020-07-02","Chicago","Savings Account","Manager","0011U00000KuFkiQAF",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFkiQAF-1684","6. Greater than 15Y","2019-07-23T04:24:10","2. 18-29","2.01908231740307E+019","Growth","Britanney Fuentes","2018-09-24","2020-07-06","0051U000005JQyrQAG","2019-03-21","Retired","Allen Advisor","Britanney Fuentes Savings1684","2. Between 50k and 250k","Savings","Male","CA","Onboarding","true","allen.advisor@example.com","Individual",479248,4066,315714,163534,2019,31
"0011U00000Kcp1PQAR","Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2019-03-21","2 - Gold","2015-07-30","2019-08-23","Tier 1","true","Booneberg",,"2020-07-05","Chicago","Mutual Fund Investment","Manager","0011U00000KuFkiQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFkiQAF-1685","6. Greater than 15Y","2019-07-23T04:24:10","2. 18-29","2.01908231740307E+019","Growth","Britanney Fuentes","2018-09-24","2020-07-06","0051U000005JQyrQAG","2019-03-21","Retired","Allen Advisor","Britanney Fuentes Mutual Fund1685","2. Between 50k and 250k","Mutual Fund","Male","CA","Onboarding","false","allen.advisor@example.com","Trust",457732,4378,264642,193090,2019,31
"0011U00000Kcp1KQAR","Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2019-07-28","2 - Gold","2012-07-02","2019-08-23","Tier 2","false","Smithton",,"2020-07-05","Chicago","Savings Account","Manager","0011U00000KuFkjQAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFkjQAF-1686","6. Greater than 15Y","2019-08-03T18:04:52","4. 50-69","2.01908231740307E+019","Income","Quynn Mccormick","2019-01-01","2020-07-06","0051U000005JQyrQAG","2019-07-28","High Net Worth Families","Allen Advisor","Quynn Mccormick Savings1686","2. Between 50k and 250k","Savings","Male","NY","Active","true","allen.advisor@example.com","Trust",506173,3474,355661,150512,2017,19
"0011U00000Kcp1PQAR","Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2019-07-28","2 - Gold","2012-07-02","2019-08-22","Tier 2","false","Smithton",,"2020-07-04","Chicago","Bank Account","Manager","0011U00000KuFkjQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFkjQAF-1687","6. Greater than 15Y","2019-08-03T18:04:52","4. 50-69","2.01908231740307E+019","Income","Quynn Mccormick","2019-01-01","2020-07-06","0051U000005JQyrQAG","2019-07-28","High Net Worth Families","Allen Advisor","Quynn Mccormick Checking1687","2. Between 50k and 250k","Checking","Male","NY","Active","true","allen.advisor@example.com","Trust",446460,2992,270770,175690,2017,19
,"Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2019-05-19","5 - Standard","2016-07-14","2019-08-23","Tier 3","false","East Victoriahaven",,"2020-07-05","Chicago","Investment Account","Manager","0011U00000KuFkkQAF",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFkkQAF-1688","6. Greater than 15Y","2019-06-09T04:59:44","4. 50-69","2.01908231740307E+019","Growth","Heather Koch","2019-06-04","2020-07-06","0051U000005JQyrQAG","2019-05-19","High Net Worth Families","Allen Advisor","Heather Koch Managed Account1688","2. Between 50k and 250k","Managed Account","Female","CA","Prospect","true","allen.advisor@example.com","Trust",545931,4184,394326,151605,2017,75
"0011U00000Kcp1PQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-07-23","5 - Standard","2013-03-10","2019-08-22","Tier 3","false","Jenniferbury",,"2020-07-01","San Francisco","Investment Account","Manager","0011U00000KuFklQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFklQAF-1689","6. Greater than 15Y","2019-06-20T18:45:09","3. 30-49","2.01908231740307E+019","Aggressive Growth","Ulric Koch","2018-06-07","2020-07-06","0051U000005L4E9QAK","2018-07-23","Millennials","Brenda Banker","Ulric Koch Brokerage1689","2. Between 50k and 250k","Brokerage","Female","NY","Active","true","sunil.dixit@example.com","Individual",502727,2890,295930,206797,2018,63
"0011U00000Kcp1PQAR","NA","Mark Garet","0051U000005KhW6QAK","NY","2018-09-05","5 - Standard","2019-08-02","2019-08-23","Tier 2","true","Lake Jason",,"2020-07-05","New York","Investment Account","Manager","0011U00000KuFkmQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFkmQAF-1690","6. Greater than 15Y","2019-05-29T11:00:51","2. 18-29","2.01908231740307E+019","Growth","Wylie Bridges","2018-08-01","2020-07-06","0051U000005KhW6QAK","2018-09-05","High Net Worth Families","Mark Garet","Wylie Bridges Fixed Annuity1690","1. Less than 50k","Fixed Annuity","Female","NY","Onboarding","false","mark.garet@example.com","Joint",427329,4436,309348,117981,2019,86
"0011U00000Kcp1PQAR","NA","Mark Garet","0051U000005KhW6QAK","NY","2018-09-05","5 - Standard","2019-08-02","2019-08-22","Tier 2","true","Lake Jason",,"2020-07-02","New York","Investment Account","Manager","0011U00000KuFkmQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFkmQAF-1691","6. Greater than 15Y","2019-05-29T11:00:51","2. 18-29","2.01908231740307E+019","Growth","Wylie Bridges","2018-08-01","2020-07-06","0051U000005KhW6QAK","2018-09-05","High Net Worth Families","Mark Garet","Wylie Bridges Mutual Fund1691","1. Less than 50k","Mutual Fund","Female","NY","Onboarding","false","mark.garet@example.com","Individual",481959,2734,314915,167044,2019,86
"0011U00000Kcp1KQAR","Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2018-08-02","2 - Gold","2011-01-14","2019-08-20","Tier 3","false","New Taylor",,"2020-07-01","Chicago","Investment Account","Manager","0011U00000KuFknQAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFknQAF-1692","6. Greater than 15Y","2018-08-29T20:20:40","2. 18-29","2.01908231740307E+019","Growth","Jane Shelton","2018-04-24","2020-07-06","0051U000005JQyrQAG","2018-08-02","High Net Worth Families","Allen Advisor","Jane Shelton Managed Account1692","2. Between 50k and 250k","Managed Account","Male","CA","Active","true","allen.advisor@example.com","Joint",563426,4239,298959,264467,2011,358
"0011U00000Kcp1KQAR","Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2018-08-02","2 - Gold","2011-01-14","2019-08-20","Tier 3","true","New Taylor",,"2020-07-02","Chicago","Investment Account","Manager","0011U00000KuFknQAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFknQAF-1693","6. Greater than 15Y","2018-08-29T20:20:40","2. 18-29","2.01908231740307E+019","Growth","Jane Shelton","2018-04-24","2020-07-06","0051U000005JQyrQAG","2018-08-02","High Net Worth Families","Allen Advisor","Jane Shelton Brokerage1693","2. Between 50k and 250k","Brokerage","Male","CA","Active","false","allen.advisor@example.com","Individual",610474,3756,383767,226707,2011,358
"0011U00000Kcp1PQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2019-05-08","5 - Standard","2010-02-09","2019-08-23","Tier 1","false","Port Sierra",,"2020-07-05","San Francisco","Savings Account","Manager","0011U00000KuFkoQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFkoQAF-1694","6. Greater than 15Y","2019-06-09T04:53:35","5. > 69","2.01908231740307E+019","Balanced Growth","Macy Moore","2018-11-13","2020-07-06","0051U000005L4E9QAK","2019-05-08","Affluent Professionals","Brenda Banker","Macy Moore Savings1694","2. Between 50k and 250k","Savings","Female","CA","Active","true","sunil.dixit@example.com","Trust",579365,3083,328664,250701,2014,75
"0011U00000Kcp1KQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2019-05-08","5 - Standard","2010-02-09","2019-08-21","Tier 1","false","Port Sierra",,"2020-07-01","San Francisco","Investment Account","Manager","0011U00000KuFkoQAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFkoQAF-1695","6. Greater than 15Y","2019-06-09T04:53:35","5. > 69","2.01908231740307E+019","Balanced Growth","Macy Moore","2018-11-13","2020-07-06","0051U000005L4E9QAK","2019-05-08","Affluent Professionals","Brenda Banker","Macy Moore Fixed Annuity1695","2. Between 50k and 250k","Fixed Annuity","Female","CA","Active","true","sunil.dixit@example.com","Joint",529342,3584,384951,144391,2014,75
,"NA","Chelsea Advisor","0051U000005L6eJQAS","FL","2018-11-20","3 - Silver","2009-11-08","2019-08-22","Tier 3","false","West Taylorshire",,"2020-07-04","Florida","Investment Account","Manager","0011U00000KuFkpQAF",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","FinAcct.0011U00000KuFkpQAF-1696","6. Greater than 15Y","2019-01-14T19:10:57","2. 18-29","2.01908231740307E+019","Aggressive Growth","Jemima Donovan","2019-02-03","2020-07-06","0051U000005L6eJQAS","2018-11-20","Mass Market","Chelsea Advisor","Jemima Donovan Managed Account1696","1. Less than 50k","Managed Account","Female","NY","Onboarding","true","ryan.dobson@example.com","Joint",494421,3675,282782,211639,2019,220
"0011U00000Kcp1KQAR","NA","Mark Garet","0051U000005KhW6QAK","NY","2018-09-24","3 - Silver","2017-09-03","2019-08-22","Tier 2","false","Lake Robert",,"2020-07-02","New York","Savings Account","Manager","0011U00000KuFkqQAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFkqQAF-1697","6. Greater than 15Y","2019-03-26T04:15:42","3. 30-49","2.01908231740307E+019","Aggressive Growth","Vielka Norton","2018-12-03","2020-07-06","0051U000005KhW6QAK","2018-09-24","Retired","Mark Garet","Vielka Norton Savings1697","1. Less than 50k","Savings","Male","CA","Onboarding","true","mark.garet@example.com","Individual",591536,2854,316395,275141,2019,150
"0011U00000Kcp1KQAR","NA","Chelsea Advisor","0051U000005L6eJQAS","FL","2019-07-22","5 - Standard","2011-01-02","2019-08-22","Tier 1","true","East Jeff",,"2020-07-04","Florida","Investment Account","Manager","0011U00000KuFkrQAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","FinAcct.0011U00000KuFkrQAF-1698","6. Greater than 15Y","2019-08-21T09:14:09","5. > 69","2.01908231740307E+019","Balanced Growth","Adrian Wallace","2019-01-09","2020-07-06","0051U000005L6eJQAS","2019-07-22","Affluent Professionals","Chelsea Advisor","Adrian Wallace Managed Account1698","1. Less than 50k","Managed Account","Male","NY","Prospect","false","ryan.dobson@example.com","Joint",449706,2539,269236,180470,2013,2
"0011U00000Kcp1KQAR","NA","Chelsea Advisor","0051U000005L6eJQAS","FL","2019-07-22","5 - Standard","2011-01-02","2019-08-23","Tier 1","true","East Jeff",,"2020-07-05","Florida","Investment Account","Manager","0011U00000KuFkrQAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","FinAcct.0011U00000KuFkrQAF-1699","6. Greater than 15Y","2019-08-21T09:14:09","5. > 69","2.01908231740307E+019","Balanced Growth","Adrian Wallace","2019-01-09","2020-07-06","0051U000005L6eJQAS","2019-07-22","Affluent Professionals","Chelsea Advisor","Adrian Wallace Managed Account1699","1. Less than 50k","Managed Account","Male","NY","Prospect","false","ryan.dobson@example.com","Individual",547931,4355,301114,246817,2013,2
,"NA","Mark Garet","0051U000005KhW6QAK","NY","2018-08-14","2 - Gold","2018-07-16","2019-08-22","Tier 3","false","Hughesfurt",,"2020-07-04","New York","Mutual Fund Investment","Manager","0011U00000KuFksQAF",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFksQAF-1700","6. Greater than 15Y","2019-06-08T19:35:23","4. 50-69","2.01908231740307E+019","Aggressive Growth","Amethyst Santos","2018-07-14","2020-07-06","0051U000005KhW6QAK","2018-08-14","Retired","Mark Garet","Amethyst Santos Mutual Fund1700","1. Less than 50k","Mutual Fund","Female","CA","Prospect","true","mark.garet@example.com","Joint",545028,2690,321394,223634,2019,75
"0011U00000Kcp1KQAR","NA","Mark Garet","0051U000005KhW6QAK","NY","2018-08-14","2 - Gold","2018-07-16","2019-08-20","Tier 3","false","Hughesfurt",,"2020-07-01","New York","Mutual Fund Investment","Manager","0011U00000KuFksQAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFksQAF-1701","6. Greater than 15Y","2019-06-08T19:35:23","4. 50-69","2.01908231740307E+019","Aggressive Growth","Amethyst Santos","2018-07-14","2020-07-06","0051U000005KhW6QAK","2018-08-14","Retired","Mark Garet","Amethyst Santos Mutual Fund1701","1. Less than 50k","Mutual Fund","Female","CA","Prospect","true","mark.garet@example.com","Trust",513112,2845,255412,257700,2019,75
,"NA","Mark Garet","0051U000005KhW6QAK","NY","2018-08-14","2 - Gold","2018-07-16","2019-08-21","Tier 3","true","Hughesfurt",,"2020-07-01","New York","Mutual Fund Investment","Manager","0011U00000KuFksQAF",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFksQAF-1702","6. Greater than 15Y","2019-06-08T19:35:23","4. 50-69","2.01908231740307E+019","Aggressive Growth","Amethyst Santos","2018-07-14","2020-07-06","0051U000005KhW6QAK","2018-08-14","Retired","Mark Garet","Amethyst Santos Mutual Fund1702","1. Less than 50k","Mutual Fund","Female","CA","Prospect","false","mark.garet@example.com","Trust",532592,4469,270351,262241,2019,75
,"NA","Chelsea Advisor","0051U000005L6eJQAS","FL","2019-04-19","3 - Silver","2011-09-22","2019-08-22","Tier 3","true","East Amberfurt",,"2020-07-02","Florida","Savings Account","Manager","0011U00000KuFktQAF",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","FinAcct.0011U00000KuFktQAF-1703","6. Greater than 15Y","2019-07-17T04:31:51","4. 50-69","2.01908231740307E+019","Aggressive Growth","Penelope York","2019-01-02","2020-07-06","0051U000005L6eJQAS","2019-04-19","Affluent Professionals","Chelsea Advisor","Penelope York Savings1703","1. Less than 50k","Savings","Female","NY","Onboarding","false","ryan.dobson@example.com","Trust",545603,4145,357081,188522,2014,37
"0011U00000Kcp1PQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-09-04","5 - Standard","2014-04-01","2019-08-22","Tier 1","true","Diazbury",,"2020-07-04","San Francisco","Investment Account","Manager","0011U00000KuFkuQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFkuQAF-1704","6. Greater than 15Y","2018-10-19T22:58:30","3. 30-49","2.01908231740307E+019","Income","Brenden Perry","2018-08-18","2020-07-06","0051U000005L4E9QAK","2018-09-04","Retired","Brenda Banker","Brenden Perry Mutual Fund1704","2. Between 50k and 250k","Mutual Fund","Male","NY","Onboarding","false","sunil.dixit@example.com","Trust",498256,2814,349614,148642,2018,307
"0011U00000Kcp1PQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-09-04","5 - Standard","2014-04-01","2019-08-22","Tier 1","false","Diazbury",,"2020-07-04","San Francisco","Investment Account","Manager","0011U00000KuFkuQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFkuQAF-1705","6. Greater than 15Y","2018-10-19T22:58:30","3. 30-49","2.01908231740307E+019","Income","Brenden Perry","2018-08-18","2020-07-06","0051U000005L4E9QAK","2018-09-04","Retired","Brenda Banker","Brenden Perry Managed Account1705","2. Between 50k and 250k","Managed Account","Male","NY","Onboarding","true","sunil.dixit@example.com","Joint",382976,2683,279534,103442,2018,307
,"Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-09-04","5 - Standard","2014-04-01","2019-08-20","Tier 1","false","Diazbury",,"2020-07-02","San Francisco","Investment Account","Manager","0011U00000KuFkuQAF",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFkuQAF-1706","6. Greater than 15Y","2018-10-19T22:58:30","3. 30-49","2.01908231740307E+019","Income","Brenden Perry","2018-08-18","2020-07-06","0051U000005L4E9QAK","2018-09-04","Retired","Brenda Banker","Brenden Perry Mutual Fund1706","2. Between 50k and 250k","Mutual Fund","Male","NY","Onboarding","true","sunil.dixit@example.com","Trust",597144,4477,342942,254202,2018,307
,"NA","Mark Garet","0051U000005KhW6QAK","NY","2019-04-20","2 - Gold","2010-08-02","2019-08-21","Tier 1","true","East Nicholas",,"2020-07-03","New York","Investment Account","Manager","0011U00000KuFkvQAF",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFkvQAF-1707","6. Greater than 15Y","2019-07-17T07:19:59","2. 18-29","2.01908231740307E+019","Income","Wilma Stanton","2019-04-15","2020-07-06","0051U000005KhW6QAK","2019-04-20","Mass Market","Mark Garet","Wilma Stanton Mutual Fund1707","2. Between 50k and 250k","Mutual Fund","Female","NY","Onboarding","false","mark.garet@example.com","Trust",523494,3187,377757,145737,2017,37
"0011U00000Kcp1PQAR","NA","Mark Garet","0051U000005KhW6QAK","NY","2019-04-20","2 - Gold","2010-08-02","2019-08-22","Tier 1","false","East Nicholas",,"2020-07-01","New York","Investment Account","Manager","0011U00000KuFkvQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFkvQAF-1708","6. Greater than 15Y","2019-07-17T07:19:59","2. 18-29","2.01908231740307E+019","Income","Wilma Stanton","2019-04-15","2020-07-06","0051U000005KhW6QAK","2019-04-20","Mass Market","Mark Garet","Wilma Stanton Managed Account1708","2. Between 50k and 250k","Managed Account","Female","NY","Onboarding","true","mark.garet@example.com","Joint",429434,3206,299940,129494,2017,37
"0011U00000Kcp1KQAR","NA","Mark Garet","0051U000005KhW6QAK","NY","2019-02-16","2 - Gold","2013-02-24","2019-08-22","Tier 3","true","North Matthewbury",,"2020-07-04","New York","Investment Account","Manager","0011U00000KuFkwQAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFkwQAF-1709","6. Greater than 15Y","2019-05-07T08:00:23","4. 50-69","2.01908231740307E+019","Balanced Growth","Jenette Morris","2018-06-22","2020-07-06","0051U000005KhW6QAK","2019-02-16","Retired","Mark Garet","Jenette Morris Fixed Annuity1709","1. Less than 50k","Fixed Annuity","Female","CA","Active","false","mark.garet@example.com","Joint",444803,4088,250950,193853,2018,108
