"FINANCIALACCOUNTNAME","ACCOUNTCLIENTCATEGORYCUSTOM","TRANSACTIONDATE","ACCOUNTSERVICEMODEL","HELDAWAY","FINANCIALACCOUNTID","ACCOUNTOWNERNAME","TRANSACTIONTYPE","ACCOUNTID","ACCOUNTYEARSSINCECLIENTBUCKET","ACCOUNTLASTINTERACTION","ACCOUNTAGEBUCKET","ANALYTICSDEMO_BATCH_ID_C","TRANSACTIONSTATUS","ACCOUNTINVESTMENTOBJECTIVES","ACCOUNTNAME","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","ACCOUNTBALANCEBUCKET","FEESTYPE","FINANCIALACCOUNTTYPE","ACCOUNTPRIMARYCONTACTGENDER","ACCOUNTBILLINGSTATE","BALANCEAMOUNT","FEES","AMOUNT"
"Celeste Roberson Savings568","2 - Gold","2018-12-02","Tier 2",False,"FinAcct.0011U00000KuFbhQAF-568","Brenda Banker","Credit","0011U00000KuFbhQAF","6. Greater than 15Y","2019-02-01T02:21:11","5. > 69","20190829100511427864","A","Growth","Celeste Roberson","2019-10-07","Affluent Professionals","1. Less than 50k","ATM Fees(Out of network)","Savings","Male","CA",0,1,100
"Celeste Roberson Savings568","2 - Gold","2019-05-01","Tier 2",False,"FinAcct.0011U00000KuFbhQAF-568","Brenda Banker","Debit","0011U00000KuFbhQAF","6. Greater than 15Y","2019-02-01T02:21:11","5. > 69","20190829100511427864","B","Growth","Celeste Roberson","2019-10-07","Affluent Professionals","1. Less than 50k","Cashier's Check Fees","Savings","Male","CA",0,5,800
"Celeste Roberson Savings568","2 - Gold","2019-05-31","Tier 2",False,"FinAcct.0011U00000KuFbhQAF-568","Brenda Banker","Credit","0011U00000KuFbhQAF","6. Greater than 15Y","2019-02-01T02:21:11","5. > 69","20190829100511427864","A","Growth","Celeste Roberson","2019-10-07","Affluent Professionals","1. Less than 50k","Card replacement Fees","Savings","Male","CA",0,1,100
"Celeste Roberson Savings568","2 - Gold","2019-08-14","Tier 2",False,"FinAcct.0011U00000KuFbhQAF-568","Brenda Banker","Debit","0011U00000KuFbhQAF","6. Greater than 15Y","2019-02-01T02:21:11","5. > 69","20190829100511427864","B","Growth","Celeste Roberson","2019-10-07","Affluent Professionals","1. Less than 50k","ATM Fees","Savings","Male","CA",0,3,1000
"Shaeleigh Perry Managed Account567","5 - Standard","2018-08-22","Tier 1",True,"FinAcct.0011U00000KuFbgQAF-567","Chelsea Advisor","Credit","0011U00000KuFbgQAF","6. Greater than 15Y","2019-03-08T18:56:03","2. 18-29","20190829100511427864","B","Income","Shaeleigh Perry","2019-10-07","Millennials","1. Less than 50k","Debit Card Transaction Fees","Managed Account","Male","CA",0,1,1000
"Shaeleigh Perry Managed Account567","5 - Standard","2018-09-19","Tier 1",True,"FinAcct.0011U00000KuFbgQAF-567","Chelsea Advisor","Debit","0011U00000KuFbgQAF","6. Greater than 15Y","2019-03-08T18:56:03","2. 18-29","20190829100511427864","B","Income","Shaeleigh Perry","2019-10-07","Millennials","1. Less than 50k","Cashier's Check Fees","Managed Account","Male","CA",0,3,100
"Shaeleigh Perry Managed Account567","5 - Standard","2019-01-09","Tier 1",True,"FinAcct.0011U00000KuFbgQAF-567","Chelsea Advisor","Credit","0011U00000KuFbgQAF","6. Greater than 15Y","2019-03-08T18:56:03","2. 18-29","20190829100511427864","A","Income","Shaeleigh Perry","2019-10-07","Millennials","1. Less than 50k","Card replacement Fees","Managed Account","Male","CA",0,5,1000
"Shaeleigh Perry Managed Account567","5 - Standard","2019-02-06","Tier 1",True,"FinAcct.0011U00000KuFbgQAF-567","Chelsea Advisor","Debit","0011U00000KuFbgQAF","6. Greater than 15Y","2019-03-08T18:56:03","2. 18-29","20190829100511427864","A","Income","Shaeleigh Perry","2019-10-07","Millennials","1. Less than 50k","Checking Account Fees","Managed Account","Male","CA",0,3,100
"Shaeleigh Perry Savings566","5 - Standard","2018-08-22","Tier 1",True,"FinAcct.0011U00000KuFbgQAF-566","Chelsea Advisor","Credit","0011U00000KuFbgQAF","6. Greater than 15Y","2019-03-08T18:56:03","2. 18-29","20190829100511427864","A","Income","Shaeleigh Perry","2019-10-07","Millennials","1. Less than 50k","Cashier's Check Fees","Savings","Male","CA",0,5,1000
"Shaeleigh Perry Savings566","5 - Standard","2018-12-12","Tier 1",True,"FinAcct.0011U00000KuFbgQAF-566","Chelsea Advisor","Debit","0011U00000KuFbgQAF","6. Greater than 15Y","2019-03-08T18:56:03","2. 18-29","20190829100511427864","B","Income","Shaeleigh Perry","2019-10-07","Millennials","1. Less than 50k","Card replacement Fees","Savings","Male","CA",0,5,1000
"Shaeleigh Perry Savings566","5 - Standard","2019-05-01","Tier 1",True,"FinAcct.0011U00000KuFbgQAF-566","Chelsea Advisor","Credit","0011U00000KuFbgQAF","6. Greater than 15Y","2019-03-08T18:56:03","2. 18-29","20190829100511427864","A","Income","Shaeleigh Perry","2019-10-07","Millennials","1. Less than 50k","ATM Fees","Savings","Male","CA",0,5,800
"Shaeleigh Perry Savings566","5 - Standard","2019-07-24","Tier 1",True,"FinAcct.0011U00000KuFbgQAF-566","Chelsea Advisor","Debit","0011U00000KuFbgQAF","6. Greater than 15Y","2019-03-08T18:56:03","2. 18-29","20190829100511427864","A","Income","Shaeleigh Perry","2019-10-07","Millennials","1. Less than 50k","Additional Checks Fees","Savings","Male","CA",0,5,500
"Nevada Buchanan Fixed Annuity565","2 - Gold","2018-07-20","Tier 3",False,"FinAcct.0011U00000KuFbfQAF-565","Chelsea Advisor","Credit","0011U00000KuFbfQAF","6. Greater than 15Y","2019-07-01T16:58:40","4. 50-69","20190829100511427864","A","Balanced Growth","Nevada Buchanan","2019-10-07","Affluent Professionals","1. Less than 50k","Debit Card Transaction Fees","Fixed Annuity","Female","PA",0,3,500
"Nevada Buchanan Fixed Annuity565","2 - Gold","2018-09-18","Tier 3",False,"FinAcct.0011U00000KuFbfQAF-565","Chelsea Advisor","Credit","0011U00000KuFbfQAF","6. Greater than 15Y","2019-07-01T16:58:40","4. 50-69","20190829100511427864","B","Balanced Growth","Nevada Buchanan","2019-10-07","Affluent Professionals","1. Less than 50k","Checking Account Fees","Fixed Annuity","Female","PA",0,3,500
"Nevada Buchanan Fixed Annuity565","2 - Gold","2019-01-01","Tier 3",False,"FinAcct.0011U00000KuFbfQAF-565","Chelsea Advisor","Credit","0011U00000KuFbfQAF","6. Greater than 15Y","2019-07-01T16:58:40","4. 50-69","20190829100511427864","B","Balanced Growth","Nevada Buchanan","2019-10-07","Affluent Professionals","1. Less than 50k","Checking Account Fees","Fixed Annuity","Female","PA",0,1,800
"Nevada Buchanan Fixed Annuity565","2 - Gold","2019-01-31","Tier 3",False,"FinAcct.0011U00000KuFbfQAF-565","Chelsea Advisor","Credit","0011U00000KuFbfQAF","6. Greater than 15Y","2019-07-01T16:58:40","4. 50-69","20190829100511427864","A","Balanced Growth","Nevada Buchanan","2019-10-07","Affluent Professionals","1. Less than 50k","Card replacement Fees","Fixed Annuity","Female","PA",0,1,800
"Nevada Buchanan Fixed Annuity565","2 - Gold","2019-06-15","Tier 3",False,"FinAcct.0011U00000KuFbfQAF-565","Chelsea Advisor","Debit","0011U00000KuFbfQAF","6. Greater than 15Y","2019-07-01T16:58:40","4. 50-69","20190829100511427864","A","Balanced Growth","Nevada Buchanan","2019-10-07","Affluent Professionals","1. Less than 50k","ATM Fees(Out of network)","Fixed Annuity","Female","PA",0,3,500
"Lael Wilder Brokerage564","3 - Silver","2018-08-22","Tier 2",True,"FinAcct.0011U00000KuFbeQAF-564","Chelsea Advisor","Debit","0011U00000KuFbeQAF","6. Greater than 15Y","2018-11-29T09:43:43","2. 18-29","20190829100511427864","A","Growth","Lael Wilder","2019-10-07","Millennials","2. Between 50k and 250k","Debit Card Transaction Fees","Brokerage","Female","FL",0,1,500
"Lael Wilder Brokerage564","3 - Silver","2018-09-19","Tier 2",True,"FinAcct.0011U00000KuFbeQAF-564","Chelsea Advisor","Debit","0011U00000KuFbeQAF","6. Greater than 15Y","2018-11-29T09:43:43","2. 18-29","20190829100511427864","B","Growth","Lael Wilder","2019-10-07","Millennials","2. Between 50k and 250k","Checking Account Fees","Brokerage","Female","FL",0,5,100
"Lael Wilder Brokerage564","3 - Silver","2018-10-17","Tier 2",True,"FinAcct.0011U00000KuFbeQAF-564","Chelsea Advisor","Credit","0011U00000KuFbeQAF","6. Greater than 15Y","2018-11-29T09:43:43","2. 18-29","20190829100511427864","A","Growth","Lael Wilder","2019-10-07","Millennials","2. Between 50k and 250k","ATM Fees","Brokerage","Female","FL",0,1,800
"Lael Wilder Mutual Fund563","3 - Silver","2018-08-19","Tier 2",False,"FinAcct.0011U00000KuFbeQAF-563","Chelsea Advisor","Debit","0011U00000KuFbeQAF","6. Greater than 15Y","2018-11-29T09:43:43","2. 18-29","20190829100511427864","A","Growth","Lael Wilder","2019-10-07","Millennials","2. Between 50k and 250k","ATM Fees","Mutual Fund","Female","FL",0,1,100
"Lael Wilder Mutual Fund563","3 - Silver","2018-09-03","Tier 2",False,"FinAcct.0011U00000KuFbeQAF-563","Chelsea Advisor","Debit","0011U00000KuFbeQAF","6. Greater than 15Y","2018-11-29T09:43:43","2. 18-29","20190829100511427864","A","Growth","Lael Wilder","2019-10-07","Millennials","2. Between 50k and 250k","ATM Fees","Mutual Fund","Female","FL",0,5,100
"Lael Wilder Mutual Fund563","3 - Silver","2018-10-03","Tier 2",False,"FinAcct.0011U00000KuFbeQAF-563","Chelsea Advisor","Credit","0011U00000KuFbeQAF","6. Greater than 15Y","2018-11-29T09:43:43","2. 18-29","20190829100511427864","A","Growth","Lael Wilder","2019-10-07","Millennials","2. Between 50k and 250k","Card replacement Fees","Mutual Fund","Female","FL",0,5,1000
"Lael Wilder Mutual Fund563","3 - Silver","2018-11-17","Tier 2",False,"FinAcct.0011U00000KuFbeQAF-563","Chelsea Advisor","Credit","0011U00000KuFbeQAF","6. Greater than 15Y","2018-11-29T09:43:43","2. 18-29","20190829100511427864","A","Growth","Lael Wilder","2019-10-07","Millennials","2. Between 50k and 250k","Additional Checks Fees","Mutual Fund","Female","FL",0,3,500
"Lael Wilder Mutual Fund563","3 - Silver","2019-03-02","Tier 2",False,"FinAcct.0011U00000KuFbeQAF-563","Chelsea Advisor","Debit","0011U00000KuFbeQAF","6. Greater than 15Y","2018-11-29T09:43:43","2. 18-29","20190829100511427864","B","Growth","Lael Wilder","2019-10-07","Millennials","2. Between 50k and 250k","Card replacement Fees","Mutual Fund","Female","FL",0,1,100
"Lael Wilder Mutual Fund563","3 - Silver","2019-04-16","Tier 2",False,"FinAcct.0011U00000KuFbeQAF-563","Chelsea Advisor","Credit","0011U00000KuFbeQAF","6. Greater than 15Y","2018-11-29T09:43:43","2. 18-29","20190829100511427864","B","Growth","Lael Wilder","2019-10-07","Millennials","2. Between 50k and 250k","ATM Fees(Out of network)","Mutual Fund","Female","FL",0,5,100
"Lael Wilder Mutual Fund563","3 - Silver","2019-05-01","Tier 2",False,"FinAcct.0011U00000KuFbeQAF-563","Chelsea Advisor","Credit","0011U00000KuFbeQAF","6. Greater than 15Y","2018-11-29T09:43:43","2. 18-29","20190829100511427864","B","Growth","Lael Wilder","2019-10-07","Millennials","2. Between 50k and 250k","Checking Account Fees","Mutual Fund","Female","FL",0,1,500
"Lael Wilder Mutual Fund563","3 - Silver","2019-08-14","Tier 2",False,"FinAcct.0011U00000KuFbeQAF-563","Chelsea Advisor","Debit","0011U00000KuFbeQAF","6. Greater than 15Y","2018-11-29T09:43:43","2. 18-29","20190829100511427864","B","Growth","Lael Wilder","2019-10-07","Millennials","2. Between 50k and 250k","ATM Fees","Mutual Fund","Female","FL",0,5,100
"Lael Wilder Brokerage562","3 - Silver","2018-03-22","Tier 2",False,"FinAcct.0011U00000KuFbeQAF-562","Chelsea Advisor","Debit","0011U00000KuFbeQAF","6. Greater than 15Y","2018-11-29T09:43:43","2. 18-29","20190829100511427864","A","Growth","Lael Wilder","2019-10-07","Millennials","2. Between 50k and 250k","Additional Checks Fees","Brokerage","Female","FL",0,1,500
"Lael Wilder Brokerage562","3 - Silver","2018-08-04","Tier 2",False,"FinAcct.0011U00000KuFbeQAF-562","Chelsea Advisor","Credit","0011U00000KuFbeQAF","6. Greater than 15Y","2018-11-29T09:43:43","2. 18-29","20190829100511427864","A","Growth","Lael Wilder","2019-10-07","Millennials","2. Between 50k and 250k","Debit Card Transaction Fees","Brokerage","Female","FL",0,3,1000
"Lael Wilder Brokerage562","3 - Silver","2018-11-17","Tier 2",False,"FinAcct.0011U00000KuFbeQAF-562","Chelsea Advisor","Credit","0011U00000KuFbeQAF","6. Greater than 15Y","2018-11-29T09:43:43","2. 18-29","20190829100511427864","B","Growth","Lael Wilder","2019-10-07","Millennials","2. Between 50k and 250k","ATM Fees(Out of network)","Brokerage","Female","FL",0,5,500
"Lael Wilder Brokerage562","3 - Silver","2019-01-01","Tier 2",False,"FinAcct.0011U00000KuFbeQAF-562","Chelsea Advisor","Debit","0011U00000KuFbeQAF","6. Greater than 15Y","2018-11-29T09:43:43","2. 18-29","20190829100511427864","A","Growth","Lael Wilder","2019-10-07","Millennials","2. Between 50k and 250k","ATM Fees(Out of network)","Brokerage","Female","FL",0,3,100
"Lael Wilder Brokerage562","3 - Silver","2019-04-16","Tier 2",False,"FinAcct.0011U00000KuFbeQAF-562","Chelsea Advisor","Debit","0011U00000KuFbeQAF","6. Greater than 15Y","2018-11-29T09:43:43","2. 18-29","20190829100511427864","A","Growth","Lael Wilder","2019-10-07","Millennials","2. Between 50k and 250k","Checking Account Fees","Brokerage","Female","FL",0,1,800
"Lael Wilder Brokerage562","3 - Silver","2019-08-14","Tier 2",False,"FinAcct.0011U00000KuFbeQAF-562","Chelsea Advisor","Debit","0011U00000KuFbeQAF","6. Greater than 15Y","2018-11-29T09:43:43","2. 18-29","20190829100511427864","A","Growth","Lael Wilder","2019-10-07","Millennials","2. Between 50k and 250k","Additional Checks Fees","Brokerage","Female","FL",0,5,500
"Lael Wilder Brokerage562","3 - Silver","2019-08-29","Tier 2",False,"FinAcct.0011U00000KuFbeQAF-562","Chelsea Advisor","Debit","0011U00000KuFbeQAF","6. Greater than 15Y","2018-11-29T09:43:43","2. 18-29","20190829100511427864","B","Growth","Lael Wilder","2019-10-07","Millennials","2. Between 50k and 250k","Card replacement Fees","Brokerage","Female","FL",0,1,1000
"Austin Johns Managed Account561","3 - Silver","2018-05-02","Tier 3",True,"FinAcct.0011U00000KuFbdQAF-561","Chelsea Advisor","Debit","0011U00000KuFbdQAF","6. Greater than 15Y","2019-04-03T15:34:50","4. 50-69","20190829100511427864","B","Aggressive Growth","Austin Johns","2019-10-07","Retired","2. Between 50k and 250k","Cashier's Check Fees","Managed Account","Female","CA",0,5,500
"Austin Johns Managed Account561","3 - Silver","2018-07-25","Tier 3",True,"FinAcct.0011U00000KuFbdQAF-561","Chelsea Advisor","Credit","0011U00000KuFbdQAF","6. Greater than 15Y","2019-04-03T15:34:50","4. 50-69","20190829100511427864","B","Aggressive Growth","Austin Johns","2019-10-07","Retired","2. Between 50k and 250k","Additional Checks Fees","Managed Account","Female","CA",0,3,500
"Austin Johns Managed Account561","3 - Silver","2018-10-17","Tier 3",True,"FinAcct.0011U00000KuFbdQAF-561","Chelsea Advisor","Credit","0011U00000KuFbdQAF","6. Greater than 15Y","2019-04-03T15:34:50","4. 50-69","20190829100511427864","B","Aggressive Growth","Austin Johns","2019-10-07","Retired","2. Between 50k and 250k","Cashier's Check Fees","Managed Account","Female","CA",0,3,1000
"Austin Johns Managed Account561","3 - Silver","2019-05-29","Tier 3",True,"FinAcct.0011U00000KuFbdQAF-561","Chelsea Advisor","Debit","0011U00000KuFbdQAF","6. Greater than 15Y","2019-04-03T15:34:50","4. 50-69","20190829100511427864","B","Aggressive Growth","Austin Johns","2019-10-07","Retired","2. Between 50k and 250k","ATM Fees","Managed Account","Female","CA",0,3,1000
"Gage Mendez Mutual Fund560","1 - Platinum","2018-06-27","Tier 2",True,"FinAcct.0011U00000KuFbcQAF-560","Mark Garet","Credit","0011U00000KuFbcQAF","6. Greater than 15Y","2019-04-30T19:31:27","3. 30-49","20190829100511427864","A","Balanced Growth","Gage Mendez","2019-10-07","Millennials","2. Between 50k and 250k","ATM Fees","Mutual Fund","Male","CA",0,5,1000
"Gage Mendez Mutual Fund560","1 - Platinum","2019-05-01","Tier 2",True,"FinAcct.0011U00000KuFbcQAF-560","Mark Garet","Credit","0011U00000KuFbcQAF","6. Greater than 15Y","2019-04-30T19:31:27","3. 30-49","20190829100511427864","B","Balanced Growth","Gage Mendez","2019-10-07","Millennials","2. Between 50k and 250k","Cashier's Check Fees","Mutual Fund","Male","CA",0,5,800
"Gage Mendez Mutual Fund560","1 - Platinum","2019-05-29","Tier 2",True,"FinAcct.0011U00000KuFbcQAF-560","Mark Garet","Debit","0011U00000KuFbcQAF","6. Greater than 15Y","2019-04-30T19:31:27","3. 30-49","20190829100511427864","B","Balanced Growth","Gage Mendez","2019-10-07","Millennials","2. Between 50k and 250k","Debit Card Transaction Fees","Mutual Fund","Male","CA",0,1,800
"Gage Mendez Mutual Fund560","1 - Platinum","2019-06-26","Tier 2",True,"FinAcct.0011U00000KuFbcQAF-560","Mark Garet","Credit","0011U00000KuFbcQAF","6. Greater than 15Y","2019-04-30T19:31:27","3. 30-49","20190829100511427864","B","Balanced Growth","Gage Mendez","2019-10-07","Millennials","2. Between 50k and 250k","ATM Fees","Mutual Fund","Male","CA",0,1,100
"Gage Mendez Fixed Annuity559","1 - Platinum","2018-04-04","Tier 2",True,"FinAcct.0011U00000KuFbcQAF-559","Mark Garet","Debit","0011U00000KuFbcQAF","6. Greater than 15Y","2019-04-30T19:31:27","3. 30-49","20190829100511427864","B","Balanced Growth","Gage Mendez","2019-10-07","Millennials","2. Between 50k and 250k","ATM Fees","Fixed Annuity","Male","CA",0,1,100
"Gage Mendez Fixed Annuity559","1 - Platinum","2018-07-25","Tier 2",True,"FinAcct.0011U00000KuFbcQAF-559","Mark Garet","Debit","0011U00000KuFbcQAF","6. Greater than 15Y","2019-04-30T19:31:27","3. 30-49","20190829100511427864","A","Balanced Growth","Gage Mendez","2019-10-07","Millennials","2. Between 50k and 250k","ATM Fees(Out of network)","Fixed Annuity","Male","CA",0,5,500
"Gage Mendez Fixed Annuity559","1 - Platinum","2019-04-03","Tier 2",True,"FinAcct.0011U00000KuFbcQAF-559","Mark Garet","Credit","0011U00000KuFbcQAF","6. Greater than 15Y","2019-04-30T19:31:27","3. 30-49","20190829100511427864","B","Balanced Growth","Gage Mendez","2019-10-07","Millennials","2. Between 50k and 250k","Cashier's Check Fees","Fixed Annuity","Male","CA",0,5,1000
"Gage Mendez Managed Account558","1 - Platinum","2019-03-06","Tier 2",True,"FinAcct.0011U00000KuFbcQAF-558","Mark Garet","Debit","0011U00000KuFbcQAF","6. Greater than 15Y","2019-04-30T19:31:27","3. 30-49","20190829100511427864","A","Balanced Growth","Gage Mendez","2019-10-07","Millennials","2. Between 50k and 250k","Debit Card Transaction Fees","Managed Account","Male","CA",0,5,500
"Garrison Conley Checking557","2 - Gold","2019-06-15","Tier 1",False,"FinAcct.0011U00000KuFbbQAF-557","Brenda Banker","Debit","0011U00000KuFbbQAF","6. Greater than 15Y","2019-02-16T09:58:42","3. 30-49","20190829100511427864","B","Aggressive Growth","Garrison Conley","2019-10-07","High Net Worth Families","2. Between 50k and 250k","ATM Fees(Out of network)","Checking","Male","NY",0,3,100
"Garrison Conley Checking557","2 - Gold","2019-08-14","Tier 1",False,"FinAcct.0011U00000KuFbbQAF-557","Brenda Banker","Credit","0011U00000KuFbbQAF","6. Greater than 15Y","2019-02-16T09:58:42","3. 30-49","20190829100511427864","A","Aggressive Growth","Garrison Conley","2019-10-07","High Net Worth Families","2. Between 50k and 250k","Cashier's Check Fees","Checking","Male","NY",0,1,100
"Garrison Conley Checking557","2 - Gold","2019-08-29","Tier 1",False,"FinAcct.0011U00000KuFbbQAF-557","Brenda Banker","Credit","0011U00000KuFbbQAF","6. Greater than 15Y","2019-02-16T09:58:42","3. 30-49","20190829100511427864","B","Aggressive Growth","Garrison Conley","2019-10-07","High Net Worth Families","2. Between 50k and 250k","Additional Checks Fees","Checking","Male","NY",0,5,1000
"Garrison Conley Mutual Fund556","2 - Gold","2018-05-06","Tier 1",False,"FinAcct.0011U00000KuFbbQAF-556","Brenda Banker","Credit","0011U00000KuFbbQAF","6. Greater than 15Y","2019-02-16T09:58:42","3. 30-49","20190829100511427864","B","Aggressive Growth","Garrison Conley","2019-10-07","High Net Worth Families","2. Between 50k and 250k","Checking Account Fees","Mutual Fund","Male","NY",0,1,500
