"OWNERUNIQUEUSERNAME","ISHIGHPRIORITY","OWNERID","ACCOUNTRECORDTYPENAME","ACCOUNTTYPE","OWNERSTATE","ACTIVITYDATE","PRIORITY","CREATEDDATE","OWNERCITY","STATUS","DESCRIPTION","OWNERROLENAME","EVENTSUBTYPE","ACCOUNTID","OWNERSMALLPHOTOURL","DUEDATE","TYPE","ANALYTICSDEMO_BATCH_ID_C","ACCOUNTINVESTMENTOBJECTIVES","REGARDING","TASKSUBTYPE","ACCOUNTNAME","ACCOUNTINVESTMENTEXPERIENCE","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","OWNERNAME","ACCOUNTBALANCEBUCKET","CALLTYPE","SUBJECT","OWNEREMAIL","DueDays"
"Allen Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2020-07-02","High","2019-04-01","New York","Event","-","Manager","Call","0011U00000KuFkjQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-25","Call","2.01908291351258E+019","Aggressive Growth","Onboarding","Call","Quynn Mccormick","Experienced","2020-07-06","Mass Market","Mark Garet","1. Less than 50k","Event","Evaluate Refinancing Loan","mark.garet@example.com",312
"Mark Garet","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-06-15","High","2019-08-25","Florida","Not Started","-","Manager","Call","0011U00000KuFkkQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-08","Meeting","2.01908291351258E+019","Growth","Prospecting","Call","Heather Koch","Inexperienced","2020-07-06","Retired","Chelsea Advisor","1. Less than 50k","Event","Discussion","ryan.dobson@example.com",329
"Mark Garet","true","0051U000005L6eJQAS","Household","Customer","FL","2020-06-28","High","2019-09-17","Florida","Not Started","-","Manager","Call","0011U00000KuFklQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-21","Other","2.01908291351258E+019","Aggressive Growth","Prospecting","Call","Ulric Koch","Moderately Experienced","2020-07-06","Mass Market","Chelsea Advisor","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","ryan.dobson@example.com",316
"Mark Garet","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-06-25","High","2019-07-10","Florida","In progress","-","Manager","Call","0011U00000KuFkmQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-18","Meeting","2.01908291351258E+019","Growth","Service","Call","Wylie Bridges","Moderately Experienced","2020-07-06","Retired","Chelsea Advisor","1. Less than 50k","Event","Lunch Meeting","ryan.dobson@example.com",319
"Allen Advisor","true","0051U000005JQyrQAG","Individual","Customer","IL","2020-06-18","High","2019-09-18","Chicago","Event","-","Manager","Call","0011U00000KuFkqQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-11","Meeting","2.01908291351258E+019","Balanced Growth","Onboarding","Call","Vielka Norton","Inexperienced","2020-07-06","Affluent Professionals","Allen Advisor","2. Between 50k and 250k","Event","Lunch Meeting","allen.advisor@example.com",326
"Mark Garet","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-07-02","High","2019-04-25","Chicago","Event","-","Manager","Call","0011U00000KuFktQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-25","Call","2.01908291351258E+019","Aggressive Growth","Onboarding","Call","Penelope York","Moderately Inexperienced","2020-07-06","Retired","Allen Advisor","1. Less than 50k","Event","Sync Up","allen.advisor@example.com",312
"Chelsea Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-14","High","2019-03-29","Chicago","Event","-","Manager","Call","0011U00000KuFkuQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-07","Other","2.01908291351258E+019","Aggressive Growth","Service","Call","Brenden Perry","Moderately Inexperienced","2020-07-06","Mass Market","Allen Advisor","1. Less than 50k","Event","Evaluate Refinancing Loan","allen.advisor@example.com",330
"Chelsea Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2020-06-23","High","2019-05-25","New York","Event","-","Manager","Call","0011U00000KuFkwQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-16","Email","2.01908291351258E+019","Balanced Growth","Service","Call","Jenette Morris","Inexperienced","2020-07-06","Affluent Professionals","Mark Garet","2. Between 50k and 250k","Event","Summit","mark.garet@example.com",321
"Mark Garet","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-25","High","2019-11-30","San Francisco","Event","-","Manager","Call","0011U00000KuFkxQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-18","Email","2.01908291351258E+019","Income","Prospecting","Call","Martha Wiggins","Experienced","2020-07-06","Mass Market","Brenda Banker","2. Between 50k and 250k","Event","Summit","sunil.dixit@example.com",319
"Chelsea Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2020-06-11","High","2020-02-20","New York","In progress","-","Manager","Call","0011U00000KuFkyQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-04","Meeting","2.01908291351258E+019","Growth","Prospecting","Call","Grant Zamora","Moderately Experienced","2020-07-06","Retired","Mark Garet","1. Less than 50k","Event","Quarterly Earnings Summary","mark.garet@example.com",333
"Brenda Banker","true","0051U000005KhW6QAK","Person Account","Customer","NY","2020-06-15","High","2019-12-21","New York","Completed","-","Manager","Call","0011U00000KuFl0QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-08","Call","2.01908291351258E+019","Income","Prospecting","Call","Gil Tran","Moderately Experienced","2020-07-06","High Net Worth Families","Mark Garet","2. Between 50k and 250k","Event","Summit","mark.garet@example.com",329
"Allen Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-07-04","High","2020-04-10","San Francisco","Completed","-","Manager","Call","0011U00000KuFl1QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-27","Call","2.01908291351258E+019","Balanced Growth","Onboarding","Call","Quinn Roach","Experienced","2020-07-06","High Net Worth Families","Brenda Banker","2. Between 50k and 250k","Event","Discussion","sunil.dixit@example.com",310
"Mark Garet","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-07-01","High","2020-02-24","Florida","Completed","-","Manager","Call","0011U00000KuFl2QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-24","Meeting","2.01908291351258E+019","Growth","Client Retention","Call","Aline Anthony","Inexperienced","2020-07-06","Affluent Professionals","Chelsea Advisor","2. Between 50k and 250k","Event","Send Birthday Gift","ryan.dobson@example.com",313
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-22","High","2019-08-02","San Francisco","Not Started","-","Manager","Call","0011U00000KuFl3QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-15","Other","2.01908291351258E+019","Aggressive Growth","Client Retention","Call","May Castillo","Moderately Experienced","2020-07-06","Retired","Brenda Banker","1. Less than 50k","Event","Lunch Meeting","sunil.dixit@example.com",322
"Brenda Banker","true","0051U000005KhW6QAK","Individual","Customer","NY","2020-06-21","High","2020-06-03","New York","Not Started","-","Manager","Call","0011U00000KuFl4QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-14","Other","2.01908291351258E+019","Income","Client Retention","Call","Beau Sweet","Moderately Inexperienced","2020-07-06","Retired","Mark Garet","1. Less than 50k","Event","Summit","mark.garet@example.com",323
"Allen Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2020-06-25","High","2019-11-09","New York","Event","-","Manager","Call","0011U00000KuFl5QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-18","Meeting","2.01908291351258E+019","Income","Client Retention","Call","Chanda Shields","Experienced","2020-07-06","Millennials","Mark Garet","1. Less than 50k","Event","Sync Up","mark.garet@example.com",319
"Allen Advisor","true","0051U000005L6eJQAS","Individual","Customer","FL","2020-06-06","High","2019-09-26","Florida","In progress","-","Manager","Call","0011U00000KuFl7QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-07-30","Meeting","2.01908291351258E+019","Aggressive Growth","Prospecting","Call","Skyler Russell","Moderately Experienced","2020-07-06","Affluent Professionals","Chelsea Advisor","1. Less than 50k","Event","Lunch Meeting","ryan.dobson@example.com",338
"Brenda Banker","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-23","High","2020-02-03","Chicago","Event","-","Manager","Call","0011U00000KuFl8QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-16","Email","2.01908291351258E+019","Growth","Client Retention","Call","Otto Whitley","Moderately Inexperienced","2020-07-06","Mass Market","Allen Advisor","1. Less than 50k","Event","Send Birthday Gift","allen.advisor@example.com",321
"Mark Garet","true","0051U000005L4E9QAK","Individual","Customer","CA","2020-06-23","High","2019-05-16","San Francisco","Event","-","Manager","Call","0011U00000KuFlAQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-16","Meeting","2.01908291351258E+019","Aggressive Growth","Prospecting","Call","Hakeem Winters","Moderately Experienced","2020-07-06","Retired","Brenda Banker","2. Between 50k and 250k","Event","Quarterly Earnings Summary","sunil.dixit@example.com",321
"Chelsea Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-27","High","2019-03-18","Chicago","Not Started","-","Manager","Call","0011U00000KuFlBQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-20","Meeting","2.01908291351258E+019","Income","Client Retention","Call","Marsden Harrison","Experienced","2020-07-06","Millennials","Allen Advisor","1. Less than 50k","Event","Quarterly Earnings Summary","allen.advisor@example.com",317
"Brenda Banker","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-14","High","2019-07-28","Chicago","Event","-","Manager","Call","0011U00000KuFlDQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-07","Call","2.01908291351258E+019","Balanced Growth","Prospecting","Call","Samson Humphrey","Moderately Experienced","2020-07-06","Mass Market","Allen Advisor","2. Between 50k and 250k","Event","Quarterly Earnings Summary","allen.advisor@example.com",330
"Brenda Banker","true","0051U000005L4E9QAK","Individual","Customer","CA","2020-07-03","High","2019-06-27","San Francisco","Event","-","Manager","Call","0011U00000KuFlFQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-26","Meeting","2.01908291351258E+019","Balanced Growth","Onboarding","Call","Norman Noel","Experienced","2020-07-06","Millennials","Brenda Banker","1. Less than 50k","Event","Summit","sunil.dixit@example.com",311
"Chelsea Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-14","High","2020-05-02","San Francisco","Completed","-","Manager","Call","0011U00000KuFlHQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-07","Call","2.01908291351258E+019","Balanced Growth","Service","Call","Yuri Miranda","Inexperienced","2020-07-06","High Net Worth Families","Brenda Banker","1. Less than 50k","Event","Sync Up","sunil.dixit@example.com",330
"Brenda Banker","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-18","High","2020-04-28","Chicago","Completed","-","Manager","Call","0011U00000KuFlIQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-11","Email","2.01908291351258E+019","Income","Service","Call","Elton Lowe","Experienced","2020-07-06","Affluent Professionals","Allen Advisor","1. Less than 50k","Event","Sync Up","allen.advisor@example.com",326
"Allen Advisor","true","0051U000005JQyrQAG","Household","Customer","IL","2020-06-19","High","2019-05-07","Chicago","Completed","-","Manager","Call","0011U00000KuFlJQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-12","Call","2.01908291351258E+019","Income","Service","Call","Brynne Chaney","Moderately Experienced","2020-07-06","Millennials","Allen Advisor","1. Less than 50k","Event","Sync Up","allen.advisor@example.com",325
"Allen Advisor","true","0051U000005L4E9QAK","Individual","Customer","CA","2020-06-07","High","2020-05-06","San Francisco","Not Started","-","Manager","Call","0011U00000KuFlMQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-07-31","Other","2.01908291351258E+019","Growth","Client Retention","Call","Maggie Hinton","Experienced","2020-07-06","Mass Market","Brenda Banker","2. Between 50k and 250k","Event","Quarterly Earnings Summary","sunil.dixit@example.com",337
"Mark Garet","true","0051U000005JQyrQAG","Household","Customer","IL","2020-06-06","High","2019-11-15","Chicago","Not Started","-","Manager","Call","0011U00000KuFlNQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-07-30","Call","2.01908291351258E+019","Income","Client Retention","Call","Amal Kane","Inexperienced","2020-07-06","Millennials","Allen Advisor","2. Between 50k and 250k","Event","Send Birthday Gift","allen.advisor@example.com",338
"Chelsea Advisor","true","0051U000005L6eJQAS","Individual","Customer","FL","2020-06-24","High","2020-06-04","Florida","In progress","-","Manager","Call","0011U00000KuFlOQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-17","Other","2.01908291351258E+019","Income","Client Retention","Call","Declan Nunez","Moderately Experienced","2020-07-06","Millennials","Chelsea Advisor","1. Less than 50k","Event","Evaluate Refinancing Loan","ryan.dobson@example.com",320
"Chelsea Advisor","true","0051U000005L6eJQAS","Household","Customer","FL","2020-07-05","High","2019-02-19","Florida","Event","-","Manager","Call","0011U00000KuFlQQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-28","Meeting","2.01908291351258E+019","Income","Onboarding","Call","Vance Davis","Inexperienced","2020-07-06","Millennials","Chelsea Advisor","2. Between 50k and 250k","Event","Sync Up","ryan.dobson@example.com",309
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-24","High","2019-04-07","San Francisco","Event","-","Manager","Call","0011U00000KuFlSQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-17","Meeting","2.01908291351258E+019","Aggressive Growth","Onboarding","Call","Anika Wong","Inexperienced","2020-07-06","High Net Worth Families","Brenda Banker","1. Less than 50k","Event","Send Birthday Gift","sunil.dixit@example.com",320
"Chelsea Advisor","true","0051U000005L4E9QAK","Individual","Customer","CA","2020-06-18","High","2019-10-30","San Francisco","Event","-","Manager","Call","0011U00000KuFlTQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-11","Call","2.01908291351258E+019","Balanced Growth","Client Retention","Call","Timon Shannon","Inexperienced","2020-07-06","Retired","Brenda Banker","1. Less than 50k","Event","Send Birthday Gift","sunil.dixit@example.com",326
"Chelsea Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2020-06-30","High","2020-04-04","New York","Completed","-","Manager","Call","0011U00000KuFlUQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-23","Email","2.01908291351258E+019","Aggressive Growth","Onboarding","Call","Cassady Fischer","Moderately Inexperienced","2020-07-06","Retired","Mark Garet","2. Between 50k and 250k","Event","Sync Up","mark.garet@example.com",314
"Allen Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-09","High","2019-10-22","San Francisco","Event","-","Manager","Call","0011U00000KuFlVQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-02","Email","2.01908291351258E+019","Aggressive Growth","Onboarding","Call","Tara Melton","Inexperienced","2020-07-06","Affluent Professionals","Brenda Banker","1. Less than 50k","Event","Sync Up","sunil.dixit@example.com",335
"Brenda Banker","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-10","High","2020-01-29","Chicago","Completed","-","Manager","Call","0011U00000KuFlWQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-03","Other","2.01908291351258E+019","Aggressive Growth","Prospecting","Call","Scarlet Sanchez","Inexperienced","2020-07-06","Affluent Professionals","Allen Advisor","2. Between 50k and 250k","Event","Summit","allen.advisor@example.com",334
